,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 12/09/2015,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
CHILDREN'S MUCUS RELIEF LIQ,36800028826,0.00758,42326.0,ML,C/I,Y,"1, 5",G,,
CHILDREN'S PLUS M-S COLD SUSP,36800090326,0.02009,42081.0,ML,C/I,Y,"4, 5",G,,
CHILDREN'S Q-PAP 160 MG/5 ML,00603084154,0.01997,42326.0,ML,C/I,Y,"1, 5",G,,
CHILDREN'S Q-PAP 160 MG/5 ML,00603084254,0.01997,42326.0,ML,C/I,Y,"1, 5",G,,
CHILDREN'S Q-PAP 160 MG/5 ML,00603084354,0.01997,42326.0,ML,C/I,Y,"1, 5",G,,
CHILDREN'S SILAPAP ELIXIR,54838014480,0.00693,42326.0,ML,C/I,Y,"1, 5",G,,
CHILDREN'S SILAPAP ELIXIR,54838014470,0.00775,42270.0,ML,C/I,Y,"4, 5",G,,
CHILDREN'S SILAPAP ELIXIR,54838014440,0.01018,42326.0,ML,C/I,Y,"1, 5",G,,
CHILDREN'S SILFEDRINE LIQ,54838010470,0.00752,42235.0,ML,C/I,Y,"4, 5",G,,
CHILDREN'S SILFEDRINE LIQ,54838010440,0.01338,42172.0,ML,C/I,Y,"4, 5",G,,
CHILDRENS PLUS M-S COLD SUSP,24385098426,0.02009,42081.0,ML,C/I,Y,"4, 5",G,,
CHILDRENS PLUS M-S COLD SUSP,46122003626,0.02009,42081.0,ML,C/I,Y,"4, 5",G,,
CHL MUCINEX CHEST CONGEST LIQ,63824027364,0.05997,42235.0,ML,C/I,Y,"4, 5, 6",B,0.00758,42326.0
CHL MUCINEX CHEST CONGEST LIQ,63824028564,0.05997,42235.0,ML,C/I,Y,"4, 5, 6",B,0.00758,42326.0
CHLD ACETAMINOPHEN 160 MG/5 ML,45802020126,0.01997,42326.0,ML,C/I,Y,"1, 5",G,,
CHLD ACETAMINOPHEN 160 MG/5 ML,45802020326,0.01997,42326.0,ML,C/I,Y,"1, 5",G,,
CHLD MUCINEX STUFFY NOSE-COLD,63824027764,0.0591,42326.0,ML,C/I,Y,"1, 5, 6",B,,
CHLD MUCINEX STUFFY NOSE-COLD,63824028464,0.0591,42326.0,ML,C/I,Y,"1, 5, 6",B,,
CHLD TRIAMINIC CGH-SOR THR SUS,00067811504,0.03748,42025.0,ML,C/I,Y,"4, 5, 6",B,,
CHLO TUSS LIQUID,12830076216,0.08539,42235.0,ML,C/I,Y,"4, 5, 6",B,,
CHLORDIAZEPO-AMITRIPTYL 5-12.5,00378021101,1.15754,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPO-AMITRIPTYL 5-12.5,00378021105,1.15754,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOX-AMITRIPTYL 10-25,00378027701,1.62886,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOX-AMITRIPTYL 10-25,00378027705,1.62886,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 10 MG CAPSULE,00555003302,0.06878,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 10 MG CAPSULE,00555003305,0.06878,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 10 MG CAPSULE,43547025210,0.06878,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 10 MG CAPSULE,51079037501,0.06878,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 10 MG CAPSULE,51079037520,0.06878,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 25 MG CAPSULE,00555015902,0.0734,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 25 MG CAPSULE,00555015904,0.0734,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 25 MG CAPSULE,43547025310,0.0734,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 25 MG CAPSULE,51079014101,0.0734,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 25 MG CAPSULE,51079014120,0.0734,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 5 MG CAPSULE,00555015802,0.09128,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 5 MG CAPSULE,00555015804,0.09128,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 5 MG CAPSULE,43547025110,0.09128,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 5 MG CAPSULE,51079037401,0.09128,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE 5 MG CAPSULE,51079037420,0.09128,42326.0,EA,C/I,N,1,G,,
CHLORDIAZEPOXIDE-CLIDINIUM CAP,68682040910,3.86137,42326.0,EA,C/I,N,"1, 6",G,,
CHLORDIAZEPOXIDE-CLIDINIUM CAP,76439030210,3.86137,42326.0,EA,C/I,N,1,G,,
CHLORHEXIDINE 0.12% RINSE,00116200116,0.00515,42326.0,ML,C/I,N,"1, 5",G,,
CHLORHEXIDINE 0.12% RINSE,50383072016,0.00515,42326.0,ML,C/I,N,"1, 5",G,,
CHLOROQUINE PH 250 MG TABLET,00115279006,0.94187,42081.0,EA,C/I,N,4,G,,
CHLOROQUINE PH 250 MG TABLET,00143119550,0.94187,42081.0,EA,C/I,N,4,G,,
CHLOROQUINE PH 250 MG TABLET,63304046050,0.94187,42081.0,EA,C/I,N,4,G,,
CHLOROQUINE PH 250 MG TABLET,64980017750,0.94187,42081.0,EA,C/I,N,4,G,,
CHLOROQUINE PH 500 MG TABLET,00115701009,2.13809,42116.0,EA,C/I,N,4,G,,
CHLOROQUINE PH 500 MG TABLET,00143212522,2.13809,42116.0,EA,C/I,N,4,G,,
CHLOROQUINE PH 500 MG TABLET,63304046126,2.13809,42116.0,EA,C/I,N,4,G,,
CHLOROQUINE PH 500 MG TABLET,64980017802,2.13809,42116.0,EA,C/I,N,4,G,,
CHLOROTHIAZIDE 250 MG TABLET,00143120901,0.49967,42326.0,EA,C/I,N,1,G,,
CHLOROTHIAZIDE 250 MG TABLET,00378015001,0.49967,42326.0,EA,C/I,N,1,G,,
CHLOROTHIAZIDE 500 MG TABLET,00143121001,0.9733,42326.0,EA,C/I,N,1,G,,
CHLOROTHIAZIDE 500 MG TABLET,00378016201,0.9733,42326.0,EA,C/I,N,1,G,,
CHLORPHENIRAMINE ER 12 MG TAB,10702001706,0.32785,42326.0,EA,C/I,Y,1,G,,
CHLORPHENIRAMINE ER 12 MG TAB,10702001724,0.32785,42326.0,EA,C/I,Y,1,G,,
CHLORPROMAZINE 10 MG TABLET,00781591301,2.54193,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 10 MG TABLET,00832030000,2.54193,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 10 MG TABLET,51079051801,2.54193,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 10 MG TABLET,51079051820,2.54193,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 100 MG TABLET,00781591601,6.8787,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 100 MG TABLET,00832030300,6.8787,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 100 MG TABLET,00832030310,6.8787,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 100 MG TABLET,51079051601,6.8787,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 100 MG TABLET,51079051620,6.8787,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 200 MG TABLET,00781591701,9.67697,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 200 MG TABLET,00832030400,9.67697,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 200 MG TABLET,00832030410,9.67697,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 200 MG TABLET,51079051701,9.67697,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 200 MG TABLET,51079051720,9.67697,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 25 MG TABLET,00781591401,3.32004,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 25 MG TABLET,00832030100,3.32004,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 25 MG TABLET,00832030110,3.32004,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 25 MG TABLET,51079051901,3.32004,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 25 MG TABLET,51079051920,3.32004,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 50 MG TABLET,00781591501,4.89581,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 50 MG TABLET,00832030200,4.89581,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 50 MG TABLET,00832030210,4.89581,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 50 MG TABLET,51079013001,4.89581,42326.0,EA,C/I,N,1,G,,
CHLORPROMAZINE 50 MG TABLET,51079013020,4.89581,42326.0,EA,C/I,N,1,G,,
CHLORTHALIDONE 25 MG TABLET,00378022201,0.86828,42326.0,EA,C/I,N,1,G,,
CHLORTHALIDONE 25 MG TABLET,00378022210,0.86828,42326.0,EA,C/I,N,1,G,,
CHLORTHALIDONE 25 MG TABLET,51079005801,0.86828,42326.0,EA,C/I,N,1,G,,
CHLORTHALIDONE 25 MG TABLET,51079005820,0.86828,42326.0,EA,C/I,N,1,G,,
CHLORTHALIDONE 50 MG TABLET,00378021301,1.08663,42326.0,EA,C/I,N,1,G,,
CHLORTHALIDONE 50 MG TABLET,00378021310,1.08663,42326.0,EA,C/I,N,1,G,,
CHLORZOXAZONE 500 MG TABLET,00591252001,0.20264,42326.0,EA,C/I,N,1,G,,
CHLORZOXAZONE 500 MG TABLET,00591252005,0.20264,42326.0,EA,C/I,N,1,G,,
CHOLESTYRAMINE LIGHT PACKET,00185093998,1.91775,42326.0,EA,C/I,N,1,G,,
CHOLESTYRAMINE LIGHT PACKET,49884046665,1.91775,42326.0,EA,C/I,N,1,G,,
CHOLESTYRAMINE LIGHT POWDER,00185093997,0.21893,42326.0,GM,C/I,N,"1, 5",G,,
CHOLESTYRAMINE LIGHT POWDER,49884046667,0.31023,42326.0,GM,C/I,N,"1, 5",G,,
CHOLESTYRAMINE PACKET,00185094098,1.81085,42326.0,EA,C/I,N,1,G,,
CHOLESTYRAMINE PACKET,00245053660,1.81085,42326.0,EA,C/I,N,1,G,,
CHOLESTYRAMINE PACKET,49884046565,1.81085,42326.0,EA,C/I,N,1,G,,
CHOLESTYRAMINE POWDER,00185094097,0.19,42326.0,GM,C/I,N,"1, 5",G,,
CHOLESTYRAMINE POWDER,00245053637,0.19,42326.0,GM,C/I,N,"1, 5",G,,
CHOLESTYRAMINE POWDER,49884046566,0.19,42326.0,GM,C/I,N,"1, 5",G,,
CIALIS 10 MG TABLET,00002446330,44.07013,42339.0,EA,C/I,N,3,B,,
CIALIS 2.5 MG TABLET,00002446534,7.58127,42339.0,EA,C/I,N,3,B,,
CIALIS 2.5 MG TABLET,00002446579,7.58127,42339.0,EA,C/I,N,3,B,,
CIALIS 20 MG TABLET,00002446430,44.10479,42339.0,EA,C/I,N,3,B,,
CIALIS 5 MG TABLET,00002446230,7.56062,42339.0,EA,C/I,N,3,B,,
CIALIS 5 MG TABLET,00002446234,7.56062,42339.0,EA,C/I,N,3,B,,
CIALIS 5 MG TABLET,00002446279,7.56062,42339.0,EA,C/I,N,3,B,,
CICLOPIROX 0.77% CREAM,00713063818,0.21451,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,45802013818,0.21451,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,51672131808,0.21451,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,68462029792,0.21451,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,00713063831,0.31304,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,45802013811,0.31304,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,51672131802,0.31304,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,68462029735,0.31304,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,00713063815,0.41339,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,45802013835,0.41339,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,51672131801,0.41339,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% CREAM,68462029717,0.41339,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,00168040799,1.32977,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,00574206101,1.32977,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,68462045594,1.32977,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,00168040746,1.51822,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,00574206145,1.51822,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,68462045547,1.51822,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,00168040730,1.555,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,00574206130,1.555,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% GEL,68462045535,1.555,42326.0,GM,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% TOPICAL SUSP,00168031430,0.4138,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% TOPICAL SUSP,45802040049,0.4138,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% TOPICAL SUSP,51672132303,0.4138,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% TOPICAL SUSP,00168031460,0.4908,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% TOPICAL SUSP,45802040046,0.4908,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 0.77% TOPICAL SUSP,51672132304,0.4908,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 1% SHAMPOO,00168052204,0.57616,42326.0,ML,C/I,N,"1, 5, 6",G,,
CICLOPIROX 1% SHAMPOO,00591215990,0.57616,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 1% SHAMPOO,45802040109,0.57616,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 1% SHAMPOO,51672135108,0.57616,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 8% SOLUTION,00713031788,4.07423,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 8% SOLUTION,00781710660,4.07423,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 8% SOLUTION,45802014167,4.07423,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 8% SOLUTION,50383041906,4.07423,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 8% SOLUTION,61748020006,4.07423,42326.0,ML,C/I,N,"1, 5",G,,
CICLOPIROX 8% SOLUTION,67405045066,4.07423,42326.0,ML,C/I,N,"1, 5",G,,
CILOSTAZOL 100 MG TABLET,00054004421,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 100 MG TABLET,00054004429,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 100 MG TABLET,00093206406,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 100 MG TABLET,00093206450,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 100 MG TABLET,00185022305,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 100 MG TABLET,00185022360,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 100 MG TABLET,51991016806,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 100 MG TABLET,60505252201,0.13286,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 50 MG TABLET,00054002821,0.1427,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 50 MG TABLET,00093206506,0.1427,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 50 MG TABLET,00185012360,0.1427,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 50 MG TABLET,51991016706,0.1427,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 50 MG TABLET,60505252101,0.1427,42326.0,EA,C/I,N,1,G,,
CILOSTAZOL 50 MG TABLET,68084077921,0.1427,42326.0,EA,C/I,N,1,G,,
CILOXAN 0.3% OINTMENT,00065065435,48.37547,42186.0,GM,C/I,N,"2, 5",B,,
CIMETIDINE 200 MG TABLET,24385011165,0.13467,42326.0,EA,C/I,Y,1,G,,
CIMETIDINE 200 MG TABLET,00378005301,0.3011,42298.0,EA,C/I,N,4,G,,
CIMETIDINE 200 MG TABLET,60505001806,0.3011,42298.0,EA,C/I,N,4,G,,
CIMETIDINE 300 MG TABLET,00093819201,0.3047,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 300 MG TABLET,00093819205,0.3047,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 300 MG TABLET,00378031701,0.3047,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 300 MG TABLET,60505001904,0.3047,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 300 MG TABLET,60505001906,0.3047,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 300 MG/5 ML SOLN,50383005008,0.06014,42326.0,ML,C/I,N,"1, 5",G,,
CIMETIDINE 400 MG TABLET,00093820401,0.48451,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 400 MG TABLET,00093820405,0.48451,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 400 MG TABLET,00378037201,0.48451,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 400 MG TABLET,60505002004,0.48451,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 400 MG TABLET,60505002006,0.48451,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 400 MG TABLET,60505002008,0.48451,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 800 MG TABLET,00093830501,0.98589,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 800 MG TABLET,00378054101,0.98589,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 800 MG TABLET,60505002103,0.98589,42326.0,EA,C/I,N,1,G,,
CIMETIDINE 800 MG TABLET,60505002107,0.98589,42326.0,EA,C/I,N,1,G,,
CIMZIA 200 MG/ML SYRINGE KIT,50474071079,2987.24909,42326.0,EA,C/I,N,"1, 5",B,,
CIPRO 10% SUSPENSION,50419077301,1.28168,42270.0,ML,C/I,N,"2, 5",B,1.19831,42081.0
CIPRO 5% SUSPENSION,50419077701,1.08244,42144.0,ML,C/I,N,"4, 5",B,0.94081,42095.0
CIPRO HC OTIC SUSPENSION,00065853110,22.81797,42096.0,ML,C/I,N,"2, 5",B,,
CIPRODEX OTIC SUSPENSION,00065853302,22.64009,42096.0,ML,C/I,N,"2, 5",B,,
CIPROFLOXACIN 0.2% OTIC SOLN,42195055014,6.86271,42326.0,EA,C/I,N,"1, 5, 6",G,,
CIPROFLOXACIN 0.3% EYE DROP,50383028210,0.7156,42326.0,ML,C/I,N,"1, 5",G,,
CIPROFLOXACIN 0.3% EYE DROP,61314065610,0.7156,42326.0,ML,C/I,N,"1, 5, 6",G,,
CIPROFLOXACIN 0.3% EYE DROP,16571012050,0.75175,42326.0,ML,C/I,N,"1, 5",G,,
CIPROFLOXACIN 0.3% EYE DROP,17478071410,0.75175,42326.0,ML,C/I,N,"1, 5",G,,
CIPROFLOXACIN 0.3% EYE DROP,50383028205,0.75175,42326.0,ML,C/I,N,"1, 5",G,,
CIPROFLOXACIN 0.3% EYE DROP,61314065605,0.75175,42326.0,ML,C/I,N,"1, 5, 6",G,,
CIPROFLOXACIN 0.3% EYE DROP,16571012025,1.1524,42326.0,ML,C/I,N,"1, 5",G,,
CIPROFLOXACIN 0.3% EYE DROP,17478071425,1.1524,42326.0,ML,C/I,N,"1, 5",G,,
CIPROFLOXACIN 0.3% EYE DROP,50383028202,1.1524,42326.0,ML,C/I,N,"1, 5",G,,
CIPROFLOXACIN 0.3% EYE DROP,61314065625,1.1524,42326.0,ML,C/I,N,"1, 5, 6",G,,
CIPROFLOXACIN 250 MG/5 ML SUSP,68180039201,0.94081,42053.0,ML,C/I,N,"4, 5",G,,
CIPROFLOXACIN 500 MG/5 ML SUSP,68180039301,1.19831,42081.0,ML,C/I,N,"4, 5",G,,
CIPROFLOXACIN HCL 250 MG TAB,00143992701,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,00172531160,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,16252051401,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,16571041110,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,16714065102,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,55111012601,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,60505130801,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,61442022201,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,61442022210,0.15685,42347.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,63739070010,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,65862007601,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,68084006901,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 250 MG TAB,68084006911,0.15685,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,00143203701,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,00143992801,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,00172531260,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,00172531270,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,00378709801,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,00904637861,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,13107007701,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,16252051501,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,16571041210,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,16571041250,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,16714065202,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,16714065204,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,24658025001,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,24658025005,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,24658025011,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,24658025020,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,51079018201,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,51079018220,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,55111012701,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,55111012705,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,60505130901,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,61442022301,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,61442022305,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,63739055910,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,65862007701,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,68084007001,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 500 MG TAB,68084007011,0.17704,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,00143992950,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,00172531360,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,16252051605,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,16571041305,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,16714065301,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,55111012850,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,60505131001,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,60505131004,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,65862007850,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,68084007101,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACIN HCL 750 MG TAB,68084007111,0.27267,42326.0,EA,C/I,N,1,G,,
CIPROFLOXACN-D5W 400 MG/200 ML,00409477702,0.01233,41962.0,ML,C/I,N,"4, 5",G,,
CIPROFLOXACN-D5W 400 MG/200 ML,00409477750,0.01233,41962.0,ML,C/I,N,"4, 5",G,,
CIPROFLOXACN-D5W 400 MG/200 ML,00781324009,0.01233,41962.0,ML,C/I,N,"4, 5",G,,
CIPROFLOXACN-D5W 400 MG/200 ML,25021011487,0.01233,41962.0,ML,C/I,N,"4, 5",G,,
CITALOPRAM HBR 10 MG TABLET,00185037101,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,00378623101,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,00378623105,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,00904608461,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,13107000501,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,13107000505,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,13668000901,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,13668000905,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,13668000909,0.03243,42326.0,EA,C/I,N,1,G,,
CITALOPRAM HBR 10 MG TABLET,13668000930,0.03243,42326.0,EA,C/I,N,1,G,,
