DRAFT,,,,,,,
CMS,,,,,,,
NADAC Reference File as of 02/07/2013,,,,,,,
NDC Description,NDC,"NADAC
Per Unit",Pharmacy Type Indicator,OTC,Date,Explanation Code,Update
AMOXICILLIN 250 MG TAB CHEW,63304051504,0.19095,C/I,N,41291.0,1.0,N
AMOXICILLIN 250 MG/5 ML SUSP,00781604146,0.02601,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00781604155,0.02162,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00781604158,0.02611,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00093415573,0.02601,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00093415579,0.02611,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00093415580,0.02162,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00143988901,0.02601,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00143988915,0.02162,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,00143988980,0.02611,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,67253014308,0.02611,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,67253014310,0.02601,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,67253014315,0.02162,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,43598020952,0.02601,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,43598020953,0.02162,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 250 MG/5 ML SUSP,43598020980,0.02611,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00781615746,0.02457,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00781615752,0.03536,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00781615757,0.02943,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00143988701,0.02457,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00143988750,0.03536,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00143988775,0.02943,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00093416173,0.02457,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00093416176,0.03536,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,00093416178,0.02943,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,63304097001,0.02943,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,63304097003,0.03536,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,63304097004,0.02457,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,59762102304,0.03536,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,59762102305,0.02943,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,59762102306,0.02457,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,65862007101,0.02457,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,65862007150,0.03536,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,65862007175,0.02943,C/I,N,41291.0,"1, 5",N
AMOXICILLIN 400 MG/5 ML SUSP,43598020750,0.03536,C/I,N,41291.0,"1, 5, 6",N
AMOXICILLIN 400 MG/5 ML SUSP,43598020751,0.02943,C/I,N,41291.0,"1, 5, 6",N
AMOXICILLIN 400 MG/5 ML SUSP,43598020752,0.02457,C/I,N,41291.0,"1, 5, 6",N
AMOXICILLIN 500 MG CAPSULE,00781261301,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00781261305,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00781261331,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00781261376,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,16714029902,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,16714029903,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,16714029904,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,15749082510,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00093310905,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00093310953,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00093310993,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00143993901,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,00143993905,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,59762102101,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,59762102107,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,63304065501,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,63304065505,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,65862001701,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,65862001705,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,67253014110,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,67253014150,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,76439010410,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,76439010450,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,43598020501,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG CAPSULE,43598020505,0.08106,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG TABLET,00781506001,0.26555,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG TABLET,00781506020,0.26555,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG TABLET,00093226301,0.26555,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG TABLET,63304076220,0.26555,C/I,N,41291.0,1.0,N
AMOXICILLIN 500 MG TABLET,65862001401,0.26555,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,00781506101,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,00781506120,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,00093226401,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,00143995101,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,00143995120,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,63304076301,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,63304076305,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,63304076320,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,59762105002,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,59762105005,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,65862001501,0.18231,C/I,N,41291.0,1.0,N
AMOXICILLIN 875 MG TABLET,43598021901,0.18231,C/I,N,41291.0,"1, 6",N
AMOXICILLIN 875 MG TABLET,43598021914,0.18231,C/I,N,41291.0,"1, 6",N
"AMOXICILLIN-CLAV ER 1,000-62.5",00781194339,2.62311,C/I,N,41291.0,1.0,N
"AMOXICILLIN-CLAV ER 1,000-62.5",00781194382,2.62311,C/I,N,41291.0,1.0,N
"AMOXICILLIN-CLAV ER 1,000-62.5",43598022028,2.62311,C/I,N,41291.0,"1, 6",N
"AMOXICILLIN-CLAV ER 1,000-62.5",43598022040,2.62311,C/I,N,41291.0,"1, 6",N
AMPHETAMINE SALTS 10 MG TAB,00555097202,0.98168,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 10 MG TAB,00185011101,0.98168,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 10 MG TAB,64720013210,0.98168,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 12.5 MG TB,00555077602,1.01574,C/I,N,41291.0,4.0,N
AMPHETAMINE SALTS 15 MG TAB,00555077702,0.96648,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 20 MG TABLET,00555097302,0.98517,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 20 MG TABLET,00185040101,0.98517,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 20 MG TABLET,64720013510,0.98517,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 30 MG TAB,00185040401,0.97376,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 30 MG TAB,00555097402,0.97376,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 30 MG TAB,64720013610,0.97376,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 5 MG TAB,00555097102,0.95914,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 5 MG TAB,00185008401,0.95914,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 5 MG TAB,64720013010,0.95914,C/I,N,41291.0,1.0,N
AMPHETAMINE SALTS 7.5 MG TAB,00555077502,0.978,C/I,N,41291.0,1.0,N
AMPHOTERICIN B 50 MG VIAL,39822105505,14.61,C/I,N,41291.0,"4, 5",N
AMPHOTERICIN B 50 MG VIAL,39822105507,14.61,C/I,N,41291.0,"4, 5",N
AMPICILLIN 250 MG/5 ML SUSP,67253018310,0.0494,C/I,N,41291.0,"4, 5",N
AMPICILLIN TR 250 MG CAPSULE,00781214401,0.076,C/I,N,41291.0,1.0,N
AMPICILLIN TR 250 MG CAPSULE,00781214405,0.076,C/I,N,41291.0,1.0,N
AMPICILLIN TR 250 MG CAPSULE,67253018010,0.076,C/I,N,41291.0,1.0,N
AMPICILLIN TR 250 MG CAPSULE,67253018050,0.076,C/I,N,41291.0,1.0,N
AMPICILLIN TR 500 MG CAPSULE,00781214501,0.12868,C/I,N,41291.0,1.0,N
AMPICILLIN TR 500 MG CAPSULE,00781214505,0.12868,C/I,N,41291.0,1.0,N
AMPICILLIN TR 500 MG CAPSULE,67253018110,0.12868,C/I,N,41291.0,1.0,N
AMPICILLIN TR 500 MG CAPSULE,67253018150,0.12868,C/I,N,41291.0,1.0,N
AMPICILLIN-SULBACTAM 3 GM VIAL,00781303395,4.2686,C/I,N,41291.0,"4, 5",N
AMPICILLIN-SULBACTAM 3 GM VIAL,10019063002,4.2686,C/I,N,41291.0,"4, 5",N
AMPICILLIN-SULBACTAM 3 GM VIAL,10019063302,4.2686,C/I,N,41291.0,"4, 5",N
AMPICILLIN-SULBACTAM 3 GM VIAL,10019063702,4.2686,C/I,N,41291.0,"4, 5",N
AMPICILLIN-SULBACTAM 3 GM VIAL,10139007110,4.2686,C/I,N,41291.0,"4, 5",N
AMPICILLIN-SULBACTAM 3 GM VIAL,25021014330,4.2686,C/I,N,41291.0,"4, 5",N
AMPICILLIN-SULBACTAM 3 GM VIAL,63323036920,4.2686,C/I,N,41291.0,"4, 5",N
AMPICILLIN-SULBACTAM 3 GM VIAL,00409299803,4.2686,C/I,N,41291.0,"4, 5",N
AMRIX ER 15 MG CAPSULE,63459070060,19.7397,C/I,N,41291.0,2.0,N
AMRIX ER 30 MG CAPSULE,63459070160,19.45514,C/I,N,41291.0,4.0,N
AMTURNIDE 300-10-25 MG TAB,00078061415,3.74352,C/I,N,41291.0,4.0,N
ANAGRELIDE HCL 0.5 MG CAPSULE,00172524160,0.21295,C/I,N,41291.0,1.0,N
ANAGRELIDE HCL 1 MG CAPSULE,00172524060,0.36913,C/I,N,41291.0,1.0,N
ANALGESIC CREME 10% CREAM,00904585756,0.02753,C/I,Y,41291.0,"4, 5",N
ANASPAZ 0.125 MG TABLET ODT,00225029515,0.28583,C/I,N,41291.0,1.0,N
ANASPAZ 0.125 MG TABLET ODT,00225029520,0.28583,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,00904619546,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,00781535631,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,16571042103,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,16729003510,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,16729003515,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,16729003516,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,00093753656,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,00054016413,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,63323012930,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,62756025013,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,62756025083,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,60505298503,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,55111064730,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,00378603405,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,00378603477,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,67877017110,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,67877017130,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,68084044821,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,68382020906,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,68382020910,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,66435041530,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,42043018003,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,51079032301,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,51079032306,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,51991062010,0.20613,C/I,N,41291.0,1.0,N
ANASTROZOLE 1 MG TABLET,51991062033,0.20613,C/I,N,41291.0,1.0,N
ANBESOL BABY 7.5% GEL,00573021625,0.353,C/I,Y,41291.0,"2, 5, 6",N
ANBESOL LIQUID,00573021341,0.33983,C/I,Y,41291.0,"1, 5, 6",N
ANBESOL MAXIMUM STRENGTH GEL,00573022567,0.51325,C/I,Y,41291.0,"2, 5, 6",N
ANBESOL ORAL LIQUID,00573021541,0.38442,C/I,Y,41291.0,"2, 5, 6",N
ANBESOL REG STRENGTH 10% GEL,00573021825,0.44951,C/I,Y,41291.0,"2, 5, 6",N
ANDRODERM 2 MG/24HR PATCH,52544007660,5.16259,C/I,N,41291.0,1.0,N
ANDRODERM 4 MG/24HR PATCH,52544007730,10.86396,C/I,N,41291.0,2.0,N
ANDROGEL 1% GEL PUMP,00051848888,2.32061,C/I,N,41291.0,"2, 5",N
ANDROGEL 1%(2.5G) GEL PACKET,00051842530,4.50435,C/I,N,41291.0,"2, 5",N
ANDROGEL 1%(5G) GEL PACKET,00051845030,2.32361,C/I,N,41291.0,"2, 5",N
ANDROGEL 1.62% GEL PUMP,00051846233,4.51092,C/I,N,41291.0,"2, 5",N
ANGELIQ 0.5 MG-1 MG TABLET,50419048303,3.21306,C/I,N,41306.0,3.0,Y
ANIMI-3 CAPSULE,66213054160,1.14774,C/I,N,41291.0,4.0,N
ANTACID 500 MG CHEW TABLET,51645073515,0.01552,C/I,Y,41291.0,1.0,N
ANTACID 500 MG CHEWABLE TABLET,00113047847,0.01552,C/I,Y,41291.0,1.0,N
ANTACID 500 MG CHEWABLE TABLET,37205021047,0.01552,C/I,Y,41291.0,1.0,N
ANTACID 500 MG CHEWABLE TABLET,37205020047,0.01552,C/I,Y,41291.0,1.0,N
ANTACID ANTI-GAS LIQUID,24385036240,0.007,C/I,Y,41291.0,"1, 5",N
ANTACID ANTI-GAS LIQUID,37205053540,0.007,C/I,Y,41291.0,"1, 5",N
ANTACID EX-STR 750 MG TAB CHEW,46122000741,0.02611,C/I,Y,41291.0,1.0,N
ANTACID EX-STR TABLET CHEW,00113017980,0.02611,C/I,Y,41291.0,1.0,N
ANTACID EXTRA STRENGTH CHW TAB,46122015078,0.02743,C/I,Y,41291.0,"1, 6",N
ANTACID LIQUID,62107002011,0.00554,C/I,Y,41291.0,"1, 5",N
ANTACID LIQUID,37205031440,0.00554,C/I,Y,41291.0,"1, 5",N
ANTACID MAXIMUM STRENGTH LIQ,37205053640,0.007,C/I,Y,41291.0,"1, 5",N
ANTACID PLUS ANTI-GAS RELF LIQ,00113035740,0.00554,C/I,Y,41291.0,"1, 5",N
ANTACID PLUS ANTI-GAS RELF LIQ,36800085140,0.00554,C/I,Y,41291.0,"1, 5",N
ANTACID PLUS ANTI-GAS RELF LIQ,36800035740,0.00554,C/I,Y,41291.0,"1, 5",N
ANTACID PLUS ANTI-GAS SUSP,00113058840,0.007,C/I,Y,41291.0,"1, 5",N
ANTACID PLUS ANTI-GAS SUSP,36800058840,0.007,C/I,Y,41291.0,"1, 5",N
ANTACID SUSPENSION,24385035640,0.00554,C/I,Y,41291.0,"1, 5",N
ANTACID SUSPENSION,36800034040,0.007,C/I,Y,41291.0,"1, 5",N
ANTACID XTRA STRENGTH CHEW TAB,24385010680,0.02611,C/I,Y,41291.0,1.0,N
ANTACID XTRA STRENGTH CHEW TAB,37205020580,0.02611,C/I,Y,41291.0,1.0,N
ANTACID XTRA STRENGTH CHEW TAB,37205070680,0.02611,C/I,Y,41291.0,1.0,N
ANTACID-ANTIGAS LIQUID,37205053040,0.00554,C/I,Y,41291.0,"1, 5",N
ANTACID-SIMETHICONE LIQUID,00113034040,0.00639,C/I,Y,41291.0,"1, 5",N
ANTARA 130 MG CAPSULE,27437011001,6.21394,C/I,N,41281.0,3.0,N
ANTARA 130 MG CAPSULE,27437011006,6.21394,C/I,N,41281.0,3.0,N
ANTARA 43 MG CAPSULE,27437010906,2.14044,C/I,N,41281.0,3.0,N
ANTI-DIARRHEAL 1 MG/5 ML LIQ,00113037726,0.0195,C/I,Y,41291.0,"4, 5",N
ANTI-DIARRHEAL 1 MG/5 ML SOLN,24385037726,0.0195,C/I,Y,41291.0,"4, 5",N
ANTI-DIARRHEAL 2 MG CAPLET,24385038689,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,24385055408,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,24385055453,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,24385055462,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,24385055467,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00713041812,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00713041821,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00713041824,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00713041866,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00713041879,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00904772512,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00904772524,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00113022453,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00113022489,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,00113022491,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,37205037053,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,37205037067,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,37205037089,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG CAPLET,51660012312,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG TABLET,36800022453,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG TABLET,36800022462,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG TABLET,36800022480,0.11274,C/I,Y,41291.0,1.0,N
ANTI-DIARRHEAL 2 MG TABLET,36800022491,0.11274,C/I,Y,41291.0,1.0,N
ANTI-GAS ULTRA STR SOFTGEL,68016069257,0.05346,C/I,Y,41291.0,"1, 6",N
ANTI-ITCH 1% CREAM,00113054164,0.04454,C/I,Y,41291.0,"1, 5",N
ANTI-ITCH 1% CREAM,00113097364,0.04454,C/I,Y,41291.0,"1, 5",N
ANTI-ITCH 1% OINTMENT,45802027603,0.06226,C/I,Y,41291.0,"1, 5",N
ANTI-ITCH 2% CREAM,24385021003,0.06838,C/I,Y,41291.0,"1, 5",N
ANTI-ITCH 2% CREAM,51672206602,0.06838,C/I,Y,41291.0,"1, 5",N
ANTI-ITCH 2% CREAM,51672208902,0.06838,C/I,Y,41291.0,"1, 5",N
ANTI-ITCH 2% SPRAY,37205033816,0.03458,C/I,Y,41291.0,"4, 5",N
ANTI-ITCH CREAM,37205027810,0.06838,C/I,Y,41291.0,"1, 5",N
ANTI-NAUSEA LIQUID,24385029126,0.01837,C/I,Y,41291.0,"1, 5",N
ANTI-NAUSEA LIQUID,00113029126,0.01837,C/I,Y,41291.0,"1, 5",N
ANTI-NAUSEA LIQUID,37205029126,0.01625,C/I,Y,41291.0,"1, 5",N
ANTIFUNGAL 1% CREAM,24385020501,0.74813,C/I,Y,41291.0,"1, 5",N
ANTIFUNGAL 1% CREAM,24385020503,0.63581,C/I,Y,41291.0,"1, 5",N
ANTIFUNGAL 1% SPRAY POWDER,37205034466,0.02185,C/I,Y,41291.0,"4, 5",N
ANTIFUNGAL 2% CREAM,00472073514,0.08366,C/I,Y,41291.0,"1, 5",N
ANTIPYRINE-BENZOCAINE EAR DROP,24208056162,0.6116,C/I,N,41291.0,"1, 5",N
ANTIPYRINE-BENZOCAINE EAR DROP,64376043815,0.43292,C/I,N,41291.0,"1, 5",N
ANTIPYRINE-BENZOCAINE EAR DROP,76439030510,0.6116,C/I,N,41291.0,"1, 5",N
ANTIPYRINE-BENZOCAINE EAR DROP,76439030515,0.43292,C/I,N,41291.0,"1, 5",N
ANTIPYRINE-BENZOCAINE EAR DROP,42192070810,0.6116,C/I,N,41291.0,"1, 5",N
ANTIPYRINE-BENZOCAINE EAR DROP,42192071015,0.43292,C/I,N,41291.0,"1, 5",N
ANTIPYRINE-BENZOCAINE EAR DROP,43199001615,0.43292,C/I,N,41291.0,"1, 5",N
ANTISEPTIC MOUTH CLEANSER,00904406203,0.133,C/I,Y,41291.0,"4, 5",N
ANTISEPTIC SORE THROAT SPRY,24385053230,0.01107,C/I,Y,41291.0,"4, 5",N
ANU-MED SUPPOSITORY,00904768822,0.10434,C/I,Y,41291.0,4.0,N
APEXICON E 0.05% CREAM,00462039530,4.53981,C/I,N,41291.0,"4, 5",N
APEXICON E 0.05% CREAM,00462039560,4.93083,C/I,N,41291.0,"1, 5",N
APIDRA 100 UNITS/ML VIAL,00088250033,10.39158,C/I,N,41291.0,"2, 5",N
APIDRA SOLOSTAR 100 UNITS/ML,00088250205,13.4351,C/I,N,41291.0,"2, 5",N
APLENZIN ER 174 MG TABLET,00024581030,6.39568,C/I,N,41291.0,4.0,N
APLENZIN ER 348 MG TABLET,00024581130,8.69597,C/I,N,41291.0,4.0,N
APLENZIN ER 522 MG TABLET,00024581230,19.22829,C/I,N,41291.0,1.0,N
APLISOL 5T UNITS/0.1 ML VIAL,42023010401,33.436,C/I,N,41291.0,"3, 5",N
APLISOL 5T UNITS/0.1 ML VIAL,42023010405,26.60837,C/I,N,41291.0,"4, 5",N
APRACLONIDINE HCL 0.5% DROPS,17478071610,12.86657,C/I,N,41291.0,"4, 5",N
APRACLONIDINE HCL 0.5% DROPS,61314066505,12.86657,C/I,N,41291.0,"4, 5, 6",N
APRI 28 DAY TABLET,00555904358,0.50502,C/I,N,41291.0,1.0,N
APRISO ER 0.375 GRAM CAPSULE,65649010302,2.44933,C/I,N,41291.0,2.0,N
APRODINE TABLET,00904025024,0.05162,C/I,Y,41291.0,1.0,N
APRODINE TABLET,00904025059,0.05162,C/I,Y,41291.0,1.0,N
AQUANIL CLEANSER,00096072416,0.01781,C/I,Y,41291.0,"4, 5",N
AQUANIL HC 1% LOTION,00096073204,0.09985,C/I,Y,41291.0,"4, 5",N
ARANELLE 28 TABLET,00555906667,0.66491,C/I,N,41291.0,4.0,N
ARANESP 60 MCG/0.3 ML SYRINGE,55513002304,1205.855,C/I,N,41291.0,"4, 5",N
ARAVA 20 MG TABLET,00088216130,27.6929,C/I,N,41285.0,3.0,N
ARBINOXA 4 MG TABLET,63717087001,0.48408,C/I,N,41291.0,1.0,N
ARBINOXA 4 MG/5 ML LIQUID,63717087116,0.09657,C/I,N,41291.0,"1, 5",N
ARCAPTA NEOHALER 75 MCG CAP,00078061915,5.57191,C/I,N,41291.0,2.0,N
ARCAPTA NEOHALER 75 MCG CAP,00078061961,5.57191,C/I,N,41291.0,2.0,N
ARICEPT 10 MG TABLET,62856024611,10.63215,C/I,N,41296.0,3.0,N
ARICEPT 10 MG TABLET,62856024630,10.63215,C/I,N,41296.0,3.0,N
ARICEPT 10 MG TABLET,62856024641,10.63215,C/I,N,41296.0,3.0,N
ARICEPT 10 MG TABLET,62856024690,10.63215,C/I,N,41296.0,3.0,N
ARICEPT 23 MG TABLET,62856024730,9.53032,C/I,N,41296.0,3.0,N
ARICEPT 23 MG TABLET,62856024790,9.53032,C/I,N,41296.0,3.0,N
ARICEPT 5 MG TABLET,62856024511,10.62025,C/I,N,41296.0,3.0,N
ARICEPT 5 MG TABLET,62856024530,10.62025,C/I,N,41296.0,3.0,N
ARICEPT 5 MG TABLET,62856024541,10.62025,C/I,N,41296.0,3.0,N
ARICEPT 5 MG TABLET,62856024590,10.62025,C/I,N,41296.0,3.0,N
ARIMIDEX 1 MG TABLET,00310020130,14.23109,C/I,N,41291.0,2.0,N
ARIXTRA 7.5 MG SYRINGE,00007323411,193.9053,C/I,N,41291.0,"4, 5",N
ARMOUR THYROID 120 MG TABLET,00456046101,0.24289,C/I,N,41291.0,1.0,N
ARMOUR THYROID 15 MG TABLET,00456045701,0.10118,C/I,N,41291.0,1.0,N
ARMOUR THYROID 180 MG TABLET,00456046201,0.37123,C/I,N,41291.0,1.0,N
