DRAFT,,,,,,,
CMS,,,,,,,
NADAC Reference File as of 11/22/2012,,,,,,,
NDC Description,NDC,"NADAC
Per Unit",Pharmacy Type Indicator,OTC,Date,Explanation Code,Update
CLINDAMYCIN PHOSPHATE 1% FOAM,45802066033,2.14555,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,00168016315,0.35054,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,00168016330,0.31295,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,00168016346,0.30181,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,00168016360,0.29448,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,50383026715,0.35054,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,50383026730,0.31295,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,50383026745,0.30181,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,50383026760,0.29448,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,51672125801,0.35054,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,51672125802,0.31295,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,51672125803,0.29448,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,51672125806,0.30181,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,68462028917,0.35054,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,68462028935,0.31295,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,68462028955,0.30181,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% CRM,68462028965,0.29448,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,00168029315,0.54859,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,00168029330,0.36281,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,00168029360,0.27434,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,45802092514,0.54859,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,45802092594,0.36281,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,45802092596,0.27434,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,50383026915,0.54859,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,50383026930,0.36281,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,50383026960,0.27434,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,51672129401,0.54859,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,51672129402,0.36281,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,51672129403,0.27434,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,68462036517,0.54859,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,68462036535,0.36281,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% GEL,68462036565,0.27434,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,00168016215,0.34841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,00168016230,0.28505,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,00168016246,0.30132,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,00168016260,0.29841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,50383026815,0.34841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,50383026830,0.28505,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,50383026845,0.30132,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,50383026860,0.29841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,51672125901,0.34841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,51672125902,0.28505,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,51672125903,0.29841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,51672125906,0.30132,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,52544004886,0.34841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,52544004889,0.30132,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,68462036417,0.34841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,68462036435,0.28505,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,68462036455,0.30132,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% OINT,68462036465,0.29841,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SHAMPOO,00472040394,2.24583,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SHAMPOO,00781713704,2.24583,C/I,N,41235.0,"1, 5, 6",Y
CLOBETASOL 0.05% SHAMPOO,45802096126,2.24583,C/I,N,41235.0,"1, 5, 6",Y
CLOBETASOL 0.05% SOLN,00095004950,0.24331,C/I,N,41235.0,"1, 5, 6",Y
CLOBETASOL 0.05% SOLN,00168026950,0.24331,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,50383026625,0.38091,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,50383026650,0.24331,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,51672129302,0.38091,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,51672129303,0.24331,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,52544004955,0.24331,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,52544004983,0.38091,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,60432013325,0.38091,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,60432013350,0.24331,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,68462036628,0.38091,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% SOLN,68462036653,0.24331,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% TOPICAL LOTN,00472040492,3.58763,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% TOPICAL LOTN,00472040494,3.23653,C/I,N,41235.0,"1, 5",Y
CLOBETASOL 0.05% TOPICAL LOTN,00574210302,3.58763,C/I,N,41235.0,"1, 5, 6",Y
CLOBETASOL 0.05% TOPICAL LOTN,00574210304,3.23653,C/I,N,41235.0,"1, 5, 6",Y
CLOBETASOL EMOLLIENT 0.05% CRM,00168030115,0.4468,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,00168030130,0.30321,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,00168030160,0.29716,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,50383027015,0.4468,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,50383027030,0.30321,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,50383027060,0.29716,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,51672129701,0.4468,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,51672129702,0.30321,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,51672129703,0.29716,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,68462036317,0.4468,C/I,N,41235.0,"1, 5",Y
CLOBETASOL EMOLLIENT 0.05% CRM,68462036335,0.30321,C/I,N,41235.0,"1, 5",Y
CLOBETASOL PROPIONATE 0.05 % FOAM,45802043732,1.69678,C/I,N,41235.0,"1, 5",Y
CLOBETASOL PROPIONATE 0.05 % FOAM,45802043733,1.6257,C/I,N,41235.0,"1, 5",Y
CLOBETASOL PROPIONATE 0.05 % FOAM,66993088849,1.69678,C/I,N,41235.0,"1, 5, 6",Y
CLOBETASOL PROPIONATE 0.05 % FOAM,66993088865,1.6257,C/I,N,41235.0,"1, 5, 6",Y
CLOBEX 0.05% SHAMPOO,00299384704,3.62516,C/I,N,41235.0,"1, 5",Y
CLOBEX 0.05% SPRAY,00299384902,4.34383,C/I,N,41235.0,"1, 5",Y
CLOBEX 0.05% SPRAY,00299384904,3.69199,C/I,N,41235.0,"1, 5",Y
CLOBEX 0.05% TOPICAL LOTION,00299384802,5.5474,C/I,N,41235.0,"4, 5",N
CLOBEX 0.05% TOPICAL LOTION,00299384804,5.20459,C/I,N,41235.0,"4, 5",N
CLODERM 0.1% CREAM,13548003130,3.85319,C/I,N,41235.0,"4, 5",N
CLODERM 0.1% CREAM,13548003145,3.78617,C/I,N,41235.0,"1, 5",Y
CLODERM 0.1% CREAM,13548003175,3.93493,C/I,N,41235.0,"4, 5",N
CLODERM 0.1% CREAM,13548003190,3.7974,C/I,N,41235.0,"2, 5",N
CLODERM 0.1% CREAM,67857080445,3.78617,C/I,N,41235.0,"1, 5",Y
CLODERM 0.1% CREAM,67857080490,3.7974,C/I,N,41235.0,"2, 5",N
CLODERM 0.1% CREAM PUMP,67857080430,3.85319,C/I,N,41235.0,"4, 5",N
CLODERM 0.1% CREAM PUMP,67857080451,3.93493,C/I,N,41235.0,"4, 5",N
CLOMIPHENE CITRATE 50 MG TAB,00093004103,1.04008,C/I,N,41235.0,1.0,Y
CLOMIPHENE CITRATE 50 MG TAB,00093004165,1.04008,C/I,N,41235.0,1.0,Y
CLOMIPHENE CITRATE 50 MG TAB,00591078130,1.04008,C/I,N,41235.0,"1, 6",Y
CLOMIPHENE CITRATE 50 MG TAB,49884070154,1.04008,C/I,N,41235.0,1.0,Y
CLOMIPHENE CITRATE 50 MG TAB,49884070155,1.04008,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 25 MG CAP,00378302501,0.22366,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 25 MG CAP,00781202701,0.22366,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 25 MG CAP,51672401105,0.22366,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 25 MG CAP,51672401106,0.22366,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 50 MG CAP,00378305001,0.32628,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 50 MG CAP,00781203701,0.32628,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 50 MG CAP,51672401205,0.32628,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 50 MG CAP,51672401206,0.32628,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 75 MG CAP,00378307501,0.40275,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 75 MG CAP,00781204701,0.40275,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 75 MG CAP,51672401305,0.40275,C/I,N,41235.0,1.0,Y
CLOMIPRAMINE 75 MG CAP,51672401306,0.40275,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.125 MG DIS TAB,00555009496,0.74626,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.125 MG DIS TAB,49884030602,0.74626,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.25 MG DIS TAB,00555009596,0.83006,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.25 MG DIS TAB,49884030702,0.83006,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG DIS TAB,00555009696,0.83088,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG DIS TAB,49884030802,0.83088,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00093083201,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00093083205,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00093083210,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00093083219,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00093083293,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00185006301,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00185006305,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00185006310,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00228300311,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00228300350,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00378191001,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00378191010,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00378191077,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294802,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294813,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294816,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294820,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294821,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294822,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294826,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294828,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294832,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00603294860,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,00904610161,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,16729013600,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,16729013616,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,51079088101,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,51079088120,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,51079088121,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,51079088156,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,57664027308,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,57664027313,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,57664027318,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,60505006601,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,60505006603,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 0.5 MG TAB,63739026310,0.0169,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG DIS TAB,00555009796,0.9307,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG DIS TAB,49884030902,0.9307,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00093083301,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00093083305,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00093083310,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00093083319,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00093083393,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00185006401,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00185006405,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00185006410,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00228300411,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00228300450,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00378191201,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00378191210,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00378191277,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294902,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294913,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294916,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294920,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294921,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294922,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294928,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294932,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00603294960,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,00904610261,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,16729013700,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,16729013716,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,51079088201,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,51079088220,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,51079088221,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,51079088256,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,57664027408,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,57664027413,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,57664027418,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,60505006701,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,60505006703,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 1 MG TAB,63739026410,0.02628,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00093083401,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00093083405,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00093083419,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00093083493,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00185006501,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00185006505,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00185006510,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00228300511,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00228300550,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00378191401,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00378191405,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00603295002,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00603295016,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00603295020,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00603295021,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00603295028,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,00904610361,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,16729013800,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,16729013816,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,51079088301,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,51079088320,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,57664027508,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,57664027513,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,57664027518,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,60505006801,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB,60505006803,0.04397,C/I,N,41235.0,1.0,Y
CLONAZEPAM 2 MG TAB RAPDIS,00555009896,1.131,C/I,N,41235.0,4.0,N
CLONAZEPAM 2 MG TAB RAPDIS,49884031002,1.131,C/I,N,41235.0,4.0,N
CLONIDINE 0.1 MG/DAY PATCH,00378087199,20.08106,C/I,N,41235.0,1.0,Y
CLONIDINE 0.1 MG/DAY PATCH,00555100916,20.08106,C/I,N,41235.0,1.0,Y
CLONIDINE 0.2 MG/24 HOUR PATCH,00378087299,34.00441,C/I,N,41235.0,1.0,Y
CLONIDINE 0.2 MG/24 HOUR PATCH,00555101016,34.00441,C/I,N,41235.0,1.0,Y
CLONIDINE 0.3 MG/24 HOUR PATCH ,00378087399,45.05285,C/I,N,41235.0,1.0,Y
CLONIDINE 0.3 MG/24 HOUR PATCH ,00555101116,45.05285,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00228212710,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00228212750,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00378015201,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00378015210,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00603295702,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00603295704,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00603295721,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00603295728,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00603295730,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00603295732,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,00904565661,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,29300013510,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,51079029901,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,51079029917,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,51079029919,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,51079029920,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,51079029966,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,53489021501,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,53489021510,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,62584065701,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,63739006010,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,67253026310,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.1 MG TAB,67253026311,0.03145,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00228212810,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00228212850,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00378018601,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00378018610,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00603295821,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00603295828,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00603295830,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00603295832,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,00904565761,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,29300013601,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,51079030001,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,51079030017,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,51079030019,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,51079030020,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,51079030030,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,51079030056,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,51079030066,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,53489021601,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,53489021610,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,62584033901,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,67253026410,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.2 MG TAB,67253026411,0.04058,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,00228212910,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,00378019901,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,00603295921,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,00603295928,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,00904565861,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,29300013701,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,51079030101,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,51079030120,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,51079030163,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,53489021701,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,62584065901,0.04642,C/I,N,41235.0,1.0,Y
CLONIDINE HCL 0.3 MG TAB,67253026510,0.04642,C/I,N,41235.0,1.0,Y
CLOPIDOGREL BISULFATE 75 MG TAB,00093731405,0.12524,C/I,N,41235.0,1.0,Y
CLOPIDOGREL BISULFATE 75 MG TAB,00093731456,0.12524,C/I,N,41235.0,1.0,Y
