,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 03/12/2014,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
AMOX TR-K CLV 600-42.9/5 SUSP,65862053502,0.12975,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOX TR-K CLV 600-42.9/5 SUSP,00093867578,0.14804,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOX TR-K CLV 600-42.9/5 SUSP,00143985375,0.14804,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOX TR-K CLV 600-42.9/5 SUSP,00781613957,0.14804,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOX TR-K CLV 600-42.9/5 SUSP,16714029401,0.14804,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOX TR-K CLV 600-42.9/5 SUSP,43598020351,0.14804,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
AMOX TR-K CLV 600-42.9/5 SUSP,65862053575,0.14804,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOX TR-K CLV 875-125 MG TAB,00093227534,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,00781185220,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,16714029701,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,16714029702,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,43598022114,0.59206,02/19/2014,EA,C/I,N,"1, 6",G,,
AMOX TR-K CLV 875-125 MG TAB,60505254102,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,65862050301,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,65862050320,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,66685100100,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOX TR-K CLV 875-125 MG TAB,66685100101,0.59206,02/19/2014,EA,C/I,N,1,G,,
AMOXAPINE 100 MG TABLET,00591571501,0.94518,01/22/2014,EA,C/I,N,4,G,,
AMOXAPINE 50 MG TABLET,00591571401,0.33570,12/18/2013,EA,C/I,N,4,G,,
AMOXICILLIN 125 MG/5 ML SUSP,00093415080,0.01872,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00143988815,0.01872,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00781603955,0.01872,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,43598022253,0.01872,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00093415079,0.02162,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00143988880,0.02162,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00781603958,0.02162,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,43598022280,0.02162,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00093415073,0.02167,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00143988801,0.02167,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,00781603946,0.02167,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 125 MG/5 ML SUSP,43598022252,0.02167,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00093416078,0.03065,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00143988675,0.03065,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00781615657,0.03065,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,43598022351,0.03065,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
AMOXICILLIN 200 MG/5 ML SUSP,59762102204,0.03065,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,65862007075,0.03065,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00093416073,0.03267,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00143988601,0.03267,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00781615646,0.03267,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,43598022352,0.03267,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
AMOXICILLIN 200 MG/5 ML SUSP,59762102207,0.03267,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,65862007001,0.03267,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00093416076,0.03758,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00143988650,0.03758,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,00781615652,0.03758,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,43598022350,0.03758,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
AMOXICILLIN 200 MG/5 ML SUSP,59762102202,0.03758,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 200 MG/5 ML SUSP,65862007050,0.03758,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG CAPSULE,00093310701,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00093310705,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00093310793,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00143993801,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00143993805,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00781202001,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00781202005,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00781202031,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,00781202076,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,16714029801,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,16714029802,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,43598022501,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,43598022505,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,59762102001,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,59762102003,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,65862001601,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,65862001605,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,67253014010,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,67253014050,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,76439010310,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG CAPSULE,76439010350,0.08241,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG TAB CHEW,00093226801,0.21863,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG TAB CHEW,00093226805,0.21863,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 250 MG/5 ML SUSP,00093415580,0.01900,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00143988915,0.01900,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00781604155,0.01900,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,43598020953,0.01900,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,67253014315,0.01900,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00093415573,0.02526,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00143988901,0.02526,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00781604146,0.02526,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,43598020952,0.02526,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,67253014310,0.02526,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00093415579,0.02633,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00143988980,0.02633,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,00781604158,0.02633,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,43598020980,0.02633,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 250 MG/5 ML SUSP,67253014308,0.02633,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00093416173,0.02442,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00143988701,0.02442,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00781615746,0.02442,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,43598020752,0.02442,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
AMOXICILLIN 400 MG/5 ML SUSP,59762102306,0.02442,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,65862007101,0.02442,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00093416178,0.03269,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00143988775,0.03269,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00781615757,0.03269,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,43598020751,0.03269,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
AMOXICILLIN 400 MG/5 ML SUSP,59762102305,0.03269,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,65862007175,0.03269,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00093416176,0.03399,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00143988750,0.03399,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,00781615752,0.03399,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,43598020750,0.03399,02/19/2014,ML,C/I,N,"1, 5, 6",G,,
AMOXICILLIN 400 MG/5 ML SUSP,59762102304,0.03399,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 400 MG/5 ML SUSP,65862007150,0.03399,02/19/2014,ML,C/I,N,"1, 5",G,,
AMOXICILLIN 500 MG CAPSULE,00093310905,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00093310953,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00093310993,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00143993901,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00143993905,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00781261301,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00781261305,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00781261331,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,00781261376,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,15749082510,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,16714029902,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,16714029903,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,16714029904,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,43598020501,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,43598020505,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,59762102101,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,59762102107,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,65862001701,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,65862001705,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,67253014110,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,67253014150,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,76439010410,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG CAPSULE,76439010450,0.07457,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG TABLET,00093226301,0.24670,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG TABLET,00781506001,0.24670,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG TABLET,00781506020,0.24670,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 500 MG TABLET,43598022401,0.24670,02/19/2014,EA,C/I,N,"1, 6",G,,
AMOXICILLIN 500 MG TABLET,65862001401,0.24670,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,00093226401,0.18064,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,00143995101,0.18064,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,00143995120,0.18064,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,00781506101,0.18064,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,00781506120,0.18064,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,43598021901,0.18064,02/19/2014,EA,C/I,N,"1, 6",G,,
AMOXICILLIN 875 MG TABLET,43598021914,0.18064,02/19/2014,EA,C/I,N,"1, 6",G,,
AMOXICILLIN 875 MG TABLET,59762105002,0.18064,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,59762105005,0.18064,02/19/2014,EA,C/I,N,1,G,,
AMOXICILLIN 875 MG TABLET,65862001501,0.18064,02/19/2014,EA,C/I,N,1,G,,
"AMOXICILLIN-CLAV ER 1,000-62.5",00781194339,3.08386,02/19/2014,EA,C/I,N,1,G,,
"AMOXICILLIN-CLAV ER 1,000-62.5",00781194382,3.08386,02/19/2014,EA,C/I,N,1,G,,
"AMOXICILLIN-CLAV ER 1,000-62.5",43598022028,3.08386,02/19/2014,EA,C/I,N,"1, 6",G,,
"AMOXICILLIN-CLAV ER 1,000-62.5",43598022040,3.08386,02/19/2014,EA,C/I,N,"1, 6",G,,
AMPHETAMINE SALTS 10 MG TAB,00185011101,0.93057,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 10 MG TAB,00406889201,0.93057,03/12/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 10 MG TAB,00555097202,0.93057,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 10 MG TAB,64720013210,0.93057,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 12.5 MG TB,00555077602,1.01453,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 15 MG TAB,00406888501,0.99043,03/12/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 15 MG TAB,00555077702,0.99043,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 20 MG TABLET,00185040101,0.94195,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 20 MG TABLET,00406889301,0.94195,03/12/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 20 MG TABLET,00555097302,0.94195,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 20 MG TABLET,64720013510,0.94195,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 30 MG TAB,00185040401,0.95063,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 30 MG TAB,00406889401,0.95063,03/12/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 30 MG TAB,00555097402,0.95063,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 30 MG TAB,64720013610,0.95063,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 5 MG TAB,00185008401,0.93966,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 5 MG TAB,00555097102,0.93966,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 5 MG TAB,64720013010,0.93966,02/19/2014,EA,C/I,N,1,G,,
AMPHETAMINE SALTS 7.5 MG TAB,00555077502,0.94996,02/19/2014,EA,C/I,N,1,G,,
AMPHOTERICIN B 50 MG VIAL,39822105505,20.87400,05/23/2013,EA,C/I,N,"4, 5",G,,
AMPHOTERICIN B 50 MG VIAL,39822105507,20.87400,05/23/2013,EA,C/I,N,"4, 5",G,,
AMPICILLIN 1 GM VIAL,00781340495,4.30586,01/22/2014,EA,C/I,N,"4, 5",G,,
AMPICILLIN 1 GM VIAL,00781940495,4.30586,01/22/2014,EA,C/I,N,"4, 5",G,,
AMPICILLIN 1 GM VIAL,25021013610,4.30586,01/22/2014,EA,C/I,N,"4, 5",G,,
AMPICILLIN 1 GM VIAL,55150011310,4.30586,01/22/2014,EA,C/I,N,"4, 5",G,,
AMPICILLIN 1 GM VIAL,63323038910,4.30586,01/22/2014,EA,C/I,N,"4, 5",G,,
AMPICILLIN 250 MG CAPSULE,00781214401,0.07322,02/19/2014,EA,C/I,N,1,G,,
AMPICILLIN 250 MG CAPSULE,00781214405,0.07322,02/19/2014,EA,C/I,N,1,G,,
AMPICILLIN 250 MG CAPSULE,67253018010,0.07322,02/19/2014,EA,C/I,N,1,G,,
AMPICILLIN 250 MG CAPSULE,67253018050,0.07322,02/19/2014,EA,C/I,N,1,G,,
AMPICILLIN 500 MG CAPSULE,00781214501,0.13036,02/19/2014,EA,C/I,N,1,G,,
AMPICILLIN 500 MG CAPSULE,00781214505,0.13036,02/19/2014,EA,C/I,N,1,G,,
AMPICILLIN 500 MG CAPSULE,67253018110,0.13036,02/19/2014,EA,C/I,N,1,G,,
AMPICILLIN 500 MG CAPSULE,67253018150,0.13036,02/19/2014,EA,C/I,N,1,G,,
AMRIX ER 15 MG CAPSULE,63459070060,21.26356,01/01/2014,EA,C/I,N,2,B,,
AMRIX ER 30 MG CAPSULE,63459070160,19.30602,02/19/2014,EA,C/I,N,1,B,,
AMTURNIDE 300-10-25 MG TAB,00078061415,3.93066,10/04/2013,EA,C/I,N,4,B,,
ANAGRELIDE HCL 0.5 MG CAPSULE,00172524160,0.21138,02/19/2014,EA,C/I,N,1,G,,
ANAGRELIDE HCL 1 MG CAPSULE,00172524060,0.38754,02/19/2014,EA,C/I,N,1,G,,
ANALGESIC CREME 10% CREAM,00904585756,0.02753,02/21/2013,GM,C/I,Y,"4, 5",G,,
ANAMANTLE HC CREAM,00482480014,1.42415,11/21/2013,GM,C/I,N,"4, 5",G,,
ANAMANTLE HC CREAM KIT,00482480020,193.73000,01/22/2014,EA,C/I,N,4,G,,
ANASPAZ 0.125 MG TABLET ODT,00225029515,0.27132,02/19/2014,EA,C/I,N,1,G,,
ANASPAZ 0.125 MG TABLET ODT,00225029520,0.27132,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,00054016413,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,00093753656,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,00378603405,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,00378603477,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,00781535631,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,00904619546,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,16571042103,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,16729003510,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,16729003515,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,16729003516,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,51079032301,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,51079032306,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,51991062010,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,51991062033,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,60505298503,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,62756025013,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,62756025083,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,63323012930,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,67877017110,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,67877017130,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,68001015504,0.21186,02/26/2014,EA,C/I,N,"1, 6",G,,
ANASTROZOLE 1 MG TABLET,68001015508,0.21186,02/26/2014,EA,C/I,N,"1, 6",G,,
ANASTROZOLE 1 MG TABLET,68084044821,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,68382020906,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANASTROZOLE 1 MG TABLET,68382020910,0.21186,02/19/2014,EA,C/I,N,1,G,,
ANBESOL BABY 7.5% GEL,00573021625,0.38730,04/18/2013,GM,C/I,Y,"4, 5, 6",B,,
ANBESOL LIQUID,00573021341,0.34225,11/21/2013,ML,C/I,Y,"2, 5, 6",B,,
ANBESOL MAXIMUM STRENGTH GEL,00573022567,0.51651,09/19/2013,GM,C/I,Y,"2, 5, 6",B,,
ANBESOL ORAL LIQUID,00573021541,0.38620,09/19/2013,ML,C/I,Y,"2, 5, 6",B,,
ANBESOL REG STRENGTH 10% GEL,00573021825,0.45067,09/19/2013,GM,C/I,Y,"2, 5, 6",B,,
ANDRODERM 2 MG/24HR PATCH,52544007654,5.99105,01/28/2014,EA,C/I,N,2,B,,
ANDRODERM 2 MG/24HR PATCH,52544007660,5.99105,01/28/2014,EA,C/I,N,2,B,,
ANDRODERM 4 MG/24HR PATCH,52544007730,12.08550,01/28/2014,EA,C/I,N,2,B,,
ANDROGEL 1% GEL PUMP,00051848888,2.51493,12/18/2013,GM,C/I,N,"2, 5",B,,
ANDROGEL 1%(2.5G) GEL PACKET,00051842530,4.76198,02/19/2014,GM,C/I,N,"1, 5",B,,
ANDROGEL 1%(5G) GEL PACKET,00051845030,2.55365,10/02/2013,GM,C/I,N,"2, 5",B,,
ANDROGEL 1.62% GEL PUMP,00051846233,4.88902,12/18/2013,GM,C/I,N,"2, 5",B,,
ANDROGEL 1.62%(1.25G) GEL PCKT,00051846231,9.74784,10/02/2013,GM,C/I,N,"2, 5",B,,
ANDROGEL 1.62%(2.5G) GEL PCKT,00051846230,4.99257,10/02/2013,GM,C/I,N,"2, 5",B,,
ANGELIQ 0.5 MG-1 MG TABLET,50419048303,3.45291,10/17/2013,EA,C/I,N,2,B,,
ANIMAL CHEWS TABLET,51645070801,0.03502,08/22/2013,EA,C/I,Y,4,G,,
ANTACID 500 MG CHEW TABLET,51645073515,0.01453,02/19/2014,EA,C/I,Y,1,G,,
ANTACID 500 MG CHEWABLE TABLET,00113047847,0.01453,02/19/2014,EA,C/I,Y,1,G,,
ANTACID 500 MG CHEWABLE TABLET,37205020047,0.01453,02/19/2014,EA,C/I,Y,1,G,,
ANTACID 500 MG CHEWABLE TABLET,37205021047,0.01453,02/19/2014,EA,C/I,Y,1,G,,
ANTACID ANTI-GAS LIQUID,24385036240,0.00702,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID ANTI-GAS LIQUID,37205053540,0.00702,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID EX-STR 750 MG TAB CHEW,46122000741,0.02465,02/19/2014,EA,C/I,Y,1,G,,
ANTACID EX-STR TABLET CHEW,00113017980,0.02465,02/19/2014,EA,C/I,Y,1,G,,
ANTACID EXTRA STRENGTH CHW TAB,46122015078,0.02962,02/19/2014,EA,C/I,Y,1,G,,
ANTACID LIQUID,62107002011,0.00571,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID MAXIMUM STRENGTH LIQ,37205053640,0.00702,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID PLUS ANTI-GAS RELF LIQ,00113035740,0.00571,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID PLUS ANTI-GAS RELF LIQ,36800035740,0.00571,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID PLUS ANTI-GAS RELF LIQ,36800085140,0.00571,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID PLUS ANTI-GAS SUSP,00113058840,0.00702,02/19/2014,ML,C/I,Y,"1, 5",G,,
ANTACID PLUS ANTI-GAS SUSP,36800058840,0.00702,02/19/2014,ML,C/I,Y,"1, 5",G,,
