,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 09/24/2014,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
AMLODIPINE BESYLATE 2.5 MG TAB,00603210802,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,00603210825,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,00603210828,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,00603210832,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,00904599161,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,00904636961,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,31722023710,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,31722023790,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,42806005505,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,42806005509,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,42806005510,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,51079045001,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,51079045020,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,51079045066,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,57664005513,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,57664005518,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,57664005599,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,57664056813,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,57664056818,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,57664056899,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,59762152001,0.02056,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE BESYLATE 2.5 MG TAB,59762152002,0.02056,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE BESYLATE 2.5 MG TAB,60505019302,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,60505019303,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,64679042101,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,65162000609,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,65162000650,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,65862010105,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,65862010190,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,65862010199,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,67877019705,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,67877019710,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,67877019790,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,68084025801,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,68084049801,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,68180075009,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,68382012105,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,68382012116,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,76282023705,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,76282023710,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 2.5 MG TAB,76282023790,0.02056,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00054010120,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00054010122,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00054010128,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00093716755,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00093716798,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00143996009,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00378520905,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00378520977,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00603210902,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00603210925,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00603210928,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00603210932,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00603210934,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00904599261,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,00904637061,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,29300024210,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,31722023810,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,31722023890,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,42806005605,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,42806005609,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,42806005610,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,51079045101,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,51079045117,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,51079045119,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,51079045120,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,51079045130,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,51079045156,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,51079045169,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,54458090402,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,57664005613,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,57664005618,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,57664005699,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,57664056913,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,57664056918,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,57664056999,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,59762153001,0.01874,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE BESYLATE 5 MG TAB,59762153002,0.01874,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE BESYLATE 5 MG TAB,59762153003,0.01874,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE BESYLATE 5 MG TAB,59762153004,0.01874,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE BESYLATE 5 MG TAB,59762153005,0.01874,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE BESYLATE 5 MG TAB,60505019402,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,60505019403,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,64679042201,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,64679042202,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,65162000709,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,65162000750,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,65862010205,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,65862010290,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,65862010299,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,67877019805,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,67877019810,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,67877019890,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,68084025901,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,68084050501,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,68180075103,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,68180075109,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,68382012205,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,68382012216,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,68645044470,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,76282023805,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,76282023810,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE BESYLATE 5 MG TAB,76282023890,0.01874,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-10 MG,00378616805,4.62765,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-10 MG,00378616893,4.62765,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-10 MG,43598032130,4.62765,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-10 MG,43598032190,4.62765,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-10 MG,59762673001,4.62765,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-10 MG,59762673005,4.62765,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-10 MG,63304059030,4.62765,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-20 MG,00378451893,6.70557,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-20 MG,00378616905,6.70557,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-20 MG,00378616993,6.70557,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-20 MG,43598031830,6.70557,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-20 MG,43598031890,6.70557,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-20 MG,59762673101,6.70557,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-20 MG,59762673105,6.70557,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-20 MG,63304059130,6.70557,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-40 MG,00378451993,6.28833,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-40 MG,00378617005,6.28833,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-40 MG,00378617093,6.28833,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-40 MG,43598031530,6.28833,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-40 MG,43598031590,6.28833,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 10-40 MG,59762673201,6.28833,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-40 MG,59762673205,6.28833,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-40 MG,63304050030,6.28833,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 10-80 MG,00378452093,5.69183,08/20/2014,EA,C/I,N,4,G,,
AMLODIPINE-ATORVAST 10-80 MG,00378617193,5.69183,08/20/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 10-80 MG,43598031330,5.69183,08/20/2014,EA,C/I,N,4,G,,
AMLODIPINE-ATORVAST 10-80 MG,59762673301,5.69183,08/20/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 10-80 MG,63304060330,5.69183,08/20/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 2.5-10 MG,00378451093,4.04087,09/10/2014,EA,C/I,N,4,G,,
AMLODIPINE-ATORVAST 2.5-10 MG,00378616193,4.04087,03/19/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 2.5-10 MG,43598032330,4.04087,05/14/2014,EA,C/I,N,4,G,,
AMLODIPINE-ATORVAST 2.5-10 MG,59762671001,4.04087,06/11/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 2.5-10 MG,63304050130,4.04087,03/19/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 5-10 MG,00378451305,4.62576,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-10 MG,00378616405,4.62576,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-10 MG,00378616493,4.62576,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-10 MG,43598032230,4.62576,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-10 MG,43598032290,4.62576,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-10 MG,59762672001,4.62576,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-10 MG,59762672005,4.62576,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-10 MG,63304058730,4.62576,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-20 MG,00378451405,6.66223,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-20 MG,00378451493,6.66223,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-20 MG,00378616505,6.66223,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-20 MG,00378616593,6.66223,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-20 MG,43598031930,6.66223,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-20 MG,43598031990,6.66223,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-20 MG,59762672101,6.66223,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-20 MG,59762672105,6.66223,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-20 MG,63304058830,6.66223,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-40 MG,00378616605,6.31171,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-40 MG,00378616693,6.31171,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-40 MG,43598031630,6.31171,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-40 MG,43598031690,6.31171,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-ATORVAST 5-40 MG,59762672201,6.31171,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-40 MG,59762672205,6.31171,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-40 MG,63304058930,6.31171,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-ATORVAST 5-80 MG,00378616793,5.48753,07/23/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 5-80 MG,43598031430,5.48753,07/23/2014,EA,C/I,N,4,G,,
AMLODIPINE-ATORVAST 5-80 MG,59762672301,5.48753,07/23/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-ATORVAST 5-80 MG,63304049930,5.48753,07/23/2014,EA,C/I,N,"4, 6",G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00093737301,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00093737310,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00378689801,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00378689805,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00591376001,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00591376005,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00781227401,0.40708,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,00781227410,0.40708,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,49884093201,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,49884093205,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,55111034101,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,55111034105,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,65862058601,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,65862058605,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,68001013000,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,68180075801,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-20 MG,68180075802,0.40708,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,00093767101,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,00378690001,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,00591376201,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,00781227901,0.46425,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,49884095301,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,49884095305,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,55111058601,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,65862058701,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,65862058705,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,68001013100,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 10-40 MG,68180076001,0.46425,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,00093737001,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,00378689501,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,00591375701,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,00781227101,0.62225,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 2.5-10,49884092905,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,55111033801,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,65862058201,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,65862058205,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,68001013200,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 2.5-10,68180075501,0.62225,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00093737101,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00093737110,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00378689601,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00378689605,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00591375801,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00591375805,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00781227201,0.49816,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,00781227210,0.49816,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,49884093005,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,55111033901,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,55111033905,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,65862058301,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,65862058305,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,68001013300,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,68180075601,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-10 MG,68180075602,0.49816,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00093737201,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00093737210,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00378689701,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00378689705,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00591375901,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00591375905,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00781227301,0.35334,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,00781227310,0.35334,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,49884093101,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,49884093105,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,55111034001,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,55111034005,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,65862058401,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,65862058405,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,68001013400,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,68180075701,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-20 MG,68180075702,0.35334,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-40 MG,00093767001,0.41760,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-40 MG,00378689901,0.41760,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-40 MG,00591376101,0.41760,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-40 MG,00781227701,0.41760,09/17/2014,EA,C/I,N,"1, 6",G,,
AMLODIPINE-BENAZEPRIL 5-40 MG,49884095201,0.41760,09/17/2014,EA,C/I,N,1,G,,
AMLODIPINE-BENAZEPRIL 5-40 MG,49884095205,0.41760,09/17/2014,EA,C/I,N,1,G,,
