DRAFT,,,,,,,,
CMS,,,,,,,,
NADAC Reference File as of 03/21/2013,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting"
ESCITALOPRAM 10 MG TABLET,51079054320,0.13052,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 10 MG TABLET,51079054330,0.13052,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 10 MG TABLET,51079054356,0.13052,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 10 MG TABLET,76282025090,0.13052,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 10 MG TABLET,68180013501,0.13052,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 10 MG TABLET,68084061701,0.13052,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,00378385710,0.15219,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 20 MG TABLET,00378385777,0.15219,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 20 MG TABLET,00378385793,0.15219,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 20 MG TABLET,00143980701,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,00143980705,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,00093585201,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,00093585205,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,00093585219,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,00093585293,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,13668013701,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,13668013705,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,31722025190,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,00904631561,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,65862037501,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,65862037505,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,60505278201,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,60505278208,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,51079054401,0.15219,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 20 MG TABLET,51079054420,0.15219,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 20 MG TABLET,51079054430,0.15219,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 20 MG TABLET,51079054456,0.15219,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 20 MG TABLET,68084061801,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,68180013601,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 20 MG TABLET,76282025190,0.15219,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,00378385577,0.12904,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 5 MG TABLET,00378385593,0.12904,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 5 MG TABLET,00093585001,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,00093585005,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,00093585019,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,00093585093,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,31722024990,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,13668013501,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,13668013505,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,60505278001,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,60505278008,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,65862037301,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,65862037305,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM 5 MG TABLET,76282024990,0.12904,41354.0,EA,C/I,N,"1, 6",G
ESCITALOPRAM 5 MG TABLET,68180013701,0.12904,41354.0,EA,C/I,N,1,G
ESCITALOPRAM OXALATE 5 MG/5 ML,31722056924,0.58825,41354.0,ML,C/I,N,"1, 5",G
ESCITALOPRAM OXALATE 5 MG/5 ML,65862024824,0.58825,41354.0,ML,C/I,N,"1, 5",G
ESCITALOPRAM OXALATE 5 MG/5 ML,65162070588,0.58825,41354.0,ML,C/I,N,"1, 5",G
ESGIC 50-325-40 MG TABLET,00535001101,2.11293,41331.0,EA,C/I,N,"2, 6",B
ESTAZOLAM 1 MG TABLET,00093012901,0.2177,41354.0,EA,C/I,N,1,G
ESTAZOLAM 1 MG TABLET,00591074401,0.2177,41354.0,EA,C/I,N,1,G
ESTAZOLAM 2 MG TABLET,00093013001,0.26139,41354.0,EA,C/I,N,1,G
ESTAZOLAM 2 MG TABLET,00591074501,0.26139,41354.0,EA,C/I,N,1,G
ESTRACE 0.01% CREAM,00430375414,3.00378,41326.0,GM,C/I,N,"2, 5, 6",B
ESTRACE 0.5 MG TABLET,00430072024,2.22705,41326.0,EA,C/I,N,"4, 6",B
ESTRACE 1 MG TABLET,00430072124,2.292,41326.0,EA,C/I,N,"4, 6",B
ESTRACE 2 MG TABLET,00430072224,2.95714,41326.0,EA,C/I,N,"4, 6",B
ESTRADIOL 0.025 MG/DAY PATCH,47781020404,10.82547,41354.0,EA,C/I,N,"1, 6",G
ESTRADIOL 0.0375 MG/DAY PATCH,47781020504,11.18846,41354.0,EA,C/I,N,"1, 6",G
ESTRADIOL 0.05 MG/DAY PATCH,47781020604,11.4706,41354.0,EA,C/I,N,"1, 6",G
ESTRADIOL 0.06 MG/DAY PATCH,47781020704,10.84417,41354.0,EA,C/I,N,"1, 6",G
ESTRADIOL 0.075 MG/DAY PATCH,47781020804,10.98821,41354.0,EA,C/I,N,"1, 6",G
ESTRADIOL 0.1 MG/DAY PATCH,47781020904,11.10676,41354.0,EA,C/I,N,"1, 6",G
ESTRADIOL 0.5 MG TABLET,00555089902,0.08613,41354.0,EA,C/I,N,1,G
ESTRADIOL 0.5 MG TABLET,00378145201,0.08613,41354.0,EA,C/I,N,1,G
ESTRADIOL 0.5 MG TABLET,00378145205,0.08613,41354.0,EA,C/I,N,1,G
ESTRADIOL 0.5 MG TABLET,00591052801,0.08613,41354.0,EA,C/I,N,1,G
ESTRADIOL 1 MG TABLET,00378145401,0.07886,41354.0,EA,C/I,N,1,G
ESTRADIOL 1 MG TABLET,00378145405,0.07886,41354.0,EA,C/I,N,1,G
ESTRADIOL 1 MG TABLET,00555088602,0.07886,41354.0,EA,C/I,N,1,G
ESTRADIOL 1 MG TABLET,00555088604,0.07886,41354.0,EA,C/I,N,1,G
ESTRADIOL 1 MG TABLET,00591048701,0.07886,41354.0,EA,C/I,N,1,G
ESTRADIOL 1 MG TABLET,00591048705,0.07886,41354.0,EA,C/I,N,1,G
ESTRADIOL 2 MG TABLET,00555088702,0.09449,41354.0,EA,C/I,N,1,G
ESTRADIOL 2 MG TABLET,00555088704,0.09449,41354.0,EA,C/I,N,1,G
ESTRADIOL 2 MG TABLET,00378145801,0.09449,41354.0,EA,C/I,N,1,G
ESTRADIOL 2 MG TABLET,00378145805,0.09449,41354.0,EA,C/I,N,1,G
ESTRADIOL 2 MG TABLET,00378145877,0.09449,41354.0,EA,C/I,N,1,G
ESTRADIOL 2 MG TABLET,00591048801,0.09449,41354.0,EA,C/I,N,1,G
ESTRADIOL 2 MG TABLET,00591048805,0.09449,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.025 MG/DAY,00378334916,10.82547,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.025 MG/DAY,00378334999,10.82547,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.0375 MG/DAY,00378336099,11.18846,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.05 MG/DAY,00378335016,11.4706,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.05 MG/DAY,00378335099,11.4706,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.06 MG/DAY,00378336116,10.84417,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.06 MG/DAY,00378336199,10.84417,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.075 MG/DAY,00378335116,10.98821,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.075 MG/DAY,00378335199,10.98821,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.1 MG/DAY,00378335216,11.10676,41354.0,EA,C/I,N,1,G
ESTRADIOL TDS 0.1 MG/DAY,00378335299,11.10676,41354.0,EA,C/I,N,1,G
ESTRADIOL VALERATE 20 MG/ML VL,42023013501,21.46267,41326.0,ML,C/I,N,"4, 5, 6",G
ESTRADIOL VALERATE 20 MG/ML VL,00574087005,21.46267,41326.0,ML,C/I,N,"4, 5",G
ESTRADIOL VALERATE 20 MG/ML VL,00781302975,21.46267,41326.0,ML,C/I,N,"4, 5",G
ESTRADIOL VALERATE 40 MG/ML VL,42023013601,34.716,41326.0,ML,C/I,N,"4, 5, 6",G
ESTRADIOL VALERATE 40 MG/ML VL,00574087205,34.716,41326.0,ML,C/I,N,"4, 5",G
ESTRADIOL-NORETH 0.5-0.1 MG TB,51991062328,2.70198,41354.0,EA,C/I,N,1,G
ESTRADIOL-NORETH 1-0.5 MG TAB,51991047428,2.76235,41354.0,EA,C/I,N,1,G
ESTRING 2 MG VAGINAL RING,00013215036,207.45346,41326.0,EA,C/I,N,2,B
ESTROPIPATE 0.625(0.75 MG) TAB,00378455101,0.19978,41354.0,EA,C/I,N,1,G
ESTROPIPATE 0.625(0.75 MG) TAB,00591041401,0.19978,41354.0,EA,C/I,N,1,G
ESTROPIPATE 1.25(1.5 MG) TAB,00378455301,0.26918,41354.0,EA,C/I,N,1,G
ESTROPIPATE 1.25(1.5 MG) TAB,00591041501,0.26918,41354.0,EA,C/I,N,1,G
ESTROPIPATE 2.5(3 MG) TAB,00591041601,0.54784,41354.0,EA,C/I,N,1,G
ESTROSTEP FE-28 TABLET,00430057045,3.1114,41326.0,EA,C/I,N,4,B
ETHAMBUTOL HCL 100 MG TABLET,61748001101,0.45882,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 100 MG TABLET,68180028001,0.45882,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 100 MG TABLET,68850000401,0.45882,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,00555092302,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,61748001401,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,61748001406,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,61748001409,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,61748001410,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,61748001411,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,68850000501,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,68180028101,1.14125,41354.0,EA,C/I,N,1,G
ETHAMBUTOL HCL 400 MG TABLET,68084028001,1.14125,41354.0,EA,C/I,N,1,G
ETHOSUXIMIDE 250 MG CAPSULE,61748002501,0.77719,41354.0,EA,C/I,N,1,G
ETHOSUXIMIDE 250 MG CAPSULE,50111090101,0.77719,41354.0,EA,C/I,N,1,G
ETHOSUXIMIDE 250 MG/5 ML SOLN,00093966016,0.23289,41354.0,ML,C/I,N,"1, 5",G
ETHOSUXIMIDE 250 MG/5 ML SOLN,61748002416,0.18982,41354.0,ML,C/I,N,"1, 5",G
ETODOLAC 200 MG CAPSULE,60505003901,1.03844,41354.0,EA,C/I,N,1,G
ETODOLAC 200 MG CAPSULE,51672401601,1.03844,41354.0,EA,C/I,N,1,G
ETODOLAC 300 MG CAPSULE,00093839701,1.18666,41354.0,EA,C/I,N,1,G
ETODOLAC 300 MG CAPSULE,60505004001,1.18666,41354.0,EA,C/I,N,1,G
ETODOLAC 300 MG CAPSULE,51672401701,1.18666,41354.0,EA,C/I,N,1,G
ETODOLAC 400 MG TABLET,00185014001,0.14305,41354.0,EA,C/I,N,1,G
ETODOLAC 400 MG TABLET,00185014010,0.14305,41354.0,EA,C/I,N,1,G
ETODOLAC 400 MG TABLET,00228259911,0.14305,41354.0,EA,C/I,N,1,G
ETODOLAC 400 MG TABLET,00228259950,0.14305,41354.0,EA,C/I,N,1,G
ETODOLAC 400 MG TABLET,00093089201,0.14305,41354.0,EA,C/I,N,1,G
ETODOLAC 400 MG TABLET,60505004101,0.14305,41354.0,EA,C/I,N,1,G
ETODOLAC 400 MG TABLET,51672401801,0.14305,41354.0,EA,C/I,N,1,G
ETODOLAC 500 MG TABLET,00228263211,0.22817,41354.0,EA,C/I,N,1,G
ETODOLAC 500 MG TABLET,00185013901,0.22817,41354.0,EA,C/I,N,1,G
ETODOLAC 500 MG TABLET,00185013905,0.22817,41354.0,EA,C/I,N,1,G
ETODOLAC 500 MG TABLET,00093189301,0.22817,41354.0,EA,C/I,N,1,G
ETODOLAC 500 MG TABLET,60505010201,0.22817,41354.0,EA,C/I,N,1,G
ETODOLAC 500 MG TABLET,51672403601,0.22817,41354.0,EA,C/I,N,1,G
ETODOLAC ER 400 MG TABLET,00093112201,0.63039,41354.0,EA,C/I,N,1,G
ETODOLAC ER 400 MG TABLET,51672405101,0.63039,41354.0,EA,C/I,N,1,G
ETODOLAC ER 400 MG TABLET,51672405104,0.63039,41354.0,EA,C/I,N,1,G
ETODOLAC ER 500 MG TABLET,00093717201,0.72694,41354.0,EA,C/I,N,1,G
ETODOLAC ER 500 MG TABLET,51672405201,0.72694,41354.0,EA,C/I,N,1,G
ETODOLAC ER 500 MG TABLET,51672405204,0.72694,41354.0,EA,C/I,N,1,G
ETODOLAC ER 600 MG TABLET,00093111801,1.35902,41354.0,EA,C/I,N,1,G
ETODOLAC ER 600 MG TABLET,51672405301,1.35902,41354.0,EA,C/I,N,1,G
ETODOLAC ER 600 MG TABLET,51672405304,1.35902,41354.0,EA,C/I,N,1,G
ETOPOSIDE 50 MG CAPSULE,00378326694,50.723,41326.0,EA,C/I,N,4,G
EURAX 10% CREAM,10631009160,1.43988,41326.0,GM,C/I,N,"2, 5",B
EURAX 10% LOTION,10631009260,1.41254,41326.0,GM,C/I,N,"4, 5",B
EVAMIST 1.53 MG/SPRAY,64011021541,10.04131,41326.0,ML,C/I,N,"2, 5",B
EVISTA 60 MG TABLET,00002416502,5.31123,41326.0,EA,C/I,N,2,B
EVISTA 60 MG TABLET,00002416507,5.31123,41326.0,EA,C/I,N,2,B
EVISTA 60 MG TABLET,00002416530,5.31123,41326.0,EA,C/I,N,2,B
EVOCLIN 1% FOAM,00145006150,3.8098,41326.0,GM,C/I,N,"4, 5",B
EVOXAC 30 MG CAPSULE,63395020113,3.16587,41326.0,EA,C/I,N,2,B
EX-LAX CHOCOLATE,00067000524,0.14598,41326.0,EA,C/I,Y,"2, 6",B
EX-LAX CHOCOLATE,00067000548,0.14598,41326.0,EA,C/I,Y,"2, 6",B
EX-LAX MAX RELIEF PILLS,00067001624,0.18658,41326.0,EA,C/I,Y,"2, 6",B
EX-LAX MAX RELIEF PILLS,00067001648,0.18658,41326.0,EA,C/I,Y,"2, 6",B
EX-LAX MAX RELIEF PILLS,00067001690,0.18658,41326.0,EA,C/I,Y,"2, 6",B
EX-LAX PILLS,00067000308,0.1871,41326.0,EA,C/I,Y,"2, 6",B
EX-LAX PILLS,00067000330,0.1871,41326.0,EA,C/I,Y,"2, 6",B
EXALGO ER 12 MG TABLET,23635041201,15.12556,41327.0,EA,C/I,N,2,B
EXALGO ER 16 MG TABLET,23635041601,20.1375,41327.0,EA,C/I,N,2,B
EXALGO ER 8 MG TABLET,23635040801,10.03415,41327.0,EA,C/I,N,2,B
EXCEDRIN EXTRA STRENGTH CAPLET,00067200024,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH CAPLET,00067200050,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH CAPLET,00067200077,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH CAPLET,00067200091,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH GELCAP,00067627016,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH GELCAP,00067627020,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH GELTAB,00067202124,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH GELTAB,00067202150,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH GELTAB,00067202191,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH TABLET,00067203008,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH TABLET,00067203024,0.11728,41347.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH TABLET,00067203033,0.11728,41347.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH TABLET,00067203050,0.11728,41347.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH TABLET,00067203077,0.11728,41347.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH TABLET,00067203091,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN EXTRA STRENGTH TABLET,00067203092,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MENSTRUAL CMPLT GELCP,00067634120,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MENSTRUAL CMPLT GELCP,00067634140,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067810324,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067810391,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067810392,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067203908,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067203924,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067203933,0.11728,41347.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067203950,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067203977,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067203991,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE CAPLET,00067203992,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE GELTAB,00067203516,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE GELTAB,00067203524,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE GELTAB,00067203550,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE TABLET,00067203777,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN MIGRAINE TABLET,00067203791,0.11728,41326.0,EA,C/I,Y,"2, 6",B
EXCEDRIN SINUS HEADACHE CAPLET,00067206224,0.22158,41354.0,EA,C/I,Y,"1, 6",B
EXCEDRIN TENSION HEADACHE CPLT,00067204524,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE CPLT,00067204550,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE CPLT,00067204577,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE CPLT,00067204591,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE GELT,00067205024,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE GELT,00067205050,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE GELT,00067205091,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE GELT,00067627240,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE GELT,00067627280,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXCEDRIN TENSION HEADACHE GLCP,00067627220,0.10702,41326.0,EA,C/I,Y,"4, 6",B
EXEFEN IR TABLET,68047015701,0.32748,41354.0,EA,C/I,Y,1,G
EXELDERM 1% SOLUTION,10631010030,2.71807,41354.0,ML,C/I,N,"1, 5",B
EXELON 13.3 MG/24HR PATCH,00078050315,9.57008,41354.0,EA,C/I,N,1,B
EXELON 13.3 MG/24HR PATCH,00078050361,9.57008,41354.0,EA,C/I,N,1,B
EXELON 4.6 MG/24HR PATCH,00078050115,9.61409,41326.0,EA,C/I,N,2,B
EXELON 4.6 MG/24HR PATCH,00078050161,9.61409,41326.0,EA,C/I,N,2,B
EXELON 9.5 MG/24HR PATCH,00078050215,9.65801,41326.0,EA,C/I,N,2,B
EXELON 9.5 MG/24HR PATCH,00078050261,9.65801,41326.0,EA,C/I,N,2,B
EXEMESTANE 25 MG TABLET,00054008013,5.08711,41354.0,EA,C/I,N,1,G
EXEMESTANE 25 MG TABLET,59762285801,5.08711,41354.0,EA,C/I,N,"1, 6",G
EXFORGE 10-160 MG TABLET,00078048915,4.45707,41326.0,EA,C/I,N,2,B
EXFORGE 10-320 MG TABLET,00078049115,5.66718,41326.0,EA,C/I,N,2,B
EXFORGE 5-160 MG TABLET,00078048815,3.92222,41326.0,EA,C/I,N,2,B
EXFORGE 5-320 MG TABLET,00078049015,4.95957,41326.0,EA,C/I,N,2,B
EXFORGE HCT 10-160-12.5 MG TAB,00078056115,4.40072,41326.0,EA,C/I,N,2,B
EXFORGE HCT 10-160-25 MG TAB,00078056215,4.49366,41326.0,EA,C/I,N,2,B
EXFORGE HCT 10-320-25 MG TAB,00078056315,5.68477,41326.0,EA,C/I,N,2,B
EXFORGE HCT 5-160-12.5 MG TAB,00078055915,3.88173,41326.0,EA,C/I,N,2,B
EXFORGE HCT 5-160-25 MG TAB,00078056015,3.86918,41326.0,EA,C/I,N,2,B
EXPECTORANT DM COUGH SYRUP,11383017808,0.01034,41354.0,ML,C/I,Y,"1, 5",G
EXPECTORANT DM COUGH SYRUP,11383025408,0.01034,41354.0,ML,C/I,Y,"1, 5",G
EXTAVIA 0.3 MG KIT,00078056912,281.26488,41326.0,EA,C/I,N,2,B
EXTRA ACTION COUGH SYRUP,00536097085,0.00691,41354.0,ML,C/I,Y,"1, 5",G
EYE DROPS,24385007505,0.07938,41354.0,ML,C/I,Y,"1, 5",G
EYE DROPS,24385007705,0.10014,41354.0,ML,C/I,Y,"1, 5",G
EYE DROPS,37205013905,0.07938,41354.0,ML,C/I,Y,"1, 5",G
EYE DROPS ALLERGY RELIEF,37205013805,0.106,41326.0,ML,C/I,Y,"1, 5",G
EYE IRRIGATING SOLUTION,00536090197,0.01863,41354.0,ML,C/I,Y,"1, 5",G
EYE ITCH RELIEF 0.025% DROPS,37205084917,1.36223,41354.0,ML,C/I,Y,"1, 5",G
EYE ITCH RELIEF 0.025% DROPS,24385049464,1.36223,41354.0,ML,C/I,Y,"1, 5",G
EYE WASH IRRIGATING SOLUTION,37205002326,0.01863,41354.0,ML,C/I,Y,"1, 5",G
EYE WASH SOLUTION,00904537720,0.01247,41354.0,ML,C/I,Y,"1, 5",G
EYE WASH-IRRIGATING SOLN,50383001804,0.01863,41354.0,ML,C/I,Y,"1, 5",G
EZFE 200 CAPSULE,12830082401,0.27643,41326.0,EA,C/I,Y,4,G
EZFE 200 CAPSULE,12830082430,0.27643,41326.0,EA,C/I,Y,4,G
FABB TABLET,68308032610,0.33757,41354.0,EA,C/I,N,1,G
FACTIVE 320 MG TABLET,10122032105,39.43608,41326.0,EA,C/I,N,4,B
FACTIVE 320 MG TABLET,10122032107,39.43608,41326.0,EA,C/I,N,4,B
FAMCICLOVIR 125 MG TABLET,00378449093,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,00054019613,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,00093811756,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,33342002407,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,16714030001,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,00781562031,0.88472,41354.0,EA,C/I,N,"1, 6",G
FAMCICLOVIR 125 MG TABLET,00591327130,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,60505324503,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,65862046530,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 125 MG TABLET,59762270001,0.88472,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,00378449193,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,00093811856,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,00054019713,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,16714030401,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,33342002507,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,00591327230,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,00781562131,0.8025,41354.0,EA,C/I,N,"1, 6",G
FAMCICLOVIR 250 MG TABLET,65862046630,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,60505324603,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 250 MG TABLET,59762270102,0.8025,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 500 MG TABLET,00378449293,1.36817,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 500 MG TABLET,00054019813,1.36817,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 500 MG TABLET,00093811956,1.36817,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 500 MG TABLET,33342002607,1.36817,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 500 MG TABLET,16714030501,1.36817,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 500 MG TABLET,00781562231,1.36817,41354.0,EA,C/I,N,"1, 6",G
FAMCICLOVIR 500 MG TABLET,00591327330,1.36817,41354.0,EA,C/I,N,1,G
FAMCICLOVIR 500 MG TABLET,60505324703,1.36817,41354.0,EA,C/I,N,1,G
