DRAFT,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 08/15/2013,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
BACITRACIN 500 UNIT/GM OINTMNT,48102000735,16.26964,41473.0,GM,C/I,N,"1, 5",G,,
BACITRACIN ZN 500 UNIT/GM OINT,00472110556,0.07057,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN ZN 500 UNIT/GM OINT,00603044150,0.0802,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN ZN 500 UNIT/GM OINT,24385006003,0.0802,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN ZN 500 UNIT/GM OINT,51672207502,0.0802,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN ZN 500 UNIT/GM OINT,00168001131,0.13871,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN ZN 500 UNIT/GM OINT,00168001135,0.17297,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN ZN 500 UNIT/GM OINT,00472110534,0.17297,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN-POLYMYXIN EYE OINT,24208055555,3.50661,41473.0,GM,C/I,N,"1, 5",G,,
BACITRACIN-POLYMYXIN OINTMENT,00168002131,0.24286,41473.0,GM,C/I,Y,"1, 5",G,,
BACITRACIN-POLYMYXIN OINTMENT,00168002135,0.30804,41473.0,GM,C/I,Y,"1, 5",G,,
BACLOFEN 10 MG TABLET,00172409660,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00172409680,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00378302301,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00378302310,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00485009001,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00527133001,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00527133005,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00527133010,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00603240602,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00603240621,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00603240628,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00603240630,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00603240632,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00832102400,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00832102409,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00832102410,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00832102450,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,00904336561,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,16714007104,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,16714007106,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,63739047910,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,68084003801,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 10 MG TABLET,68084059901,0.04005,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00172409760,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00172409780,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00378302401,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00378302405,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00527133701,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00527133705,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00603240721,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00603240728,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00603240732,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00832102500,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00832102509,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00832102510,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00832102550,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,00904522261,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,16714007204,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,16714007205,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,63739048010,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,68084003901,0.06965,41473.0,EA,C/I,N,1,G,,
BACLOFEN 20 MG TABLET,68084060001,0.06965,41473.0,EA,C/I,N,1,G,,
BACMIN CAPLET,00682300101,0.27292,41382.0,EA,C/I,N,4,G,,
BACTERIOSTATIC SALINE VIAL,00409196607,0.02731,41382.0,ML,C/I,N,"4, 5",G,,
BACTERIOSTATIC SALINE VIAL,63323092430,0.02731,41382.0,ML,C/I,N,"4, 5",G,,
BACTERIOSTATIC WATER VIAL,00409397703,0.02578,41445.0,ML,C/I,N,"4, 5",G,,
BACTROBAN 2% CREAM,00029152725,3.88245,41457.0,GM,C/I,N,"2, 5",B,2.28109,41480.0
BACTROBAN 2% CREAM,00029152722,4.57327,41457.0,GM,C/I,N,"2, 5",B,2.84976,41480.0
BACTROBAN 2% OINTMENT,00029152544,3.82187,41457.0,GM,C/I,N,"2, 5",B,0.3359,41480.0
BACTROBAN NASAL 2% OINTMENT,00029152611,11.36685,41457.0,GM,C/I,N,"2, 5",B,,
BALSALAZIDE DISODIUM 750 MG CP,00054007928,0.24368,41473.0,EA,C/I,N,1,G,,
BALSALAZIDE DISODIUM 750 MG CP,00378675082,0.24368,41473.0,EA,C/I,N,1,G,,
BALSALAZIDE DISODIUM 750 MG CP,60505257507,0.24368,41473.0,EA,C/I,N,1,G,,
BALZIVA 28 TABLET,00555903458,0.8096,41473.0,EA,C/I,N,1,G,,
BANOPHEN 12.5 MG/5 ML ELIXIR,00904517416,0.00497,41473.0,ML,C/I,Y,"1, 5",G,,
BANOPHEN 25 MG CAPSULE,00904203524,0.03133,41473.0,EA,C/I,Y,1,G,,
BANOPHEN 25 MG CAPSULE,00904203559,0.03133,41473.0,EA,C/I,Y,1,G,,
BANOPHEN 25 MG CAPSULE,00904530660,0.03133,41473.0,EA,C/I,Y,1,G,,
BANOPHEN 25 MG CAPSULE,00904530680,0.03133,41473.0,EA,C/I,Y,1,G,,
BANOPHEN 25 MG TABLET,00904555124,0.04265,41473.0,EA,C/I,Y,1,G,,
BANOPHEN 25 MG TABLET,00904555159,0.04265,41473.0,EA,C/I,Y,1,G,,
BANOPHEN 50 MG CAPSULE,00904530760,0.03567,41473.0,EA,C/I,Y,1,G,,
BANOPHEN 50 MG CAPSULE,00904530780,0.03567,41473.0,EA,C/I,Y,1,G,,
BANOPHEN ALLERGY 12.5 MG/5 ML,00904122800,0.01093,41473.0,ML,C/I,Y,"1, 5",G,,
BANOPHEN ALLERGY 12.5 MG/5 ML,00904122820,0.01093,41473.0,ML,C/I,Y,"1, 5",G,,
BANOPHEN ANTI-ITCH 2% CREAM,00904535431,0.06388,41473.0,GM,C/I,Y,"1, 5",G,,
BANZEL 200 MG TABLET,62856058230,4.5008,41417.0,EA,C/I,N,2,B,,
BANZEL 200 MG TABLET,62856058252,4.5008,41417.0,EA,C/I,N,2,B,,
BANZEL 40 MG/ML SUSPENSION,62856058446,1.30825,41326.0,ML,C/I,N,"2, 5",B,,
BANZEL 400 MG TABLET,62856058352,9.10596,41473.0,EA,C/I,N,1,B,,
BARACLUDE 0.5 MG TABLET,00003161112,33.60801,41456.0,EA,C/I,N,2,B,,
BARACLUDE 0.5 MG TABLET,00003161113,33.60801,41456.0,EA,C/I,N,2,B,,
BARACLUDE 1 MG TABLET,00003161212,33.89558,41456.0,EA,C/I,N,2,B,,
BAZA ANTIFUNGAL 2% CREAM,11701004514,0.06234,41473.0,GM,C/I,Y,"1, 5",G,,
BAZA PROTECT CREAM,11701004614,0.0598,41473.0,GM,C/I,Y,"1, 5",G,,
BC ARTHRITIS POWDER PACKET,00135050106,0.09647,41417.0,EA,C/I,Y,4,G,,
BC ARTHRITIS POWDER PACKET,00135050150,0.09647,41417.0,EA,C/I,Y,4,G,,
BC POWDER PACKET,00135050002,0.1036,41473.0,EA,C/I,Y,1,G,,
BC POWDER PACKET,00135050006,0.1036,41473.0,EA,C/I,Y,1,G,,
BC POWDER PACKET,00135050024,0.1036,41473.0,EA,C/I,Y,1,G,,
BC POWDER PACKET,00135050050,0.1036,41473.0,EA,C/I,Y,1,G,,
BECONASE AQ 0.042% SPRAY,00173038879,6.32434,41382.0,GM,C/I,N,"2, 5",B,,
BELLADONNA-OPIUM 16.2-60 SUPP,00574704012,23.16111,41326.0,EA,C/I,N,4,G,,
BENAZEPRIL HCL 10 MG TABLET,00093512501,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,00093512505,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,00185005301,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,00185005305,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,00378044301,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,13811062810,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,13811062850,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,51079014501,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,51079014520,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,60505026601,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,60505026605,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,63304033801,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,63304033805,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,65162075210,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,65162075250,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 10 MG TABLET,65862011601,0.06298,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,00093512601,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,00093512605,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,00185082001,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,00185082005,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,00378044401,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,13811062910,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,13811062950,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,51079014601,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,51079014620,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,54458095710,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,60505026701,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,60505026705,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,63304033901,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,63304033905,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,65162075310,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,65162075350,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 20 MG TABLET,65862011701,0.05666,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,00093512701,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,00185004801,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,00185004805,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,00378044701,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,13811063010,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,13811063050,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,60505026801,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,60505026805,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,63304034001,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,63304034005,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,65162075410,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,65162075450,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 40 MG TABLET,65862011801,0.06495,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,00093512401,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,00185050501,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,00185050505,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,00378044101,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,13811062710,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,60505026501,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,63304033701,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,65162075110,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL HCL 5 MG TABLET,65162075150,0.06044,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG TAB,00185020401,0.35797,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 10-12.5 MG TAB,00378473501,0.35797,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-12.5 MG TAB,00185021101,0.35837,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-12.5 MG TAB,00378474501,0.35837,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-25 MG TAB,00185027701,0.34862,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-25 MG TAB,00378477501,0.34862,41473.0,EA,C/I,N,1,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 5-6.25 MG TAB,00185012401,0.32999,41445.0,EA,C/I,N,4,G,,
BENAZEPRIL-HYDROCHLOROTHIAZIDE 5-6.25 MG TAB,00378472501,0.32999,41445.0,EA,C/I,N,4,G,,
BENICAR 20 MG TABLET,65597010310,3.26836,41326.0,EA,C/I,N,2,B,,
BENICAR 20 MG TABLET,65597010330,3.26836,41326.0,EA,C/I,N,2,B,,
BENICAR 20 MG TABLET,65597010390,3.26836,41326.0,EA,C/I,N,2,B,,
BENICAR 40 MG TABLET,65597010410,4.5546,41326.0,EA,C/I,N,2,B,,
BENICAR 40 MG TABLET,65597010430,4.5546,41326.0,EA,C/I,N,2,B,,
BENICAR 40 MG TABLET,65597010490,4.5546,41326.0,EA,C/I,N,2,B,,
BENICAR 5 MG TABLET,65597010130,2.66939,41326.0,EA,C/I,N,2,B,,
BENICAR HCT 20-12.5 MG TABLET,65597010530,3.27916,41326.0,EA,C/I,N,2,B,,
BENICAR HCT 20-12.5 MG TABLET,65597010590,3.27916,41326.0,EA,C/I,N,2,B,,
BENICAR HCT 40-12.5 MG TABLET,65597010630,4.55179,41326.0,EA,C/I,N,2,B,,
BENICAR HCT 40-12.5 MG TABLET,65597010690,4.55179,41326.0,EA,C/I,N,2,B,,
BENICAR HCT 40-25 MG TABLET,65597010730,4.56062,41326.0,EA,C/I,N,2,B,,
BENICAR HCT 40-25 MG TABLET,65597010790,4.56062,41326.0,EA,C/I,N,2,B,,
BENZACLIN GEL,00066049425,8.35535,41382.0,GM,C/I,N,"4, 5",B,4.27303,41480.0
BENZACLIN GEL,00187519025,8.35535,41501.0,GM,C/I,N,"4, 5, 6",B,4.27303,41501.0
BENZACLIN GEL 35G PUMP,00066049435,8.42771,41445.0,GM,C/I,N,"4, 5",B,,
BENZACLIN GEL 35G PUMP,00187519035,8.42771,41501.0,GM,C/I,N,"4, 5, 6",B,,
BENZACLIN GEL 50G PUMP,00066049455,7.13784,41326.0,GM,C/I,N,"4, 5",B,,
BENZACLIN GEL 50G PUMP,00187519050,7.13784,41501.0,GM,C/I,N,"4, 5, 6",B,,
BENZAMYCINPAK GEL,00066057760,3.39687,41365.0,EA,C/I,N,"2, 5",B,,
BENZEDREX INHALER,00225061023,3.30333,41326.0,EA,C/I,Y,"2, 5",B,,
BENZONATATE 100 MG CAPSULE,00904590440,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,00904590460,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,50111085101,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,50111085102,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,57664013388,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,65162053610,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,65162053650,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,67877010501,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,67877010505,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,68084021401,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,68382024701,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 100 MG CAPSULE,68382024705,0.08477,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,00555188302,0.14258,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,00904625460,0.14258,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,57664013488,0.14258,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,65162053710,0.14258,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,65162053750,0.14258,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,67877010601,0.14258,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,67877010605,0.14258,41473.0,EA,C/I,N,1,G,,
BENZONATATE 200 MG CAPSULE,68382024801,0.14258,41473.0,EA,C/I,N,1,G,,
BENZOYL PEROXIDE 10% GEL,00536409256,0.04354,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 10% GEL,45802030896,0.23628,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 10% GEL,45802091596,0.23628,41473.0,GM,C/I,N,"1, 5",G,,
BENZOYL PEROXIDE 10% LOTION,00536081595,0.06578,41473.0,ML,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 10% WASH,67405083008,0.04639,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 10% WASH,67405083005,0.04897,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 2.5% GEL,45802010196,0.22036,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 5% GEL,00536408956,0.04742,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 5% GEL,45802021601,0.17778,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 5% GEL,45802091001,0.17778,41473.0,GM,C/I,N,"1, 5",G,,
BENZOYL PEROXIDE 5% GEL,45802021696,0.22621,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 5% GEL,45802091096,0.22621,41473.0,GM,C/I,N,"1, 5",G,,
BENZOYL PEROXIDE 5% LOTION,00536081095,0.05824,41473.0,ML,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 5% WASH,67405082508,0.04139,41473.0,GM,C/I,Y,"1, 5",G,,
BENZOYL PEROXIDE 5% WASH,67405082505,0.04754,41473.0,GM,C/I,Y,"1, 5",G,,
BENZPHETAMINE HCL 50 MG TABLET,10702004001,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,10702004003,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,10702004050,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,23155017401,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,23155017403,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,43547026310,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,64376065001,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,64376065005,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,64376065031,0.63743,41473.0,EA,C/I,N,1,G,,
BENZPHETAMINE HCL 50 MG TABLET,64376065090,0.63743,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 0.5 MG TAB,00603243321,0.03795,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 0.5 MG TAB,00603243332,0.03795,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 0.5 MG TAB,00832108000,0.03795,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 0.5 MG TAB,50111039301,0.03795,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 0.5 MG TAB,68084038101,0.03795,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,00603243421,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,00603243432,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,00832108100,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,00832108110,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,00904105661,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,00904105680,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,50111039401,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,50111039403,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,64720014410,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,64720014411,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 1 MG TABLET,68084038801,0.04213,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,00603243521,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,00603243532,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,00832108200,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,00832108210,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,00904105760,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,00904105761,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,50111039501,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,50111039503,0.06186,41473.0,EA,C/I,N,1,G,,
BENZTROPINE MES 2 MG TABLET,68084038901,0.06186,41473.0,EA,C/I,N,1,G,,
BEPREVE 1.5% EYE DROPS,67425000775,25.26988,41425.0,ML,C/I,N,"4, 5",B,,
BEPREVE 1.5% EYE DROPS,67425000750,26.62678,41425.0,ML,C/I,N,"4, 5",B,,
BESIVANCE 0.6% SUSP,24208044605,20.81906,41425.0,ML,C/I,N,"4, 5",B,,
BETA-VAL 0.1% LOTION,00093067139,0.70531,41473.0,ML,C/I,N,"1, 5",G,,
BETADINE 10% SOLUTION,67618015004,0.01224,41473.0,ML,C/I,Y,"1, 5, 6",B,,
BETADINE 10% SOLUTION,67618015008,0.04286,41445.0,ML,C/I,Y,"2, 5, 6",B,0.00757,41480.0
BETADINE 10% SOLUTION,67618015009,0.04286,41445.0,ML,C/I,Y,"2, 5, 6",B,0.00757,41480.0
BETADINE 7.5% SKIN CLEANSER,67618014904,0.07211,41417.0,ML,C/I,Y,"2, 5, 6",B,,
BETAMETHASONE AC-SP 6 MG/ML VL,00517072001,5.961,41473.0,ML,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% CRM,00168005546,1.23335,41473.0,GM,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% CRM,00472038045,1.23335,41473.0,GM,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% CRM,51672127406,1.23335,41473.0,GM,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% CRM,00168005515,1.78934,41473.0,GM,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% CRM,00472038015,1.78934,41473.0,GM,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% CRM,51672127401,1.78934,41473.0,GM,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% LOT,00168005760,0.58376,41473.0,ML,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% LOT,45802002146,0.58376,41473.0,ML,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% OINT,00168005646,1.56251,41473.0,GM,C/I,N,"1, 5",G,,
BETAMETHASONE DP 0.05% OINT,00472038145,1.56251,41473.0,GM,C/I,N,"1, 5",G,,
