,,,,,,,,,,
CMS,,,,,,,,,,
Weekly NADAC Reference File as of 07/16/2014,,,,,,,,,,
NDC Description,NDC,"NADAC
Per Unit","Effective
Date","Pricing
Unit","Pharmacy
Type
Indicator",OTC,"Explanation
Code","Classification
for Rate
Setting","Corresponding
Generic Drug
NADAC
Per Unit","Corresponding
Generic Drug
Effective
Date"
CYCLOBENZAPRINE 10 MG TABLET,00603307932,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,00603307934,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,00904780960,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,00904780961,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,10702000701,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,10702000710,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,10702000750,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,31722028301,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,31722028310,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,50111056301,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,50111056302,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,50111056303,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,51079064401,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,51079064417,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,51079064419,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,51079064420,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,59746017706,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,59746017710,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,63739053110,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,65162054110,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,65162054111,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,65162054150,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,65862019101,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,65862019105,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,65862019199,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,68084039701,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,68645045070,0.02348,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 10 MG TABLET,68645045090,0.02348,06/18/2014,EA,C/I,N,"1, 6",G,,
CYCLOBENZAPRINE 5 MG TABLET,00378077101,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,00378077193,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,00591325601,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,00603307821,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,00603307828,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,10702000601,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,10702000610,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,10702000650,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,31722028201,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,51991046701,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,59746021106,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,59746021110,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,65862019001,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,68645044970,0.04840,06/18/2014,EA,C/I,N,1,G,,
CYCLOBENZAPRINE 5 MG TABLET,68645044990,0.04840,06/18/2014,EA,C/I,N,"1, 6",G,,
CYCLOGYL 1% EYE DROPS,00065039605,7.03800,05/21/2014,ML,C/I,N,"4, 5, 6",B-ANDA,,
CYCLOPENTOLATE 1% EYE DROPS,17478010012,1.48063,06/18/2014,ML,C/I,N,"1, 5",G,,
CYCLOPENTOLATE 1% EYE DROPS,24208073506,1.48063,06/18/2014,ML,C/I,N,"1, 5",G,,
CYCLOPENTOLATE 1% EYE DROPS,61314039603,1.48063,06/18/2014,ML,C/I,N,"1, 5",G,,
CYCLOPENTOLATE 1% EYE DROPS,17478010002,5.55738,06/18/2014,ML,C/I,N,"1, 5",G,,
CYCLOPENTOLATE 1% EYE DROPS,24208073501,5.55738,06/18/2014,ML,C/I,N,"1, 5",G,,
CYCLOPENTOLATE 1% EYE DROPS,61314039601,5.55738,06/18/2014,ML,C/I,N,"1, 5",G,,
CYCLOPHOSPHAMIDE 25 MG TAB,00054412925,1.32316,09/19/2013,EA,C/I,N,4,G,,
CYCLOPHOSPHAMIDE 50 MG TABLET,00054413025,2.77963,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE 100 MG CAPSULE,60505013400,5.74140,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE 100 MG/ML SOLN,00172731320,2.82720,04/23/2014,ML,C/I,N,"4, 5",G,,
CYCLOSPORINE 100 MG/ML SOLN,00591222455,2.82720,04/23/2014,ML,C/I,N,"4, 5",G,,
CYCLOSPORINE 100 MG/ML SOLN,60505035401,2.82720,04/23/2014,ML,C/I,N,"4, 5",G,,
CYCLOSPORINE 25 MG CAPSULE,60505013300,1.40080,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 100 MG,00172731200,2.54191,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 100 MG,00172731246,2.54191,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 100 MG,00185093330,2.54191,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 100 MG,00591222315,2.54191,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 25 MG,00172731000,0.69558,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 25 MG,00172731046,0.69558,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 25 MG,00185093230,0.69558,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 25 MG,00591222215,0.69558,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 50 MG,00172731100,1.19673,06/18/2014,EA,C/I,N,1,G,,
CYCLOSPORINE MODIFIED 50 MG,00172731146,1.19673,06/18/2014,EA,C/I,N,1,G,,
CYMBALTA 20 MG CAPSULE,00002323560,6.25613,05/21/2014,EA,C/I,N,2,B,4.75644,06/18/2014
CYMBALTA 30 MG CAPSULE,00002324001,7.05591,11/21/2013,EA,C/I,N,2,B,5.19723,06/18/2014
CYMBALTA 30 MG CAPSULE,00002324030,7.05591,11/21/2013,EA,C/I,N,2,B,5.19723,06/18/2014
CYMBALTA 30 MG CAPSULE,00002324033,7.05591,11/21/2013,EA,C/I,N,2,B,5.19723,06/18/2014
CYMBALTA 30 MG CAPSULE,00002324090,7.05591,11/21/2013,EA,C/I,N,2,B,5.19723,06/18/2014
CYMBALTA 60 MG CAPSULE,00002327001,7.04018,06/18/2014,EA,C/I,N,1,B,5.19021,06/18/2014
CYMBALTA 60 MG CAPSULE,00002327004,7.04018,06/18/2014,EA,C/I,N,1,B,5.19021,06/18/2014
CYMBALTA 60 MG CAPSULE,00002327030,7.04018,06/18/2014,EA,C/I,N,1,B,5.19021,06/18/2014
CYMBALTA 60 MG CAPSULE,00002327033,7.04018,06/18/2014,EA,C/I,N,1,B,5.19021,06/18/2014
CYPROHEPTADINE 2 MG/5 ML SYRUP,00472140016,0.09227,06/18/2014,ML,C/I,N,"1, 5",G,,
CYPROHEPTADINE 2 MG/5 ML SYRUP,64980050448,0.09227,06/18/2014,ML,C/I,N,"1, 5",G,,
CYPROHEPTADINE 4 MG TABLET,00093292901,0.55000,06/18/2014,EA,C/I,N,1,G,,
CYPROHEPTADINE 4 MG TABLET,00093292910,0.55000,06/18/2014,EA,C/I,N,1,G,,
CYPROHEPTADINE 4 MG TABLET,51991083801,0.55000,06/18/2014,EA,C/I,N,1,G,,
CYPROHEPTADINE 4 MG TABLET,51991083810,0.55000,06/18/2014,EA,C/I,N,1,G,,
CYPROHEPTADINE 4 MG TABLET,60258085001,0.55000,06/18/2014,EA,C/I,N,1,G,,
CYPROHEPTADINE 4 MG TABLET,60258085010,0.55000,06/18/2014,EA,C/I,N,1,G,,
CYTOMEL 25 MCG TABLET,60793011601,1.32033,06/01/2014,EA,C/I,N,2,B,0.73606,06/18/2014
CYTOMEL 5 MCG TABLET,60793011501,1.00653,06/01/2014,EA,C/I,N,2,B,0.52414,06/18/2014
CYTOMEL 50 MCG TABLET,60793011701,2.02120,06/01/2014,EA,C/I,N,4,B,1.08125,06/18/2014
CYTRA-2 ORAL SOLUTION,60258000116,0.01359,06/18/2014,ML,C/I,N,"1, 5",G,,
CYTRA-3 SYRUP,60258000216,0.02563,06/18/2014,ML,C/I,N,"1, 5",G,,
CYTRA-K CRYSTALS PACKET,60258000501,0.51001,12/18/2013,EA,C/I,N,4,G,,
CYTRA-K ORAL SOLUTION,60258000316,0.06633,06/18/2014,ML,C/I,N,"1, 5",G,,
D-AMPHETAMINE ER 10 MG CAPSULE,00406896101,3.72257,06/18/2014,EA,C/I,N,1,G,,
D-AMPHETAMINE ER 10 MG CAPSULE,00555095502,3.72257,06/18/2014,EA,C/I,N,1,G,,
D-AMPHETAMINE ER 10 MG CAPSULE,54505032809,3.72257,06/18/2014,EA,C/I,N,"1, 6",G,,
D-AMPHETAMINE ER 10 MG CAPSULE,64720032809,3.72257,06/18/2014,EA,C/I,N,"1, 6",G,,
D-AMPHETAMINE ER 15 MG CAPSULE,00406896201,4.49663,06/18/2014,EA,C/I,N,1,G,,
D-AMPHETAMINE ER 15 MG CAPSULE,00555095602,4.49663,06/18/2014,EA,C/I,N,1,G,,
D-AMPHETAMINE ER 15 MG CAPSULE,54505032909,4.49663,06/18/2014,EA,C/I,N,"1, 6",G,,
D-AMPHETAMINE ER 15 MG CAPSULE,64720032909,4.49663,06/18/2014,EA,C/I,N,"1, 6",G,,
D-AMPHETAMINE ER 5 MG CAPSULE,00406896001,2.72827,06/18/2014,EA,C/I,N,1,G,,
D-AMPHETAMINE ER 5 MG CAPSULE,00555095402,2.72827,06/18/2014,EA,C/I,N,1,G,,
D-AMPHETAMINE ER 5 MG CAPSULE,54505032709,2.72827,06/18/2014,EA,C/I,N,"1, 6",G,,
D-AMPHETAMINE ER 5 MG CAPSULE,64720032709,2.72827,06/18/2014,EA,C/I,N,"1, 6",G,,
DAILY VITAMIN + IRON TABLET,51645074101,0.01434,06/20/2013,EA,C/I,Y,4,G,,
DAILY VITAMIN FORMULA TABLET,51645074001,0.01598,06/18/2014,EA,C/I,Y,1,G,,
DAILY VITAMIN FORMULA TABLET,51645074010,0.01598,06/18/2014,EA,C/I,Y,1,G,,
"DAIRY RELIEF 3,000 UNIT CAPLET",24385014976,0.07141,06/18/2014,EA,C/I,Y,1,G,,
DALIRESP 500 MCG TABLET,00456009530,7.56834,07/01/2014,EA,C/I,N,3,B,,
DALIRESP 500 MCG TABLET,00456009563,7.56834,07/01/2014,EA,C/I,N,3,B,,
DALIRESP 500 MCG TABLET,00456009590,7.56834,07/01/2014,EA,C/I,N,3,B,,
DALLERGY DROPS,16477012030,0.60423,03/19/2014,ML,C/I,Y,"4, 5, 6",B,,
DALLERGY SYRUP,16477082001,0.11669,05/21/2014,ML,C/I,Y,"4, 5, 6",B,,
DANAZOL 100 MG CAPSULE,00527136801,1.87430,09/19/2013,EA,C/I,N,4,G,,
DANAZOL 100 MG CAPSULE,00555063402,1.87430,09/19/2013,EA,C/I,N,4,G,,
DANAZOL 200 MG CAPSULE,00527136901,3.25435,06/18/2014,EA,C/I,N,1,G,,
DANAZOL 200 MG CAPSULE,00527136906,3.25435,06/18/2014,EA,C/I,N,1,G,,
DANAZOL 200 MG CAPSULE,00555063502,3.25435,06/18/2014,EA,C/I,N,1,G,,
DANAZOL 200 MG CAPSULE,00555063509,3.25435,06/18/2014,EA,C/I,N,1,G,,
DANAZOL 200 MG CAPSULE,68084007421,3.25435,06/18/2014,EA,C/I,N,1,G,,
DANTROLENE SODIUM 100 MG CAP,00115443301,1.52226,06/18/2014,EA,C/I,N,1,G,,
DANTROLENE SODIUM 25 MG CAP,00115441101,0.81390,06/18/2014,EA,C/I,N,1,G,,
DANTROLENE SODIUM 25 MG CAP,00115441103,0.81390,06/18/2014,EA,C/I,N,1,G,,
DANTROLENE SODIUM 25 MG CAP,42023014401,0.81390,06/18/2014,EA,C/I,N,"1, 6",G,,
DANTROLENE SODIUM 25 MG CAP,68084030021,0.81390,06/18/2014,EA,C/I,N,1,G,,
DANTROLENE SODIUM 50 MG CAP,00115442201,1.27666,06/18/2014,EA,C/I,N,1,G,,
DANTROLENE SODIUM 50 MG CAP,42023014501,1.27666,06/18/2014,EA,C/I,N,"1, 6",G,,
DAPSONE 100 MG TABLET,49938010130,1.04650,06/18/2014,EA,C/I,N,1,G,,
DAPSONE 25 MG TABLET,49938010230,0.85562,06/18/2014,EA,C/I,N,1,G,,
DARAPRIM 25 MG TABLET,52054033010,13.12323,01/03/2014,EA,C/I,N,4,B,,
DASETTA 1-35-28 TABLET,16714034801,0.44600,06/18/2014,EA,C/I,N,1,G,,
DASETTA 1-35-28 TABLET,16714034804,0.44600,06/18/2014,EA,C/I,N,1,G,,
DASETTA 7/7/7-28 TABLET,16714034601,0.58935,06/18/2014,EA,C/I,N,1,G,,
DASETTA 7/7/7-28 TABLET,16714034604,0.58935,06/18/2014,EA,C/I,N,1,G,,
DAY TIME LIQUID CAPSULE,24385003653,0.11713,06/18/2014,EA,C/I,Y,1,G,,
DAY TIME PE COLD-FLU SOFTGEL,37205070553,0.11713,06/18/2014,EA,C/I,Y,1,G,,
DAYHIST ALLERGY 1.34 MG TABLET,24385018351,0.20928,06/18/2014,EA,C/I,Y,1,G,,
DAYHIST ALLERGY 1.34 MG TABLET,36800028251,0.20928,06/18/2014,EA,C/I,Y,1,G,,
DAYPRO 600 MG CAPLET,00025138131,4.17057,06/01/2014,EA,C/I,N,4,B,2.45978,06/18/2014
DAYSEE 0.15-0.03-0.01 MG TAB,68180084611,1.99296,06/18/2014,EA,C/I,N,1,G,,
DAYSEE 0.15-0.03-0.01 MG TAB,68180084613,1.99296,06/18/2014,EA,C/I,N,1,G,,
DAYTIME COLD & FLU RLF SOFTGEL,36800021553,0.11713,06/18/2014,EA,C/I,Y,1,G,,
DAYTIME COLD & FLU RLF SOFTGEL,36800021560,0.11713,06/18/2014,EA,C/I,Y,1,G,,
DAYTIME LIQUID CAPSULE,00904576312,0.11713,06/18/2014,EA,C/I,Y,1,G,,
DAYTRANA 10 MG/9 HR PATCH,68968555203,7.46122,01/08/2014,EA,C/I,N,2,B,,
DAYTRANA 15 MG/9 HR PATCH,68968555303,7.46649,01/08/2014,EA,C/I,N,2,B,,
DAYTRANA 20 MG/9 HOUR PATCH,68968555403,7.41647,01/08/2014,EA,C/I,N,2,B,,
DAYTRANA 30 MG/9 HOUR PATCH,68968555503,7.41799,03/19/2014,EA,C/I,N,2,B,,
DDAVP 0.01% NASAL SPRAY,00075245201,69.12814,06/06/2014,ML,C/I,N,"3, 5",B,16.21889,06/18/2014
DE-CHLOR DM LIQUID,60258052116,0.02989,06/20/2013,ML,C/I,Y,"4, 5",G,,
DECONEX DMX TABLET,50991073060,0.62213,05/21/2014,EA,C/I,Y,4,G,,
DECONEX IR TABLET,50991071660,0.61159,05/21/2014,EA,C/I,Y,4,G,,
DEEP SEA 0.65% NOSE SPRAY,00904386575,0.02324,06/18/2014,ML,C/I,Y,"1, 5",G,,
DELESTROGEN 40 MG/ML VIAL,42023011201,38.24514,06/20/2013,ML,C/I,N,"4, 5",B,36.29920,06/18/2014
DELSYM 30 MG/5 ML SUSPENSION,63824017165,0.06766,11/21/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824017265,0.06766,11/21/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824017565,0.06766,11/21/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824017665,0.06766,11/28/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824027265,0.06766,11/21/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824027665,0.06766,11/21/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824017163,0.08052,10/24/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824017263,0.08052,11/28/2013,ML,C/I,Y,"2, 5",B,,
DELSYM 30 MG/5 ML SUSPENSION,63824017563,0.08306,05/21/2014,ML,C/I,Y,"2, 5",B,0.05581,06/18/2014
DELSYM 30 MG/5 ML SUSPENSION,63824017663,0.08306,05/21/2014,ML,C/I,Y,"2, 5",B,0.05581,06/18/2014
DELSYM 30 MG/5 ML SUSPENSION,63824027263,0.08306,05/21/2014,ML,C/I,Y,"2, 5",B,0.05581,06/18/2014
DELSYM 30 MG/5 ML SUSPENSION,63824027663,0.08306,05/21/2014,ML,C/I,Y,"2, 5",B,0.05581,06/18/2014
DELSYM COUGH+CHEST CNGST DM LQ,63824021366,0.04825,06/18/2014,ML,C/I,Y,"1, 5",B,,
DELSYM COUGH+COLD NIGHTTIME LQ,63824021166,0.04621,04/23/2014,ML,C/I,Y,"2, 5",B,,
DELSYM COUGH+SOOTH ACTION LOZ,63824016016,0.34146,05/21/2014,EA,C/I,Y,2,B,,
DELSYM COUGH+SOOTH ACTION LOZ,63824016116,0.34146,05/21/2014,EA,C/I,Y,2,B,,
DELSYM COUGH+SOOTH ACTION LOZ,63824016316,0.34146,05/21/2014,EA,C/I,Y,2,B,,
DELSYM COUGH+SOOTH ACTION LOZ,63824016416,0.34146,05/21/2014,EA,C/I,Y,2,B,,
DELZICOL DR 400 MG CAPSULE,00430075327,2.30431,04/03/2014,EA,C/I,N,2,B,,
DEMECLOCYCLINE 150 MG TABLET,00115211101,4.03444,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 150 MG TABLET,00555070102,4.03444,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 150 MG TABLET,61748011501,4.03444,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 150 MG TABLET,62584015901,4.03444,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 150 MG TABLET,65162055410,4.03444,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 300 MG TABLET,00115212214,7.17684,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 300 MG TABLET,00555070284,7.17684,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 300 MG TABLET,61748011348,7.17684,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 300 MG TABLET,62584016311,7.17684,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 300 MG TABLET,62584016365,7.17684,06/18/2014,EA,C/I,N,1,G,,
DEMECLOCYCLINE 300 MG TABLET,65162055548,7.17684,06/18/2014,EA,C/I,N,1,G,,
DEMEROL 100 MG/ML AMPUL,00409125601,2.66247,05/21/2014,ML,C/I,N,"4, 5",B,,
DEMEROL 100 MG/ML SYRINGE,00409118069,4.38119,01/01/2014,ML,C/I,N,"4, 5",B,,
DEMEROL 50 MG/ML AMPUL,00409125301,2.75808,06/18/2014,ML,C/I,N,"1, 5",B,,
DEMEROL 50 MG/ML SYRINGE,00409117830,4.47376,01/01/2014,ML,C/I,N,"4, 5",B,,
DENAVIR 1% CREAM,40076062405,94.87393,04/01/2014,GM,C/I,N,"2, 5",B,,
DENAVIR 1% CREAM,50816062405,94.87393,04/01/2014,GM,C/I,N,"2, 5",B,,
DENTA 5000 PLUS CREAM,64980030650,0.06328,06/18/2014,GM,C/I,N,"1, 5",G,,
DENTA 5000 PLUS CREAM,64980030550,0.07043,06/18/2014,GM,C/I,N,"1, 5",G,,
DENTAGEL 1.1% GEL,64980030760,0.06188,06/18/2014,GM,C/I,N,"1, 5",G,,
DEPADE 50 MG TABLET,00406009201,0.97077,06/18/2014,EA,C/I,N,1,G,,
DEPADE 50 MG TABLET,00406009203,0.97077,06/18/2014,EA,C/I,N,1,G,,
DEPAKENE 250 MG/5 ML SOLUTION,00074568216,0.80219,07/01/2014,ML,C/I,N,"3, 5",B,,
DEPAKOTE 125 MG SPRINKLE CAP,00074611411,1.28347,07/01/2014,EA,C/I,N,3,B,0.36849,06/18/2014
DEPAKOTE 125 MG SPRINKLE CAP,00074611413,1.28347,07/01/2014,EA,C/I,N,3,B,0.36849,06/18/2014
DEPAKOTE DR 125 MG TABLET,00074621213,1.33958,07/01/2014,EA,C/I,N,3,B,0.05028,06/18/2014
DEPAKOTE DR 250 MG TABLET,00074621413,2.68020,07/01/2014,EA,C/I,N,3,B,0.08704,06/18/2014
DEPAKOTE DR 250 MG TABLET,00074621453,2.68020,07/01/2014,EA,C/I,N,3,B,0.08704,06/18/2014
DEPAKOTE DR 500 MG TABLET,00074621513,4.87584,07/01/2014,EA,C/I,N,3,B,0.12714,06/18/2014
DEPAKOTE DR 500 MG TABLET,00074621553,4.87584,07/01/2014,EA,C/I,N,3,B,0.12714,06/18/2014
DEPAKOTE ER 250 MG TABLET,00074382611,2.40500,07/01/2014,EA,C/I,N,3,B,1.53863,06/18/2014
DEPAKOTE ER 250 MG TABLET,00074382613,2.40500,07/01/2014,EA,C/I,N,3,B,1.53863,06/18/2014
DEPAKOTE ER 500 MG TABLET,00074712611,4.21014,07/01/2014,EA,C/I,N,3,B,2.38072,06/18/2014
DEPAKOTE ER 500 MG TABLET,00074712613,4.21014,07/01/2014,EA,C/I,N,3,B,2.38072,06/18/2014
DEPAKOTE ER 500 MG TABLET,00074712653,4.21014,07/01/2014,EA,C/I,N,3,B,2.38072,06/18/2014
DEPO-ESTRADIOL 5 MG/ML VIAL,00009027101,10.24326,06/01/2014,ML,C/I,N,"2, 5",B-ANDA,,
DEPO-MEDROL 40 MG/ML VIAL,00009028003,4.98660,05/21/2014,ML,C/I,N,"4, 5",B,,
DEPO-MEDROL 40 MG/ML VIAL,00009307301,8.00167,06/18/2014,ML,C/I,N,"1, 5",B,,
DEPO-MEDROL 40 MG/ML VIAL,00009307322,8.00167,06/18/2014,ML,C/I,N,"1, 5",B,,
DEPO-MEDROL 80 MG/ML VIAL,00009030602,9.80640,05/21/2014,ML,C/I,N,"4, 5",B,6.95520,04/23/2014
DEPO-MEDROL 80 MG/ML VIAL,00009347501,11.64348,01/22/2014,ML,C/I,N,"4, 5",B,6.67200,06/18/2014
DEPO-MEDROL 80 MG/ML VIAL,00009347522,11.64348,01/22/2014,ML,C/I,N,"4, 5",B,6.67200,06/18/2014
DEPO-PROVERA 150 MG/ML SYRINGE,00009737607,121.83733,06/01/2014,ML,C/I,N,"4, 5",B,62.51756,06/18/2014
DEPO-PROVERA 150 MG/ML SYRINGE,00009737611,121.83733,06/01/2014,ML,C/I,N,"4, 5",B,62.51756,06/18/2014
DEPO-PROVERA 150 MG/ML VIAL,00009074630,128.28305,06/01/2014,ML,C/I,N,"4, 5",B,51.21789,06/18/2014
DEPO-PROVERA 400 MG/ML VIAL,00009062601,110.79098,06/01/2014,ML,C/I,N,"4, 5",B,,
DEPO-SUBQ PROVERA 104 SYRINGE,00009470913,191.64193,06/01/2014,ML,C/I,N,"4, 5",B,,
DEPO-TESTOSTERONE 100 MG/ML VL,00009034702,6.25780,06/18/2014,ML,C/I,N,"1, 5",B-ANDA,5.01250,06/18/2014
DEPO-TESTOSTERONE 200 MG/ML,00009041702,5.68694,06/18/2014,ML,C/I,N,"1, 5",B-ANDA,7.46650,06/18/2014
DEPO-TESTOSTERONE 200 MG/ML,00009052010,5.68694,06/18/2014,ML,C/I,N,"1, 5",B-ANDA,7.46650,06/18/2014
DEPO-TESTOSTERONE 200 MG/ML,00009041701,14.00678,05/21/2014,ML,C/I,N,"2, 5",B-ANDA,17.88337,06/18/2014
DEPO-TESTOSTERONE 200 MG/ML,00009052001,14.00678,05/21/2014,ML,C/I,N,"2, 5",B-ANDA,17.88337,06/18/2014
DERMA-SMOOTHE-FS BODY OIL,68791010104,1.60927,02/19/2014,ML,C/I,N,"4, 5",B,1.46515,06/18/2014
DERMA-SMOOTHE-FS SCALP OIL,68791010204,1.61035,12/18/2013,ML,C/I,N,"4, 5",B,1.43273,06/18/2014
DERMAZENE CREAM,58980081110,1.11677,06/18/2014,GM,C/I,N,"1, 5",G,,
DERMOTIC OIL 0.01% EAR DROPS,68791010320,9.33394,12/18/2013,ML,C/I,N,"4, 5",B,8.66276,06/18/2014
DESENEX 2% POWDER,00067094930,0.05752,06/18/2014,GM,C/I,Y,"1, 5, 6",B,0.07252,09/19/2013
DESENEX 2% POWDER,00067094915,0.07527,06/18/2014,GM,C/I,Y,"1, 5, 6",B,,
DESENEX 2% SPRAY LIQUID,00067096946,0.03373,07/18/2013,GM,C/I,Y,"4, 5, 6",B,,
DESENEX 2% SPRAY POWDER,00067095940,0.03779,02/19/2014,GM,C/I,Y,"2, 5, 6",B,,
DESIPRAMINE 10 MG TABLET,00781197101,0.79766,06/18/2014,EA,C/I,N,1,G,,
DESIPRAMINE 10 MG TABLET,45963034102,0.79766,06/18/2014,EA,C/I,N,1,G,,
DESIPRAMINE 100 MG TABLET,00781197501,2.98937,06/18/2014,EA,C/I,N,1,G,,
DESIPRAMINE 100 MG TABLET,45963034502,2.98937,06/18/2014,EA,C/I,N,1,G,,
DESIPRAMINE 150 MG TABLET,00781197650,4.50237,03/19/2014,EA,C/I,N,4,G,,
DESIPRAMINE 150 MG TABLET,45963034650,4.50237,03/19/2014,EA,C/I,N,4,G,,
DESIPRAMINE 25 MG TABLET,00781197201,1.02516,06/18/2014,EA,C/I,N,1,G,,
DESIPRAMINE 25 MG TABLET,45963034202,1.02516,06/18/2014,EA,C/I,N,1,G,,
DESIPRAMINE 50 MG TABLET,00781197301,1.97791,06/18/2014,EA,C/I,N,1,G,,
DESIPRAMINE 50 MG TABLET,45963034302,1.97791,06/18/2014,EA,C/I,N,1,G,,
