DRAFT,,,,,,,
CMS,,,,,,,
NADAC Reference File as of 12/27/2012,,,,,,,
NDC Description,NDC,"NADAC
Per Unit",Pharmacy Type Indicator,OTC,Date,Explanation Code,Update
BENAZEPRIL HCL 40 MG TAB,60505026805,0.07359,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 40 MG TAB,63304034001,0.07359,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 40 MG TAB,63304034005,0.07359,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 40 MG TAB,65162075410,0.07359,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 40 MG TAB,65162075450,0.07359,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 40 MG TAB,65862011801,0.07359,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,00093512401,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,00185050501,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,00185050505,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,00378044101,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,60505026501,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,63304033701,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,65162075110,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL HCL 5 MG TAB,65162075150,0.06102,C/I,N,41263.0,1.0,N
BENAZEPRIL/HCTZ 10/12.5 MG TAB,00185020401,0.34341,C/I,N,41263.0,1.0,N
BENAZEPRIL/HCTZ 10/12.5 MG TAB,00378473501,0.34341,C/I,N,41263.0,1.0,N
BENAZEPRIL/HCTZ 20/12.5 MG TAB,00185021101,0.34449,C/I,N,41263.0,1.0,N
BENAZEPRIL/HCTZ 20/12.5 MG TAB,00378474501,0.34449,C/I,N,41263.0,1.0,N
BENAZEPRIL/HCTZ 20/25 MG TAB,00185027701,0.34416,C/I,N,41263.0,1.0,N
BENAZEPRIL/HCTZ 20/25 MG TAB,00378477501,0.34416,C/I,N,41263.0,1.0,N
BENAZEPRIL/HCTZ 5/6.25 MG TAB,00185012401,0.33981,C/I,N,41263.0,4.0,N
BENAZEPRIL/HCTZ 5/6.25 MG TAB,00378472501,0.33981,C/I,N,41263.0,4.0,N
BENICAR 20 MG TAB,65597010310,3.05243,C/I,N,41263.0,2.0,N
BENICAR 20 MG TAB,65597010330,3.05243,C/I,N,41263.0,2.0,N
BENICAR 20 MG TAB,65597010390,3.05243,C/I,N,41263.0,2.0,N
BENICAR 40 MG TAB,65597010410,4.26014,C/I,N,41263.0,2.0,N
BENICAR 40 MG TAB,65597010430,4.26014,C/I,N,41263.0,2.0,N
BENICAR 40 MG TAB,65597010490,4.26014,C/I,N,41263.0,2.0,N
BENICAR 5 MG TAB,65597010130,2.49273,C/I,N,41263.0,2.0,N
BENICAR HCT 20-12.5 MG TAB,65597010530,3.06252,C/I,N,41263.0,2.0,N
BENICAR HCT 20-12.5 MG TAB,65597010590,3.06252,C/I,N,41263.0,2.0,N
BENICAR HCT 40-12.5 MG TAB,65597010630,4.25751,C/I,N,41263.0,2.0,N
BENICAR HCT 40-12.5 MG TAB,65597010690,4.25751,C/I,N,41263.0,2.0,N
BENICAR HCT 40-25 MG TAB,65597010730,4.26577,C/I,N,41263.0,2.0,N
BENICAR HCT 40-25 MG TAB,65597010790,4.26577,C/I,N,41263.0,2.0,N
BENZACLIN 1 %-5 % GEL,00066049425,7.30177,C/I,N,41263.0,"2, 5",N
BENZACLIN GEL 35G PUMP,00066049455,6.26126,C/I,N,41263.0,"2, 5",N
BENZAMYCINPAK GEL,00066057760,2.83569,C/I,N,41263.0,"1, 5",N
BENZEDREX INHALER,00225061023,3.39091,C/I,Y,41263.0,"2, 5",N
BENZEFOAM 5.3% EMOLLIENT FOAM,16781019460,3.32251,C/I,N,41263.0,"4, 5",N
BENZEFOAM 5.3% EMOLLIENT FOAM,16781019496,2.1508,C/I,N,41263.0,"1, 5",N
BENZEFOAM ULTRA 9.8% FOAM,16781020196,2.17156,C/I,N,41263.0,"2, 5",N
BENZOIN TINCTURE,49348080130,0.0455,C/I,Y,41263.0,"4, 5",N
BENZONATATE 100 MG CAP,00904590440,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,00904590460,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,50111085101,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,50111085102,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,57664013388,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,65162053610,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,65162053650,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,67877010501,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,67877010505,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,68084021401,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,68382024701,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 100 MG CAP,68382024705,0.08845,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,00555188302,0.15196,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,00904625460,0.15196,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,57664013488,0.15196,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,65162053710,0.15196,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,65162053750,0.15196,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,67877010601,0.15196,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,67877010605,0.15196,C/I,N,41263.0,1.0,N
BENZONATATE 200 MG CAP,68382024801,0.15196,C/I,N,41263.0,1.0,N
BENZOYL PEROXIDE 10 % GEL (GRAM),00536409256,0.05257,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 10 % GEL (GRAM),45802030896,0.23253,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 10 % GEL (GRAM),45802091596,0.23253,C/I,N,41263.0,"1, 5",N
BENZOYL PEROXIDE 10 % LOTION,00536081595,0.07378,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 10% WASH,67405083005,0.05381,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 10% WASH,67405083008,0.04659,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 2.5% GEL,45802010196,0.22424,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 2.5% GEL,45802090596,0.22424,C/I,N,41263.0,"1, 5",N
BENZOYL PEROXIDE 5 % GEL (GRAM),00536408956,0.05273,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 5 % GEL (GRAM),45802021601,0.17731,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 5 % GEL (GRAM),45802021696,0.22477,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 5 % GEL (GRAM),45802091001,0.17731,C/I,N,41263.0,"1, 5",N
BENZOYL PEROXIDE 5 % GEL (GRAM),45802091096,0.22477,C/I,N,41263.0,"1, 5",N
BENZOYL PEROXIDE 5 % LOTION,00536081095,0.05128,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 5% WASH,67405042505,0.05122,C/I,N,41263.0,"1, 5",N
BENZOYL PEROXIDE 5% WASH,67405082505,0.05122,C/I,Y,41263.0,"1, 5",N
BENZOYL PEROXIDE 5% WASH,67405082508,0.03939,C/I,Y,41263.0,"1, 5",N
BENZPHETAMINE HCL 50 MG TAB,10702004001,0.62506,C/I,N,41263.0,1.0,N
BENZPHETAMINE HCL 50 MG TAB,10702004003,0.62506,C/I,N,41263.0,1.0,N
BENZPHETAMINE HCL 50 MG TAB,10702004050,0.62506,C/I,N,41263.0,1.0,N
BENZPHETAMINE HCL 50 MG TAB,43547026310,0.62506,C/I,N,41263.0,1.0,N
BENZPHETAMINE HCL 50 MG TAB,64376065001,0.62506,C/I,N,41263.0,1.0,N
BENZPHETAMINE HCL 50 MG TAB,64376065005,0.62506,C/I,N,41263.0,1.0,N
BENZPHETAMINE HCL 50 MG TAB,64376065031,0.62506,C/I,N,41263.0,1.0,N
BENZPHETAMINE HCL 50 MG TAB,64376065090,0.62506,C/I,N,41263.0,1.0,N
BENZTROPINE MES 0.5 MG TAB,00603243321,0.04064,C/I,N,41263.0,1.0,N
BENZTROPINE MES 0.5 MG TAB,00603243332,0.04064,C/I,N,41263.0,1.0,N
BENZTROPINE MES 0.5 MG TAB,00832108000,0.04064,C/I,N,41263.0,1.0,N
BENZTROPINE MES 0.5 MG TAB,00904105560,0.04064,C/I,N,41263.0,1.0,N
BENZTROPINE MES 0.5 MG TAB,00904105561,0.04064,C/I,N,41263.0,1.0,N
BENZTROPINE MES 0.5 MG TAB,50111039301,0.04064,C/I,N,41263.0,1.0,N
BENZTROPINE MES 0.5 MG TAB,68084038101,0.04064,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,00603243421,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,00603243432,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,00832108100,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,00832108110,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,00904105661,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,00904105680,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,50111039401,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,50111039403,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,64720014410,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,64720014411,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,64980011201,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,64980011210,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 1 MG TAB,68084038801,0.04262,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,00603243521,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,00603243532,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,00832108200,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,00832108210,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,00904105760,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,00904105761,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,00904105780,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,50111039501,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,50111039503,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,51079022201,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,51079022220,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,64720014510,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,64720014511,0.06201,C/I,N,41263.0,1.0,N
BENZTROPINE MES 2 MG TAB,68084038901,0.06201,C/I,N,41263.0,1.0,N
BEPREVE 1.5% EYE DROPS,67425000750,24.50747,C/I,N,41263.0,"2, 5",N
BEPREVE 1.5% EYE DROPS,67425000775,23.07773,C/I,N,41263.0,"2, 5",N
BESIVANCE 0.6% SUSP,24208044605,19.49079,C/I,N,41263.0,"2, 5",N
BETADINE 10% SOLN,00603155056,0.0082,C/I,Y,41263.0,"1, 5",N
BETADINE 10% SOLN,00603155058,0.00596,C/I,Y,41263.0,"1, 5",N
BETADINE 10% SOLN,00904110309,0.0145,C/I,Y,41263.0,"4, 5",N
BETADINE 10% SOLN,49348062237,0.0145,C/I,Y,41263.0,"4, 5",N
BETADINE 10% SOLN,63868023008,0.0082,C/I,Y,41263.0,"1, 5",N
BETADINE 10% SOLUTION,67618015008,0.04294,C/I,Y,41263.0,"2, 5, 6",N
BETADINE 10% SOLUTION,67618015009,0.04294,C/I,Y,41263.0,"2, 5, 6",N
BETADINE 7.5% SKIN CLEANSER,67618014904,0.0757,C/I,Y,41263.0,"2, 5, 6",N
BETAMET DIPROP/PROP GLY 0.05% LOT,00168026730,1.49727,C/I,N,41263.0,"1, 5",N
BETAMET DIPROP/PROP GLY 0.05% LOT,00168026760,1.53295,C/I,N,41263.0,"1, 5",N
BETAMET DIPROP/PROP GLY 0.05% LOT,51672134003,1.49727,C/I,N,41263.0,"1, 5",N
BETAMET DIPROP/PROP GLY 0.05% LOT,51672134004,1.53295,C/I,N,41263.0,"1, 5",N
BETAMETHASONE AC-SP 6 MG/ML VL,00517072001,5.82089,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,00168026515,0.48625,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,00168026550,0.20681,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,00781707427,0.48625,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,00781707450,0.20681,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,45802037632,0.20681,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,45802037635,0.48625,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,51672131001,0.48625,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,51672131003,0.20681,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,68462029017,0.48625,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD CRM,68462029052,0.20681,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD OINT,00472038215,3.10667,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD OINT,00472038245,2.01447,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD OINT,51672131701,3.10667,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% AUGMTD OINT,66993089715,3.10667,C/I,N,41263.0,"1, 5, 6",N
BETAMETHASONE DP 0.05% CRM,00168005515,1.65911,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% CRM,00168005546,1.18014,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% CRM,00472038015,1.65911,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% CRM,00472038045,1.18014,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% CRM,51672127401,1.65911,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% CRM,51672127406,1.18014,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% GEL,51672130901,2.794,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% GEL,51672130903,1.8474,C/I,N,41263.0,"4, 5",N
BETAMETHASONE DP 0.05% LOT,00168005760,0.58133,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% LOT,45802002146,0.58133,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% OINT,00168005615,2.22985,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% OINT,00168005646,1.52911,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% OINT,00472038115,2.22985,C/I,N,41263.0,"1, 5",N
BETAMETHASONE DP 0.05% OINT,00472038145,1.52911,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% CRM,00168004015,0.7469,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% CRM,00168004046,0.50372,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% CRM,00472037015,0.7469,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% CRM,00472037045,0.50372,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% CRM,51672126901,0.7469,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% CRM,51672126906,0.50372,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% LOT,00093067139,0.70832,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% LOT,00168004160,0.70832,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% LOT,54879000460,0.70832,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% OINT,00168003315,0.99626,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% OINT,00168003346,0.67064,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% OINT,00472037115,0.99626,C/I,N,41263.0,"1, 5",N
BETAMETHASONE VA 0.1% OINT,00472037145,0.67064,C/I,N,41263.0,"1, 5",N
BETAPACE 80 MG TAB,50419010510,3.63792,C/I,N,41263.0,4.0,N
BETAPACE 80 MG TAB,50419011506,3.63792,C/I,N,41263.0,4.0,N
BETASERON 0.3 MG KIT,00078056912,282.99018,C/I,N,41254.0,3.0,N
BETASERON 0.3 MG KIT,50419052335,282.99018,C/I,N,41254.0,3.0,N
BETAXOLOL 10 MG TAB,10702001301,0.75526,C/I,N,41263.0,"4, 6",N
BETAXOLOL 10 MG TAB,42806003801,0.75526,C/I,N,41263.0,4.0,N
BETAXOLOL HCL 0.5 % DROPS,17478070510,9.80564,C/I,N,41263.0,"1, 5",N
BETAXOLOL HCL 0.5 % DROPS,17478070511,9.5342,C/I,N,41263.0,"1, 5",N
BETAXOLOL HCL 0.5 % DROPS,61314024501,9.80564,C/I,N,41263.0,"1, 5, 6",N
BETAXOLOL HCL 0.5 % DROPS,61314024503,9.5342,C/I,N,41263.0,"1, 5, 6",N
BETAXOLOL HCL 20 MG TAB,10702001401,1.26626,C/I,N,41263.0,4.0,N
BETAXOLOL HCL 20 MG TAB,42806003901,1.26626,C/I,N,41263.0,4.0,N
BETHANECHOL 10 MG TAB,00115952201,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,00527134001,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,00832051100,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,00832051101,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,00904617760,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,50111032401,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,57664010488,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,64679096601,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,64980016101,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,65162057210,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,67877013801,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 10 MG TAB,68084016601,0.19532,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,00115953301,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,00527135601,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,00832051200,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,00832051201,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,00904617860,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,50111032501,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,57664013888,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,64679096701,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,64980016201,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,65162057310,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,67877013901,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 25 MG TAB,68084011001,0.19363,C/I,N,41263.0,1.0,N
BETHANECHOL 5 MG TAB,00115951101,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,00527133201,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,00832051000,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,00904617660,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,50111032301,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,57664013788,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,64679096501,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,64980016001,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,65162057110,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL 5 MG TAB,67877013701,0.11232,C/I,N,41263.0,4.0,N
BETHANECHOL CHLORIDE 50 MG TAB,00115954401,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,00832051300,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,00832051301,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,00904617960,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,50111032601,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,57664010688,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,64679096801,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,64980016301,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,65162057410,0.48469,C/I,N,41263.0,1.0,N
BETHANECHOL CHLORIDE 50 MG TAB,67877014001,0.48469,C/I,N,41263.0,1.0,N
BETIMOL 0.5% EYE DROPS,68669052505,11.34589,C/I,N,41263.0,"2, 5",N
BETIMOL 0.5% EYE DROPS,68669052510,10.91725,C/I,N,41263.0,"2, 5",N
BETOPTIC S 0.25% EYE DROPS,00065024610,14.93677,C/I,N,41263.0,"2, 5",N
BETOPTIC S 0.25% EYE DROPS,00065024615,14.8542,C/I,N,41263.0,"2, 5",N
BEYAZ 28 TAB,50419040703,2.99755,C/I,N,41263.0,2.0,N
BICALUTAMIDE 50 MG TAB,00093022001,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00093022056,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00378701705,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00378701793,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00781540901,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00781540931,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00781540964,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00904601946,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,00904601960,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,16714057101,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,16714057102,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,16729002301,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,16729002310,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,41616048583,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,41616048588,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,51079069201,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,51079069203,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,51991056001,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,60505264201,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,60505264203,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,62175013232,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,68084037421,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,68382022401,0.47585,C/I,N,41263.0,1.0,N
BICALUTAMIDE 50 MG TAB,68382022406,0.47585,C/I,N,41263.0,1.0,N
BIDIL TABLET,12948000112,1.99948,C/I,N,41263.0,2.0,N
BIDIL TABLET,24338001018,1.99948,C/I,N,41263.0,"2, 6",N
BINOSTO 70 MG TABLET EFF,00178010102,31.01938,C/I,N,41263.0,1.0,N
BIOTIN 300 MCG TABLET,00536665901,0.02416,C/I,Y,41263.0,1.0,N
BIO-TUSSI LIQ,00031861318,0.03052,C/I,Y,41263.0,"2, 5, 6",N
BIO-TUSSI LIQ,00031873418,0.03052,C/I,Y,41263.0,"2, 5, 6",N
BISAC-EVAC 10 MG SUPP,00536135501,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00536135512,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00574705012,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00574705050,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00713010901,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00713010905,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00713010908,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00713010910,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00713010912,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00713010950,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00904505812,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,00904505860,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,24385010753,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,37205010253,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,45802057242,0.1017,C/I,Y,41263.0,"1, 6",N
BISAC-EVAC 10 MG SUPP,45802057253,0.1017,C/I,Y,41263.0,"1, 6",N
BISAC-EVAC 10 MG SUPP,45802057278,0.1017,C/I,Y,41263.0,"1, 6",N
BISAC-EVAC 10 MG SUPP,45802071030,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,45802071032,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,45802071033,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,49348097967,0.1017,C/I,Y,41263.0,1.0,N
BISAC-EVAC 10 MG SUPP,63868032808,0.1017,C/I,Y,41263.0,1.0,N
