October 2015 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective October 1, 2015 through December 31, 2015",,,,,,,,,
,,,,,,,,,
Note 1: This crosswalk is based on published drug and biological pricing data and information submitted to CMS by manufacturers. The information is intended to support ASP-based ,,,,,,,,,
Medicare Part B payments only. ,,,,,,,,,
Note 2: Please submit comments on the crosswalk to e-mail address: sec303aspdata@cms.hhs.gov. ,,,,,,,,,
,,,,,,,,,
_2015_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J1071,Inj testosterone cypionate,Sandoz Inc,00781-3074-71,Testosterone Cypionate,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,A-S Medication Solutions,54569-1411-00,Depo-Testosterone,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,A-S Medication Solutions,54569-2131-00,Testosterone Cypionate Usp/Nf,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,A-S Medication Solutions,54569-5301-00,Depo-Testosterone,1 MG,10,1,1000,1000
J1071,Inj testosterone cypionate,"CARACO PHARM. LABS., LTD.",62756-0015-40,Testosterone Cypionate,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,SUN PHARMACEUTICAL,62756-0016-40,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,"CARACO PHARM. LABS., LTD.",62756-0017-40,Testosterone Cypionate,1 MG,10,1,1000,1000
J1100,Dexamethasone sodium phos,PFIZER INC.,00069-0177-02,Dexamethasone Sodium Phosphate,1 MG,10,10,100,1000
J1100,Dexamethasone sodium phos,PFIZER INC.,00069-0178-02,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,PFIZER INC.,00069-0179-02,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,PFIZER INC.,00069-0192-02,Dexamethasone Sodium Phosphate,1 MG,30,25,120,3000
J1100,Dexamethasone sodium phos,"Pfizer, Inc.",00069-4541-02,Dexamethasone Sodium Phosphate,1 MG,10,10,100,1000
J1100,Dexamethasone sodium phos,"Pfizer, Inc.",00069-4543-02,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,"Pfizer, Inc.",00069-4545-02,Dexamethasone Sodium Phosphate,1 MG,30,25,120,3000
J1100,Dexamethasone sodium phos,"Pfizer, Inc.",00069-4547-02,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,AMERICAN REGENT,00517-4901-25,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,AMERICAN REGENT,00517-4905-25,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,AMERICAN REGENT,00517-4930-25,Dexamethasone Sodium Phosphate,1 MG,30,25,120,3000
J1100,Dexamethasone sodium phos,West-Ward Pharmaceuticals Corp,00641-0367-25,Dexamethasone Sodium Phosphate,1 MG,1,25,10,250
J1100,Dexamethasone sodium phos,A-S Medication Solutions,54569-3040-00,Dexamethasone Sodium Phosphate,1 MG,30,1,120,120
J1100,Dexamethasone sodium phos,A-S Medication Solutions,54569-4648-00,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,A-S Medication Solutions,54569-4728-00,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,"Fresenius Kabi USA, LLC",63323-0165-01,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,"Fresenius Kabi USA, LLC",63323-0165-05,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,"Fresenius Kabi USA, LLC",63323-0165-30,Dexamethasone Sodium Phosphate,1 MG,30,1,120,120
J1100,Dexamethasone sodium phos,"Fresenius Kabi USA, LLC",63323-0506-01,Dexamethasone Sodium Phosphate,1 MG,1,25,10,250
J1100,Dexamethasone sodium phos,"Fresenius Kabi USA, LLC",63323-0516-10,Dexamethasone Sodium Phosphate,1 MG,10,1,100,100
J1100,Dexamethasone sodium phos,MYLAN INSTITUTIONAL LLC,67457-0420-10,Dexamethasone Sodium Phosphate,1 MG,10,10,100,1000
J1100,Dexamethasone sodium phos,MYLAN INSTITUTIONAL LLC,67457-0421-30,Dexamethasone Sodium Phosphate,1 MG,30,25,120,3000
J1100,Dexamethasone sodium phos,BIONICHE PHARMA GROUP,67457-0422-54,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,MYLAN INSTITUTIONAL LLC,67457-0423-12,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1110,Inj dihydroergotamine mesylt,"Paddock Laboratories, Inc",00574-0850-05,Dihydroergotamine Mesylate,1 MG,1,5,1,5
J1110,Inj dihydroergotamine mesylt,"Paddock Laboratories, Inc",00574-0850-10,Dihydroergotamine Mesylate,1 MG,1,10,1,10
J1110,Inj dihydroergotamine mesylt,Bedford Laboratories,55390-0013-10,Dihydroergotamine Mesylate,1 MG,1,10,1,10
J1110,Inj dihydroergotamine mesylt,Valeant Pharmaceuticals International,66490-0041-01,D.H.E. 45,1 MG,1,10,1,10
J1120,Acetazolamid sodium injectio,Sagent Pharmaceuticals Inc,25021-0817-10,Acetazolamide Sodium,500 MG,1,1,1,1
J1120,Acetazolamid sodium injectio,"X-Gen Pharmaceuticals, Inc.",39822-0190-01,Acetazolamide Sodium,500 MG,1,1,1,1
J1120,Acetazolamid sodium injectio,"X-Gen Pharmaceuticals, Inc.",39822-0190-07,Acetazolamide Sodium,500 MG,1,1,1,1
J1120,Acetazolamid sodium injectio,"X-Gen Pharmaceuticals, Inc.",39822-0191-09,Acetazolamide Sodium,500 MG,1,1,1,1
J1160,Digoxin injection,GlaxoSmithkline,00173-0260-10,Lanoxin,0.5 MG,2,10,1,10
J1160,Digoxin injection,GlaxoSmithkline,00173-0260-35,Lanoxin,0.5 MG,2,50,1,50
J1160,Digoxin injection,GlaxoSmithkline,00173-0262-10,Lanoxin,0.5 MG,1,10,0.2,2
J1160,Digoxin injection,West-Ward Pharmaceuticals Corp,00641-1410-35,Digoxin,0.5 MG,2,25,1,25
J1160,Digoxin injection,Covis Pharmaceuticals,24987-0260-10,LANOXIN INJ,0.5 MG,1,10,0.2,2
J1160,Digoxin injection,Covis Pharmaceuticals,24987-0260-35,LANOXIN INJ,0.5 MG,2,50,1,50
J1160,Digoxin injection,COVIS PHARMACEUTICALS,24987-0262-10,Lanoxin,0.5 MG,1,10,0.2,2
J1162,Digoxin immune fab (ovine),"Savage Laboratories, Division of Nycomed US Inc.",00281-0365-10,Digifab,PER VIAL,1,1,1,1
J1162,Digoxin immune fab (ovine),BTG International,50633-0120-11,Digifab,PER VIAL,1,1,1,1
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00143-9881-25,PHENYTOIN,50 MG,5,25,5,125
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00143-9882-25,PHENYTOIN,50 MG,2,25,2,50
J1165,Phenytoin sodium injection,"HOSPIRA, INC",00409-1317-02,PHENYTOIN,50 MG,5,25,5,125
J1165,Phenytoin sodium injection,"HOSPIRA, INC",00409-1844-32,Phenytoin Sodium,50 MG,2,10,2,20
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00641-0493-25,Phenytoin Sodium,50 MG,2,25,2,50
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00641-2555-45,Phenytoin Sodium,50 MG,5,1,5,5
J1165,Phenytoin sodium injection,WEST-WARD PHARMACEUTICAL CORP.,00641-6138-25,Phenytoin Sodium,50 MG,2,25,2,50
J1165,Phenytoin sodium injection,WEST-WARD PHARMACEUTICAL CORP.,00641-6139-25,Phenytoin Sodium,50 MG,5,25,5,125
J1165,Phenytoin sodium injection,"X-Gen Pharmaceuticals, Inc.",39822-4050-03,PHENYTOIN,50 MG,2,25,2,50
J1165,Phenytoin sodium injection,"X-Gen Pharmaceuticals, Inc.",39822-4050-06,PHENYTOIN,50 MG,5,25,5,125
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1283-05,Hydromorphone Hcl,4 MG,0.5,10,0.125,1.25
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1283-10,HYDROMORPHONE HYDROCHLORIDE,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1283-31,Hydromorphone Hcl,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1304-31,Hydromorphone Hcl,4 MG,1,10,1,10
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1312-10,HYDROMORPHONE HYDROCHLORIDE,4 MG,1,10,0.5,5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1312-30,Hydromorphone Hcl,4 MG,1,10,0.5,5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2540-01,Hydromorphone Hcl,4 MG,1,10,1,10
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2552-01,Hydromorphone Hcl,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2634-01,Hydromorphone Hcl,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2634-05,Hydromorphone Hcl,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2634-50,Hydromorphone Hcl,4 MG,50,1,125,125
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-3356-01,Hydromorphone Hcl,4 MG,1,10,0.5,5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-3365-01,Hydromorphone Hcl,4 MG,1,25,0.5,12.5
J1170,Hydromorphone injection,West-Ward Pharmaceuticals Corp,00641-0121-25,Hydromorphone Hcl,4 MG,1,25,0.5,12.5
J1170,Hydromorphone injection,West-Ward Pharmaceuticals Corp,00641-2341-41,Hydromorphone Hcl,4 MG,20,1,10,10
J1170,Hydromorphone injection,"SICOR PHARMACEUTICALS, INC.",00703-0018-01,HYDROMORPHONE HYDROCHLORIDE,4 MG,50,1,125,125
J1170,Hydromorphone injection,"SICOR PHARMACEUTICALS, INC.",00703-0110-03,HYDROMORPHONE HYDROCHLORIDE,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,"SICOR PHARMACEUTICALS, INC.",00703-0113-03,HYDROMORPHONE HYDROCHLORIDE,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,Akorn,17478-0540-01,HYDROMORPHONE,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,Akorn,17478-0540-05,HYDROMORPHONE,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,Akorn,17478-0540-50,HYDROMORPHONE,4 MG,50,1,125,125
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0441-10,Hydromorphone Hcl,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0442-10,Hydromorphone Hcl,4 MG,2,10,0.5,5
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0442-25,Hydromorphone Hcl,4 MG,1,25,0.5,12.5
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0444-10,Hydromorphone Hcl,4 MG,1,10,1,10
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0445-01,Hydromorphone Hcl,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0445-05,Hydromorphone Hcl,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0445-50,Hydromorphone Hcl,4 MG,50,1,125,125
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0446-25,Hydromorphone Hcl,4 MG,1,1,62.5,62.5
J1190,Dexrazoxane HCl injection,"Pfizer, Inc.",00013-8717-62,Zinecard,250 MG,1,1,1,1
J1190,Dexrazoxane HCl injection,"Pfizer, Inc.",00013-8727-89,Zinecard,250 MG,1,1,2,2
J1190,Dexrazoxane HCl injection,Mylan Institutional,67457-0207-25,DEXRAZOXANE,250 MG,1,1,1,1
J1190,Dexrazoxane HCl injection,Mylan Institutional,67457-0208-50,DEXRAZOXANE,250 MG,1,1,2,2
J1200,Diphenhydramine hcl injectio,"HOSPIRA, INC",00409-2290-31,Diphenhydramine Hcl,50 MG,1,10,1,10
J1200,Diphenhydramine hcl injectio,West-Ward Pharmaceuticals Corp,00641-0376-25,Diphenhydramine Hcl,50 MG,1,25,1,25
J1200,Diphenhydramine hcl injectio,A-S Medication Solutions,54569-5608-00,Diphenhydramine Hcl,50 MG,1,1,1,1
J1200,Diphenhydramine hcl injectio,A-S Medication Solutions,54569-5815-00,Diphenhydramine Hcl,50 MG,1,25,1,25
J1200,Diphenhydramine hcl injectio,"Fresenius Kabi USA, LLC",63323-0664-01,Diphenhydramine Hcl,50 MG,1,25,1,25
J1200,Diphenhydramine hcl injectio,Mylan Institutional,67457-0124-10,Benadryl,50 MG,10,1,10,10
J1200,Diphenhydramine hcl injectio,BD RX,76045-0102-10,Diphenhydramine Hcl,50 MG,1,24,1,24
J1205,Chlorothiazide sodium inj,Akorn,17478-0419-40,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Sun Pharmaceutical Global Fze.,47335-0330-40,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,"Fresenius Kabi USA, LLC",63323-0658-20,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,"Fresenius Kabi USA, LLC",63323-0658-27,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Fresenius Kabi USA LLC,63323-0658-94,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,MYLAN INSTITUTIONAL LLC,67457-0263-30,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Oak,76478-0711-40,Diuril IV,500 MG,1,1,1,1
J1212,Dimethyl sulfoxide 50% 50 ML,Mylan Institutional,67457-0177-50,Rimso-50,50 ML,50,1,1,1
J1230,Methadone injection,Mylan Institutional,67457-0217-20,Methadone Hcl,10 MG,20,1,20,20
J1240,Dimenhydrinate injection,"Fresenius Kabi USA, LLC",63323-0366-01,Dimenhydrinate,50 MG,1,25,1,25
J1245,Dipyridamole injection,West-Ward Pharmaceuticals Corp,00641-2569-44,Dipyridamole,10 MG,10,5,5,25
J1250,Inj dobutamine HCL/250 mg,Baxter Healthcare Corporation,00338-1073-02,Dobutamine Hcl,250 MG,250,18,1,18
J1250,Inj dobutamine HCL/250 mg,Baxter Healthcare Corporation,00338-1075-02,Dobutamine Hcl,250 MG,250,18,2,36
J1250,Inj dobutamine HCL/250 mg,Baxter Healthcare Corporation,00338-1077-02,Dobutamine Hcl,250 MG,250,18,4,72
J1250,Inj dobutamine HCL/250 mg,"HOSPIRA, INC",00409-2025-20,Dobutamine Hcl,250 MG,20,10,1,10
J1250,Inj dobutamine HCL/250 mg,"HOSPIRA, INC",00409-2025-54,Dobutamine Hcl,250 MG,40,10,2,20
J1250,Inj dobutamine HCL/250 mg,"HOSPIRA, INC",00409-2344-01,Dobutamine Hcl,250 MG,20,1,1,1
J1250,Inj dobutamine HCL/250 mg,"HOSPIRA, INC",00409-2344-02,Dobutamine Hcl,250 MG,20,10,1,10
J1250,Inj dobutamine HCL/250 mg,"HOSPIRA, INC",00409-2344-88,Dobutamine Hcl,250 MG,20,10,1,10
J1260,Dolasetron mesylate,SANOFI-AVENTIS,00088-1206-32,Anzemet,10 MG,5,1,10,10
J1260,Dolasetron mesylate,SANOFI-AVENTIS,00088-1208-06,Anzemet,10 MG,0.625,6,1.25,7.5
J1260,Dolasetron mesylate,SANOFI-AVENTIS,00088-1209-26,Anzemet,10 MG,25,1,50,50
J1265,Dopamine injection,Baxter Healthcare Corporation,00338-1005-02,Dopamine In D5W,40 MG,250,18,5,90
J1265,Dopamine injection,Baxter Healthcare Corporation,00338-1005-03,Dopamine In D5W,40 MG,500,12,10,120
J1265,Dopamine injection,Baxter Healthcare Corporation,00338-1007-02,Dopamine In D5W,40 MG,250,18,10,180
J1265,Dopamine injection,Baxter Healthcare Corporation,00338-1007-03,Dopamine In D5W,40 MG,500,12,20,240
J1265,Dopamine injection,Baxter Healthcare Corporation,00338-1009-02,Dopamine In D5W,40 MG,250,18,20,360
J1265,Dopamine injection,"HOSPIRA, INC",00409-5820-01,DOPAMINE 200MG/5ML,40 MG,5,25,5,125
J1265,Dopamine injection,"HOSPIRA, INC",00409-7808-22,DOPAMINE HCL 200MGIN 5% DEXTROSE    LIFECARE 250ML,40 MG,250,12,5,60
J1265,Dopamine injection,"HOSPIRA, INC",00409-7808-24,DOPAMINE HCL 400MGIN 5% DEXTROSE    LIFECARE 500ML,40 MG,500,12,10,120
J1265,Dopamine injection,"HOSPIRA, INC",00409-7809-22,DOPAMINE HCL 400MGIN 5% DEXTROSE    LIFECARE 250ML,40 MG,250,12,10,120
J1265,Dopamine injection,"HOSPIRA, INC",00409-7809-24,Dopamine In D5W,40 MG,500,12,20,240
J1265,Dopamine injection,"HOSPIRA, INC",00409-7810-22,DOPAMINE HCL 800MGIN 5% DEXTROSE    LIFECARE 250ML,40 MG,250,12,20,240
J1265,Dopamine injection,"HOSPIRA, INC",00409-9104-20,DOPAMINE,40 MG,10,25,10,250
J1265,Dopamine injection,AMERICAN REGENT,00517-1305-25,Dopamine Hcl,40 MG,5,25,20,500
J1265,Dopamine injection,AMERICAN REGENT,00517-1805-25,Dopamine Hcl,40 MG,5,25,5,125
J1265,Dopamine injection,AMERICAN REGENT,00517-1905-25,Dopamine Hcl,40 MG,5,25,10,250
J1267,Doripenem injection,Shionogi Inc,50458-0401-02,DORIBAX,10 MG,1,10,50,500
J1267,Doripenem injection,Shionogi Inc,50458-0402-02,DORIBAX,10 MG,1,10,25,250
J1267,Doripenem injection,SHIONOGI INC,59630-0309-10,DORIBAX,10 MG,1,10,25,250
J1267,Doripenem injection,SHIONOGI INC,59630-0320-10,DORIBAX,10 MG,1,10,50,500
J1270,"Injection, doxercalciferol",WEST-WARD,00641-6154-25,DOXERCALCIFEROL,1 MCG,2,25,4,100
J1270,"Injection, doxercalciferol",SANDOZ,00781-3305-95,DOXERCALCIFEROL,1 MCG,2,10,4,40
J1270,"Injection, doxercalciferol",Genzyme Corporation,58468-0123-01,Hectorol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",Genzyme Corporation,58468-0126-01,HECTOROL,1 MCG,1,50,2,100
J1270,"Injection, doxercalciferol",GENZYME CORPORATION,58468-0127-01,Hectorol,1 MCG,2,50,4,200
J1290,Ecallantide injection,Dyax Corporation,47783-0101-01,KALBITOR¨ ,1 MG,1,3,10,30
J1300,Eculizumab injection,Alexion Pharmaceuticals,25682-0001-01,Soliris,10 MG,1,1,30,30
J1325,Epoprostenol injection,GlaxoSmithkline,00173-0517-00,Flolan,0.5 MG,1,1,1,1
J1325,Epoprostenol injection,GlaxoSmithkline,00173-0519-00,Flolan,0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"SICOR PHARMACEUTICALS, INC.",00703-1985-01,Epoprostenol,0.5 MG,1,1,1,1
J1325,Epoprostenol injection,"SICOR PHARMACEUTICALS, INC.",00703-1995-01,Epoprostenol,0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"Actelion Pharmaceuticals U.S, Inc",66215-0401-01,Epoprostenol,0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"Actelion Pharmaceuticals U.S, Inc",66215-0402-01,Epoprostenol (Veletri),0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"Actelion Pharmaceuticals U.S, Inc",66215-0403-01,Epoprostenol (Veletri),0.5 MG,1,1,1,1
J1335,Ertapenem injection,Merck Sharp & Dohme Corp.,00006-3843-71,Invanz,500 MG,1,10,2,20
J1335,Ertapenem injection,Merck Sharp & Dohme Corp.,00006-3845-71,Invanz,500 MG,1,10,2,20
J1364,Erythro lactobionate /500 MG,"HOSPIRA, INC",00409-6476-44,Erythromycin Lactobionate,500 MG,1,10,1,10
J1364,Erythro lactobionate /500 MG,"HOSPIRA, INC",00409-6482-01,ERYTHROMYCIN,500 MG,10,1,10,10
J1380,Estradiol valerate 10 MG inj,"Paddock Laboratories, Inc",00574-0870-05,ESTRADIOL VALERATE,10 MG,5,1,10,10
J1380,Estradiol valerate 10 MG inj,"Paddock Laboratories, Inc",00574-0872-05,Estradiol Valerate,10 MG,5,1,5,20
J1380,Estradiol valerate 10 MG inj,JHP Pharmaceuticals LLC,42023-0110-01,Delestrogen,10 MG,5,1,5,5
J1380,Estradiol valerate 10 MG inj,JHP Pharmaceuticals LLC,42023-0111-01,Delestrogen,10 MG,5,1,10,10
J1380,Estradiol valerate 10 MG inj,JHP Pharmaceuticals LLC,42023-0112-01,Delestrogen,10 MG,5,1,20,20
J1380,Estradiol valerate 10 MG inj,JHP Pharmaceuticals LLC,42023-0134-01,Estradiol Valerate,10 MG,5,1,5,5
J1380,Estradiol valerate 10 MG inj,JHP Pharmaceuticals LLC,42023-0135-01,Estradiol Valerate,10 MG,5,1,10,10
J1380,Estradiol valerate 10 MG inj,JHP Pharmaceuticals LLC,42023-0136-01,Estradiol Valerate,10 MG,5,1,20,20
J1410,Inj estrogen conjugate 25 MG,PFIZER INC.,00046-0749-05,Premarin,25 MG,1,1,1,1
J1430,Ethanolamine oleate 100 mg,QOL Medical,67871-4790-06,ETHANOLAMINE OLEATE,100 MG,2,10,1,10
J1438,Etanercept injection,"Amgen USA, Inc.",58406-0425-34,Enbrel,25 MG,1,4,1,4
J1438,Etanercept injection,"Amgen USA, Inc.",58406-0435-04,Enbrel (Etanercept),25 MG,1,4,2,8
J1438,Etanercept injection,"Amgen USA, Inc.",58406-0445-04,Enbrel,25 MG,1,4,2,8
J1438,Etanercept injection,"Amgen USA, Inc.",58406-0455-04,Enbrel,25 MG,0.5,4,1,4
J1439,Inj ferric carboxymaltos 1mg,"AMERICAN REGENT, INC.",00517-0650-01,Injectafer,1mg,15,1,750,750
J1439,Inj ferric carboxymaltos 1mg,"AMERICAN REGENT, INC.",00517-0650-02,Injectafer,1mg,15,2,750,1500
J1442,"Inj, Filgrastim G-CSF 1mcg","Amgen USA, Inc.",55513-0209-10,Neupogen,1 MCG,0.8,10,480,4800
J1442,"Inj, Filgrastim G-CSF 1mcg",AMGEN USA INC.,55513-0209-91,Neupogen,1 MCG,0.8,1,480,480
J1442,"Inj, Filgrastim G-CSF 1mcg","Amgen USA, Inc.",55513-0530-10,Neupogen,1 MCG,1,10,300,3000
J1442,"Inj, Filgrastim G-CSF 1mcg","Amgen USA, Inc.",55513-0546-10,Neupogen,1 MCG,1.6,10,480,4800
J1442,"Inj, Filgrastim G-CSF 1mcg","Amgen USA, Inc.",55513-0924-10,Neupogen,1 MCG,0.5,10,300,3000
J1442,"Inj, Filgrastim G-CSF 1mcg",AMGEN USA INC.,55513-0924-91,Neupogen,1 MCG,0.5,1,300,300
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0910-11,GRANIX,5 MCG,0.5,1,60,60
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0910-15,GRANIX,5 MCG,0.5,10,60,600
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0910-17,GRANIX,5 MCG,0.5,1,60,60
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0910-36,GRANIX,5 MCG,0.5,5,60,300
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0912-11,GRANIX,5 MCG,0.8,1,96,96
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0912-15,GRANIX,5 MCG,0.8,10,96,960
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0912-17,GRANIX,5 MCG,0.8,1,96,96
J1446,"Inj., tbo-Filgrastim, 5 mcg",TEVA PHARMACEUTICALS USA,63459-0912-36,GRANIX,5 MCG,0.8,5,96,480
J1450,Fluconazole,"Pfizer, Inc.",00049-3372-26,Diflucan In Sodium Chloride,200 MG,200,6,2,12
J1450,Fluconazole,"Pfizer, Inc.",00069-0038-03,Fluconazole Injection,200 MG,100,10,1,10
J1450,Fluconazole,"Pfizer, Inc.",00069-0045-03,Fluconazole Injection,200 MG,200,10,2,20
J1450,Fluconazole,WEST-WARD PHARMACEUTICAL CORP.,00143-9666-06,FLUCONAZOLE IN DEXTROSE,200 MG,200,6,2,12
J1450,Fluconazole,WEST-WARD PHARMACEUTICAL CORP.,00143-9667-06,FLUCONAZOLE IN DEXTROSE,200 MG,100,6,1,6
J1450,Fluconazole,WEST-WARD PHARMACEUTICAL CORP.,00143-9668-06,Fluconazole in Sodium Chloride,200 MG,200,6,2,12
J1450,Fluconazole,WEST-WARD PHARMACEUTICAL CORP.,00143-9669-06,Fluconazole in Sodium Chloride,200 MG,100,6,1,6
J1450,Fluconazole,West-Ward Pharmaceuticals Corp,00143-9899-91,DIFLUCAN,200 MG,100,6,1,6
J1450,Fluconazole,Baxter Healthcare Corporation,00338-6045-37,Fluconazole In Sodium Chloride,200 MG,200,10,2,20
J1450,Fluconazole,Baxter Healthcare Corporation,00338-6046-48,Fluconazole In Sodium Chloride,200 MG,100,10,1,10
J1450,Fluconazole,"HOSPIRA, INC",00409-4684-02,FLUCONAZOLE IN DEXTROSE,200 MG,200,6,2,12
J1450,Fluconazole,"HOSPIRA, INC",00409-4684-23,FLUCONAZOLE IN DEXTROSE,200 MG,100,6,1,6
J1450,Fluconazole,"HOSPIRA, INC",00409-4688-02,Fluconazole In Sodium Chloride,200 MG,200,6,2,12
J1450,Fluconazole,"HOSPIRA, INC",00409-4688-23,Fluconazole In Sodium Chloride,200 MG,100,6,1,6
J1450,Fluconazole,"HOSPIRA, INC",00409-4688-28,Fluconazole In Sodium Chloride,200 MG,100,6,1,6
J1450,Fluconazole,"HOSPIRA, INC",00409-4688-34,NOVAPLUS FLUCONAZOLE,200 MG,200,6,2,12
J1450,Fluconazole,"SICOR PHARMACEUTICALS, INC.",00703-1020-30,Fluconazole In Sodium Chloride,200 MG,200,6,2,12
J1450,Fluconazole,"SICOR PHARMACEUTICALS, INC.",00703-1029-30,Fluconazole In Sodium Chloride,200 MG,100,6,1,6
J1450,Fluconazole,Sagent Pharmaceuticals Inc,25021-0113-82,Fluconazole Injection,200 MG,100,10,1,10
J1450,Fluconazole,Sagent Pharmaceuticals Inc,25021-0113-87,Fluconazole Injection,200 MG,200,10,2,20
J1450,Fluconazole,Bedford Laboratories,55390-0012-01,Fluconazole In Sodium Chloride,200 MG,100,1,1,1
J1450,Fluconazole,Bedford Laboratories,55390-0046-01,Fluconazole In Sodium Chloride,200 MG,200,1,2,2
J1450,Fluconazole,Bedford Laboratories,55390-0194-01,Fluconazole,200 MG,50,1,0.5,0.5
J1450,Fluconazole,Bedford Laboratories,55390-0227-01,Fluconazole In Sodium Chloride,200 MG,100,10,1,10
J1450,Fluconazole,Bedford Laboratories,55390-0228-01,Fluconazole Injection in PVC Flexible Containers,200 MG,1,10,2,20
J1453,Fosaprepitant injection,Merck Sharp & Dohme Corp.,00006-3941-32,EMEND FOR INJECTION 150MG,1 MG,1,1,150,150
J1458,Galsulfase injection,"BioMarin Pharmaceutical, Inc.",68135-0020-01,Naglazyme,1 MG,1,1,1,5
