ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType
V797P-5067B,Genentech USA,04/01/2009,11/30/2015,00004-6202-01,,100,NAPROXEN NA 275MG TAB,ANAPROX 275MG TAB,MS102,T,T,197.21,01/01/2015,11/30/2015,FSS
V797D-40032,"J&J obo Janssen Pharmaceuticals, Inc",12/01/2013,11/30/2018,50458-0387-30,,30,"GALANTAMINE HYDROBROMIDE 8MG CAP,SA",RAZADYNE ER 8MG CAP,CN900,T,T,197.17,01/01/2015,11/30/2018,Big4
V797D-30268,Novartis Pharmaceuticals Corporation,10/01/2013,09/30/2018,00078-0471-15,,30,HYDROCHLOROTHIAZIDE 12.5MG/VALSARTAN 3200MG TAB,DIOVAN HCT 320MG/12.5MG TAB BLISTER PACK,CV400,T,T,197.15,01/01/2015,09/30/2018,FSS
V797D-40032,"J&J obo Janssen Pharmaceuticals, Inc",12/01/2013,11/30/2018,50458-0315-28,,28,"RISPERIDONE 1MG TAB,ORAL DISINTEGRATING",RISPERDAL M-TAB 1MG TAB,CN709,T,T,197.14,01/01/2015,11/30/2018,FSS
V797P-5224B,Medicis Pharmaceutical Corp.,02/15/2011,02/14/2016,99207-0300-30,,30 GM,"CLINDAMYCIN PO4 1.2%/TRETINOIN 0.025% GEL,TOP",ZIANA GEL,DE752,T,T,197.14,01/01/2015,02/14/2016,FSS
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0478-00,,1,"SUMATRIPTAN SUCCINATE 6MG/0.5ML INJ,STATDOSE RFL KIT",IMITREX STATDOSE INJ PREFILLED SYR REFILL,CN105,T,T,197.07,01/01/2015,09/29/2017,FSS
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0739-02,,1,"SUMATRIPTAN SUCCINATE 4MG/0.5ML INJ,STATDOSE RFL KIT",IMITREX 4MG/0.5ML INJ STATDOSE REFILL KIT,CN105,T,T,197.07,01/01/2015,09/29/2017,FSS
V797D-40032,"J&J obo Janssen Pharmaceuticals, Inc",12/01/2013,11/30/2018,50458-0253-03,,3X1ML,"HALOPERIDOL DECANOATE 50MG/ML INJ,1ML AMP","HALDOL DECANOATE 50 INJ,AMPULE",CN709,T,T,197.05,01/01/2015,11/30/2018,FSS
V797P-2276D,"Amgen USA, Inc.",09/30/2012,09/29/2017,55513-0924-91,,1X0.5ML,"FILGRASTIM 300MCG/ML (PF) INJ,SYRINGE,0.5ML",NEUPOGEN SINGLEJECT SYRINGE 300MCG/0.5ML,BL400,T,T,196.87,08/28/2014,09/29/2017,Big4
V797P-5234B,"Medline Industries, Inc.",03/15/2011,03/14/2016,53329-0161-23,,12X960GM,SKIN REPAIR CREAM W/PUMP,REMEDY SKIN REPAIR CREAM W/PUMP,DE900,F,T,196.82,03/15/2011,03/14/2016,FSS
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0859-10,,1,"FLUTICASONE 100MCG/VILANTEROL 25MCG INHL,ORAL,30D",BREO ELLIPTA INHALER 100/25MCG,RE109,T,T,196.8,01/01/2015,09/29/2017,FSS
V797P-5152B,"Daiichi Sankyo, Inc.",03/15/2010,10/31/2015,63395-0201-13,,100,CEVIMELINE HCL 30MG CAP,EVOXAC 30MG CAP,AU900,T,T,196.6,01/01/2015,10/31/2015,FSS
V797P-5070B,"Takeda Pharmaceuticals America, Inc. dba Takeda Europe R&D Centre Ltd",04/01/2009,03/31/2016,64764-0890-99,,120,BUPROPION 90MG/NALTREXONE HCL 8MG TAB,CONTRAVE 8MG/90MG TAB,CN900,T,T,196.59,09/10/2015,03/31/2016,FSS
V797D-30071,"Horizon Pharma USA, Inc.",01/01/2013,12/31/2017,75987-0031-04,,60,ESOMEPRAZOLE MAGNESIUM 20MG/NAPROXEN NA 375MG TAB,VIMOVO,MS102,T,T,196.58,01/01/2015,12/31/2017,Big4
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,68682-0709-90,,90,DILTIAZEM (CARDIZEM LA) 420MG SA TAB,DILTIAZEM HCL ER 420MG TAB,CV200,T,T,196.51,01/01/2015,11/14/2015,Big4
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,68682-0709-90,,90,DILTIAZEM (CARDIZEM LA) 420MG SA TAB,DILTIAZEM HCL ER 420MG TAB,CV200,T,T,196.51,01/01/2015,11/14/2015,FSS
V797P-2106D,"Eisai, Inc.",03/01/2012,02/28/2017,62856-0529-60,,60,"LORCASERIN HCL 10MG TAB, ORAL",BELVIQ 10MG TAB,GA751,T,T,196.49,01/01/2015,02/28/2017,FSS
V797P-5057B,Abbvie US LLC,03/01/2009,01/31/2016,00074-1940-63,,240ML,"RITONAVIR 80MG/ML SOLN,ORAL",NORVIR SOLUTION,AM800,T,T,196.49,01/01/2014,01/31/2016,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00069-1530-41,,100UD,"AMLODIPINE BESYLATE 5MG TAB,UD",NORVASC 5MG TAB,CV200,T,T,196.24,01/01/2015,10/31/2019,Big4
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-3475-03,,25X1ML,"METHYLPREDNISOLONE ACETATE 80MG/ML INJ,SUSP",DEPO-MEDROL SAS,HS051,T,T,196.23,01/01/2015,10/31/2019,FSS
V797D-30144,"Depomed, Inc.",10/15/2013,10/14/2018,13913-0004-19,,90,GABAPENTIN 300MG TAB,GRALISE 300MG TAB,CN400,T,T,196.2,01/01/2015,10/14/2018,FSS
V797P-5980X,TEVA Pharm,04/15/2008,03/31/2016,57844-0187-01,,100,PIMOZIDE 2MG TAB,ORAP 2MG TAB,CN900,T,T,196.15,01/01/2015,03/31/2016,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0325-30,,30UD,"SUVOREXANT 15MG TAB,UD","BELSOMRA 15MG TAB, UD",CN309,T,T,196.08,09/15/2015,11/30/2017,Big4
V797D-30256,Alaven Pharmaceutical LLC,09/15/2013,09/14/2018,68220-0066-05,,7X60,MESALAMINE 4GM/60ML SUSP/RTL,ROWASA ENEMA,RS100,T,T,195.97,01/01/2015,09/14/2018,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0335-30,,30UD,"SUVOREXANT 20MG TAB,UD","BELSOMRA 20MG TAB, UD",CN309,T,T,195.96,09/15/2015,11/30/2017,Big4
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0562-00,,9,"NARATRIPTAN HCL 2.5MG TAB,UD",AMERGE 2.5MG TABLETS,CN105,T,T,195.92,01/01/2015,09/29/2017,Big4
V797D-40027,"Ferring Pharmaceuticals, Inc.",02/01/2014,01/31/2019,00075-2451-53,,1,"DESMOPRESSIN ACETATE 4MCG/ML INJ,AMP,1ML",DDAVP 4MCG/ML INJ,HS702,T,T,195.89,01/01/2015,01/31/2019,FSS
V797D-40027,"Ferring Pharmaceuticals, Inc.",02/01/2014,01/31/2019,55566-2300-00,,1,"DESMOPRESSIN ACETATE 4MCG/ML INJ,AMP,1ML",DDAVP 4MCG/ML INJ,HS702,T,T,195.89,06/26/2015,01/31/2019,FSS
V797P-5182B,Sanofi Aventis U.S. LLC,10/15/2010,10/14/2015,00075-2451-53,,10ML,DESMOPRESSIN ACETATE 4MCG/ML INJ,DDAVP INJ MDV 4MCG/ML          10ML,HS702,T,T,195.89,01/01/2015,10/14/2015,FSS
V797D-30028,"Warner Chilcott (US), LLC",01/01/2013,12/31/2017,00430-0005-31,,3X28,"ESTROSTEP FE TAB,28","ESTROSTEP FE TAB,28",HS200,T,T,195.88,07/01/2015,12/31/2017,Big4
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0005-30,,30UD,"SUVOREXANT 5MG TAB,UD",BELSOMRA 5MG TABUD,CN309,T,T,195.88,09/15/2015,11/30/2017,Big4
V797P-5243B,"TrillaMed, LLC",05/01/2011,04/30/2016,00264-3153-11,,24X50ML,CEFTRIAXONE NA 1GM/50ML INJ,CEFTRIAXONE 1GM/50ML DUPLEX,AM117,F,T,195.86,06/15/2012,04/30/2016,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00052-0273-03,,3,"NUVARING 0.12MG/0.015MG/24HR RING,VAG",NUVARING,HS200,T,T,195.83,01/01/2015,11/30/2017,FSS
V797P-5893X,Merck Sharp & Dohme Corporation,04/15/2006,12/31/2015,00006-0745-54,,90,HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 100MG TAB,HYZAAR 100-12.5MG TAB UNIT-OF-USE,CV400,T,T,195.79,01/01/2015,12/31/2015,Big4
V797P-5893X,Merck Sharp & Dohme Corporation,04/15/2006,12/31/2015,00006-0745-54,,90,HYDROCHLOROTHIAZIDE 12.5MG/LOSARTAN POTASSIUM 100MG TAB,HYZAAR 100-12.5MG TAB UNIT-OF-USE,CV400,T,T,195.79,01/01/2015,12/31/2015,FSS
VA797P-12-C-0033,Baxter Healthcare Corporation,09/17/2012,09/16/2016,85412-0414-19,,15,ALL-IN-ONE EMPTY CONT. (3000ML),ALL-IN-ONE EMPTY CONT. (3000ML),XA900,F,F,195.75,09/17/2015,09/16/2016,NC
V797P-5067B,Genentech USA,04/01/2009,11/30/2015,00004-6316-01,,100,NAPROXEN 500MG TAB,NAPROSYN 500MG TAB,MS102,T,T,195.69,01/01/2015,11/30/2015,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-5190-01,,30,"TOLTERODINE TARTRATE 2MG CAP,SA",DETROL LA 2MG CAP,AU350,T,T,195.62,01/01/2015,10/31/2019,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-5191-01,,30,"TOLTERODINE TARTRATE 4MG CAP,SA",DETROL LA 4MG CAP,AU350,T,T,195.62,01/01/2015,10/31/2019,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,17478-0792-25,,25X1ML,"LIDOCAINE HCL 3.5% GEL,OPH","AKTEN 3.5% GEL,OPH",OP700,T,T,195.62,09/25/2015,12/31/2016,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,12/31/2016,17478-0792-25,,25X1ML,"LIDOCAINE HCL 3.5% GEL,OPH","AKTEN 3.5% GEL,OPH",OP700,T,T,195.62,09/25/2015,12/31/2016,FSS
V797P-5276B,"Par Pharmaceutical, Inc.",10/01/2011,09/30/2016,49884-0834-01,,100,"MORPHINE SO4 30MG CAP,SA","MORPHINE SULFATE 30MG CAP,SA",cn101,T,T,195.61,03/15/2015,09/30/2016,Big4
V797P-5276B,"Par Pharmaceutical, Inc.",10/01/2011,09/30/2016,49884-0834-01,,100,"MORPHINE SO4 30MG CAP,SA","MORPHINE SULFATE 30MG CAP,SA",cn101,T,T,195.61,03/15/2015,09/30/2016,FSS
V797D-30047,Merck Sharp & Dohme Corporation,12/01/2012,11/30/2017,00006-0033-30,,30UD,"SUVOREXANT 10MG TAB,UD","BELSOMRA 10MG TAB,UD",CN309,T,T,195.57,09/15/2015,11/30/2017,Big4
V797P-5119B,"Upstate Pharma, LLC",10/01/2009,04/01/2016,65580-0304-09,,90,"VENLAFAXINE HCL 225MG TAB,SA",VENLAFAXINE HCL 225MG TAB ER,CN609,T,T,195.52,01/01/2015,04/01/2016,FSS
V797P-5913X,"Actavis Pharma, Inc.",07/15/2006,10/31/2015,52544-0931-02,,10X2ML,IRON DEXTRAN COMPLEX 50MG/ML INJ,INFED 50MG/ML INJ SINGLE DOSE VIAL,TN401,F,T,195.5,04/01/2008,10/31/2015,FSS
V797D-40032,"J&J obo Janssen Pharmaceuticals, Inc",12/01/2013,11/30/2018,50458-0639-65,,60,TOPIRAMATE 25MG TAB,TOPAMAX 25MG TABLETS,CN400,T,T,195.44,01/01/2015,11/30/2018,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00206-8861-02,,24X50ML,"PIPERACILLIN NA 3GM/TAZOBACTAM 0.375GM/50ML INJ,BAG,50ML",ZOSYN 3.375GM/50ML INJ FROZEN GALAXY CONTAINR,AM054,T,F,195.3,01/01/2015,10/31/2019,FSS
V797P-5146B,Impax Laboratories Inc.,02/01/2011,01/31/2016,64896-0681-51,,6,"ZOLMITRIPTAN 5MG SOLN,NASAL",ZOMIG 5MG/DOSE NASAL SPRAY,CN105,T,T,195.24,01/01/2015,01/31/2016,FSS
V797P-5231B,Ranbaxy Laboratories Inc.,03/01/2011,02/29/2016,10631-0093-07,,100GM,"TRIAMCINOLONE ACETONIDE 0.147MG/GM AEROSOL,TOP,100GM",KENALOG SPY 5016              100GM,DE200,T,T,195.04,01/01/2015,02/29/2016,FSS
V797P-2225D,"ParaPRO, LLC",07/15/2012,07/14/2017,52246-0929-04,,120ML,"SPINOSAD 0.9% SUSP,TOP","NATROBA 0.9% SUSP,TOP",AP300,T,T,194.96,01/01/2015,07/14/2017,FSS
V797P-5231B,Ranbaxy Laboratories Inc.,03/01/2011,02/29/2016,10631-0102-50,,1X50GM,"HALOBETASOL PROPIONATE 0.05% OINT,TOP",ULTRAVATE 0.05% OINT,DE200,T,T,194.93,01/01/2015,02/29/2016,FSS
V797P-5231B,Ranbaxy Laboratories Inc.,03/01/2011,02/29/2016,10631-0103-50,,1X50GM,"HALOBETASOL PROPIONATE 0.05% CREAM,TOP",ULTRAVATE 0.05% CR,DE200,T,T,194.93,01/01/2015,02/29/2016,FSS
V797P-5231B,Ranbaxy Laboratories Inc.,03/01/2011,02/29/2016,10631-0119-01,,275GM,"HALOBETASOL PROP 0.05% OINT/AMMONIUM LACTATE 10% LOTION,TOP,PAC",ULTRAVATE X OINTMENT PAC,DE350,T,T,194.93,01/01/2015,02/29/2016,FSS
V797P-5231B,Ranbaxy Laboratories Inc.,03/01/2011,02/29/2016,10631-0121-01,,275GM,"HALOBETASOL PROP 0.05% CRM/AMMONIUM LACTATE 10% LOTION,TOP,PAC",ULTRAVATE X CREAM PAC,DE350,T,T,194.93,01/01/2015,02/29/2016,FSS
V797P-2211D,AstraZeneca LP,07/15/2012,07/14/2017,00186-0016-54,,90,CANDESARTAN CILEXETIL 16MG TAB,ATACAND 16MG TABLETS,CV805,T,T,194.9,01/01/2015,07/14/2017,Big4
V797D-30009,Shionogi Inc.,11/15/2012,11/14/2017,59630-0760-10,,100,"METHYLPHENIDATE HCL 2.5MG TAB,CHEW",METHYLIN 2.5MG CHEWABLE TAB,CN802,T,T,194.86,01/01/2015,11/14/2017,Big4
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,61570-0074-01,,100,"ESTROGENS,ESTERIFIED 1.25MG TAB",MENEST 1.25MG TAB,HS300,T,T,194.84,01/01/2015,10/31/2019,FSS
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0716-20,,12GM,"FLUTICASONE 115MCG/SALMETEROL 21MCG INHL,ORAL,12GM",ADVAIR HFA 115MCG/21MCG INHL AEROSOL,RE109,T,T,194.74,01/01/2015,09/29/2017,Big4
V797D-30144,"Depomed, Inc.",10/15/2013,10/14/2018,50458-0830-02,,100UD,"TAPENTADOL HCL 75MG TAB,UD",NUCYNTA 75MG TAB HUD,CN101,T,T,194.73,09/25/2015,10/14/2018,FSS
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0859-10,,1,"FLUTICASONE 100MCG/VILANTEROL 25MCG INHL,ORAL,30D",BREO ELLIPTA INHALER 100/25MCG,RE109,T,T,194.71,01/01/2015,09/29/2017,Big4
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0869-10,,1,UMECLIDINIUM BR 62.5MCG/VILANTEROL 25MCG /ACTUAT INH/ORAL30D,ANORO ELLIPTA 62.5MCG/25MCG,RE109,T,T,194.51,02/01/2015,09/29/2017,Big4
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0696-00,,60,"FLUTICASONE 250MCG/SALMETEROL 50MCG INHL,ORAL,DISKUS,60",ADVAIR DISKUS 250/50,RE109,T,T,194.49,01/01/2015,09/29/2017,Big4
V797P-5057B,Abbvie US LLC,03/01/2009,01/31/2016,00074-3079-90,,90,"NIACIN 750MG TAB,SA",NIASPAN,VT103,T,T,194.47,01/01/2015,01/31/2016,FSS
V797P-5067B,Genentech USA,04/01/2009,11/30/2015,00004-6202-01,,100,NAPROXEN NA 275MG TAB,ANAPROX 275MG TAB,MS102,T,T,194.46,01/01/2015,11/30/2015,Big4
V797D-40258,Generics Bidco I LLC dba Qualitest Pharmaceuticals,10/01/2014,09/30/2019,00603-4975-32,,1000,OXYBUTYNIN CL 5MG TAB,OXYBUTYNIN CL 5MG TAB,GU201,F,T,194.1,09/15/2015,09/30/2016,FSS
V797P-5153B,"AvKare, Inc.",04/01/2010,01/31/2016,42291-0285-04,,1,"FLUOCINOLONE ACETONIDE 0.01% OIL,TOP","FLUOCINOLONE ACETONIDE 0.01% OIL,TOP",DE200,F,T,194.1,03/14/2014,01/31/2016,FSS
V797D-40032,"J&J obo Janssen Pharmaceuticals, Inc",12/01/2013,11/30/2018,50458-0388-30,,30,"GALANTAMINE HYDROBROMIDE 16MG CAP,SA",RAZADYNE ER 16MG CAP,CN900,T,T,194.02,01/01/2015,11/30/2018,Big4
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,00187-0658-20,,2,"DIAZEPAM 10MG/SYSTEM,ADULT,GEL,RTL",DIASTAT ACUDIAL 10MG RECTAL GEL,CN400,T,T,193.97,01/01/2015,11/14/2015,Big4
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,00187-0658-20,,2,"DIAZEPAM 10MG/SYSTEM,ADULT,GEL,RTL",DIASTAT ACUDIAL 10MG RECTAL GEL,CN400,T,T,193.97,01/01/2015,11/14/2015,FSS
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,00187-0659-20,,2,"DIAZEPAM 20MG/SYSTEM,ADULT,GEL,RTL",DIASTAT ACUDIAL 20MG RECTAL GEL,CN400,T,T,193.97,01/01/2015,11/14/2015,Big4
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,00187-0659-20,,2,"DIAZEPAM 20MG/SYSTEM,ADULT,GEL,RTL",DIASTAT ACUDIAL 20MG RECTAL GEL,CN400,T,T,193.97,01/01/2015,11/14/2015,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-0090-01,,100,ALPRAZOLAM 1MG TAB,XANAX 1MG TAB,CN302,T,T,193.94,01/01/2015,10/31/2019,Big4
V797P-5070B,"Takeda Pharmaceuticals America, Inc. dba Takeda Europe R&D Centre Ltd",04/01/2009,03/31/2016,64764-0510-30,,30,"METFORMIN HCL 1000MG/PIOGLITAZONE HCL 15MG, ER TAB",ACTOPLUS 15MG/MET1000MG XR TABLETS,HS502,T,T,193.93,01/01/2015,03/31/2016,FSS
V797P-2298D,GlaxoSmithKline,09/30/2012,09/29/2017,00173-0561-00,,9,"NARATRIPTAN HCL 1MG TAB,UD",AMERGE 1MG TABLETS,CN105,T,T,193.83,01/01/2015,09/29/2017,Big4
V797D-30144,"Depomed, Inc.",10/15/2013,10/14/2018,50458-0830-04,,100,TAPENTADOL HCL 75MG TAB,NUCYNTA 75MG TAB,CN101,T,T,193.69,09/25/2015,10/14/2018,FSS
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,00187-5101-02,,60GM,"PIMECROLIMUS 1% CREAM,TOP",ELIDEL 1% CREAM,DE900,T,T,193.59,08/15/2015,11/14/2015,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-5014-01,,100,MIGLITOL 100MG TAB,GLYSET 100MG TABLETS,HS502,T,T,193.58,01/01/2015,10/31/2019,FSS
V797P-5980X,TEVA Pharm,04/15/2008,03/31/2016,00555-0790-02,,100,"AMPHETAMINE/DEXTROAMPHETAMINE RESIN COMPLEX 5MG CAP,SA",MIXED AMPHETAMINE SALT ER 5MG CAP,CN801,T,T,193.45,01/01/2015,03/31/2016,Big4
V797P-5282B,Bristol Myers Squibb US Medicines,10/01/2011,09/30/2016,00087-6071-11,,100,METFORMIN HCL 1000MG TAB,GLUCOPHAGE 1000MG TABLETS,HS502,T,T,193.21,01/01/2015,09/30/2016,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00009-4541-02,,60,TOLTERODINE TARTRATE 1MG TAB,DETROL TABLETS,AU350,T,T,193.19,01/01/2015,10/31/2019,Big4
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-6089-77,,90,FENOFIBRATE 130MG CAP,FENOFIBRATE 130MG CAP,CV350,F,T,193.08,09/23/2013,03/14/2018,FSS
V797P-5893X,Merck Sharp & Dohme Corporation,04/15/2006,12/31/2015,00006-0747-54,,90,"HYDROCHLOROTHIAZIDE 25MG/LORSARTAN POTASSIUM 100MG TAB,UD",HYZAAR 100-25MG TAB UNIT OF USE,CV709,T,T,192.98,01/01/2015,12/31/2015,Big4
V797P-5893X,Merck Sharp & Dohme Corporation,04/15/2006,12/31/2015,00006-0747-54,,90,"HYDROCHLOROTHIAZIDE 25MG/LORSARTAN POTASSIUM 100MG TAB,UD",HYZAAR 100-25MG TAB UNIT OF USE,CV709,T,T,192.98,01/01/2015,12/31/2015,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0306-30,,10X30ML,TOBRAMYCIN SO4 40MG/ML INJ,TOBRAMYCIN SO4 40MG/ML INJ,AM300,F,T,192.96,08/15/2012,04/14/2017,FSS
V797P-2107D,"Fresenius Kabi USA, LLC.",04/15/2012,04/14/2017,63323-0132-15,,15ML,MITOXANTRONE HCL 2MG/ML INJ,MITOXANTRONE HCL 2MG/ML INJ,AN900,F,T,192.8,10/01/2015,04/14/2017,FSS
V797P-5211B,"Salix Pharmaceuticals, Inc.",01/15/2011,01/14/2016,65649-0701-41,,100,SODIUM PHOSPHATE MONO/DIBASIC 1.5GM TAB,OSMOPREP 1.5GM TAB,GA202,T,T,192.75,01/01/2015,01/14/2016,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00013-0102-20,,300,"SULFASALAZINE 500MG TAB,EC",AZULFIDINE 500MG EN-TAB,GA900,T,T,192.59,01/01/2015,10/31/2019,Big4
V797D-30268,Novartis Pharmaceuticals Corporation,10/01/2013,09/30/2018,00078-0354-15,,30,"FLUVASTATIN NA 80MG TAB,SA",LESCOL XL 80MG TAB,CV350,T,T,192.58,01/01/2015,09/30/2018,FSS
V797P-2172D,"UCB Pharma, Inc.",08/15/2012,08/14/2017,50474-0001-48,,480ML,"LEVETIRACETAM 100MG/ML SOLN,ORAL",KEPPRA 100MG/ML ORAL SOLN,CN400,T,T,192.44,01/01/2015,08/14/2017,FSS
VA797P-15-C-0016,"Golden State Medical Supply, Inc.",04/22/2015,04/21/2016,60429-0070-05,,500,MYCOPHENOLATE MOFETIL 500MG TAB,MYCOPHENOLATE MOFETIL 500MG TAB,IM600,F,T,192.27,04/22/2015,04/21/2016,NC
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,60793-0105-01,,100,METHIMAZOLE 10MG TAB,TAPAZOLE 10MG TAB,HS852,T,T,192.06,01/01/2015,10/31/2019,FSS
V797D-40269,"Pfizer, Inc.",11/01/2014,10/31/2019,00025-2742-31,,100,"DISOPYRAMIDE PO4 150MG CAP,SA",NORPACE,CV300,T,T,192.05,01/01/2015,10/31/2019,Big4
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-6325-05,,500,HYDROCHLOROTHIAZIDE 25MG/VALSARTAN 320MG TAB,HYDROCHLOROTHIAZIDE 25MG/VALSARTAN 320MG TA,CV400,F,T,191.97,09/23/2013,03/14/2018,FSS
V797P-2104D,"Forest Laboratories, Inc.",04/01/2012,03/31/2017,00456-3428-33,,30,"MEMANTINE HCL 28MG TAB,SA",NAMENDA XR 28MG TAB,CN900,T,T,191.9,01/01/2015,03/31/2017,Big4
V797P-2104D,"Forest Laboratories, Inc.",04/01/2012,03/31/2017,00456-3428-33,,30,"MEMANTINE HCL 28MG TAB,SA",NAMENDA XR 28MG TAB,CN900,T,T,191.9,01/01/2015,03/31/2017,FSS
V797P-5949X,Sanofi Pasteur,06/01/2007,03/31/2016,49281-0286-10,,10X1,"DIPHTHERIA/TETANUS TOXOIDS/PERTUSSIS,ACELLULAR VACCINE INJ","DAPTACEL INJ,SUSP 10X1 DOSE VIAL",IM109,T,T,191.83,01/01/2015,03/31/2016,FSS
V797D-40025,"Smith & Nephew, Inc.",12/01/2013,11/30/2018,40565-1118-28,,12X140ML,"BENZOIN TINCTURE,TOP",TINCTURE OF BENZOIN PUMP SPRAY,XA604,F,T,191.72,12/01/2013,11/30/2018,FSS
V797D-40284,"US WorldMeds, LLC",12/01/2014,11/30/2019,10454-0710-10,,0.5ML,BOTULINUM TOXIN TYPE B 2500UNT/VIL INJ 0.5ML,MYOBLOC 2500UNT/VIL INJ,MS900,T,T,191.61,01/01/2015,11/30/2019,Big4
V797P-5282B,Bristol Myers Squibb US Medicines,10/01/2011,09/30/2016,63653-1171-06,,30,CLOPIDOGREL BISULFATE 75MG TAB,PLAVIX 75MG TABLETS,BL700,T,T,191.51,01/01/2015,09/30/2016,FSS
V797P-5135B,"Valeant Pharmaceuticals North America, LLC.",11/15/2009,11/14/2015,00187-3013-30,,30,"PYRIDOSTIGMINE BR 180MG TAB,SA",MESTINON TIMESPAN 180MG,AU300,T,T,191.35,08/15/2015,11/14/2015,FSS
V797P-5893X,Merck Sharp & Dohme Corporation,04/15/2006,12/31/2015,00006-0960-54,,90UU,LOSARTAN POTASSIUM 100MG TAB,COZAAR 100MG TAB,CV805,T,T,191.33,01/01/2015,12/31/2015,Big4
V797P-5893X,Merck Sharp & Dohme Corporation,04/15/2006,12/31/2015,00006-0960-54,,90UU,LOSARTAN POTASSIUM 100MG TAB,COZAAR 100MG TAB,CV805,T,T,191.33,01/01/2015,12/31/2015,FSS
V797D-50429,"Alcon Laboratories, Inc.",07/01/2015,06/30/2020,00065-0275-15,,15ML,"BRINZOLAMIDE 1% SUSP,OPH","AZOPT SOLN,OPH",OP109,T,T,191.22,07/07/2015,06/30/2020,FSS
V797P-2104D,"Forest Laboratories, Inc.",04/01/2012,03/31/2017,00456-2202-28,,28,"LEVOMILNACIPRAN 20/40MG MG CAP,SA ,TITRATION PACK",FETZIMA 20MG/40MG TITRATION PACK,CN609,T,T,191.18,01/01/2015,03/31/2017,FSS
V797P-5156B,"Golden State Medical Supply, Inc.",09/01/2010,03/31/2016,60429-0106-05,,500,TAMSULOSIN HCL 0.4MG CAP,TAMSULOSIN HCL 0.4MG CAP,CV150,F,T,191.16,12/12/2014,03/31/2016,FSS
V797P-5081B,"PamLab, LLC",06/01/2009,02/29/2016,00525-0450-90,,90,L-METHYLFOLATE 15MG TAB,DEPLIN,VT102,F,T,191.1,11/15/2011,02/29/2016,FSS
V797P-5027B,Mallinckrodt Inc.,10/15/2008,05/31/2016,00019-9120-56,,8.8MCI,THALLOUS CHLORIDE (TL-201) 1MIL/ML INJ,THALLOUS CHLORIDE TL201 INJECTION,DX201,T,F,191.05,02/16/2015,05/31/2016,FSS
